Sampling Date,State,City/Town/Village/Area,Location of Monitoring Station,Type of Location,SO2,NO2,RSPM/PM10,SPM
24/10/2006,Maharashtra,Solapur,WIT Campus,Industrial Areas,18.2,38.2,114,342
30/10/2006,Maharashtra,Solapur,WIT Campus,Industrial Areas,17.7,35.2,90,319
31/10/2006,Maharashtra,Solapur,WIT Campus,Industrial Areas,17.2,35.7,99,316
11/6/2006,Maharashtra,Solapur,WIT Campus,Industrial Areas,13.3,31.8,82,306
11/7/2006,Maharashtra,Solapur,WIT Campus,Industrial Areas,12.2,31.2,73,300
13/11/2006,Maharashtra,Solapur,WIT Campus,Industrial Areas,16.5,35.3,90,314
14/11/2006,Maharashtra,Solapur,WIT Campus,Industrial Areas,16,37.7,88,309
20/11/2006,Maharashtra,Solapur,WIT Campus,Industrial Areas,NA,NA,98,320
21/11/2006,Maharashtra,Solapur,WIT Campus,Industrial Areas,NA,NA,94,353
27/11/2006,Maharashtra,Solapur,WIT Campus,Industrial Areas,15.2,35.2,96,346
28/11/2006,Maharashtra,Solapur,WIT Campus,Industrial Areas,16.5,36.2,96,319
12/4/2006,Maharashtra,Solapur,WIT Campus,Industrial Areas,17.2,35.8,97,334
12/5/2006,Maharashtra,Solapur,WIT Campus,Industrial Areas,16.3,36,106,344
12/11/2006,Maharashtra,Solapur,WIT Campus,Industrial Areas,16.3,34.8,93,304
12/12/2006,Maharashtra,Solapur,WIT Campus,Industrial Areas,15.7,34.5,81,309
18/12/2006,Maharashtra,Solapur,WIT Campus,Industrial Areas,15.7,34,81,319
19/12/2006,Maharashtra,Solapur,WIT Campus,Industrial Areas,16.2,34.5,92,321
25/12/2006,Maharashtra,Solapur,WIT Campus,Industrial Areas,14.5,33.7,92,306
26/12/2006,Maharashtra,Solapur,WIT Campus,Industrial Areas,14.2,34.2,78,312
1/6/2006,Maharashtra,Solapur,Chitale Clinic,Residential and others,16.8,38.3,121,348
1/7/2006,Maharashtra,Solapur,Chitale Clinic,Residential and others,17.5,38.7,102,331
13/01/2006,Maharashtra,Solapur,Chitale Clinic,Residential and others,16.2,38.7,139,378
14/01/2006,Maharashtra,Solapur,Chitale Clinic,Residential and others,16,40.2,164,384
20/01/2006,Maharashtra,Solapur,Chitale Clinic,Residential and others,16.3,39.5,125,337
21/01/2006,Maharashtra,Solapur,Chitale Clinic,Residential and others,17.2,40.2,118,359
27/01/2006,Maharashtra,Solapur,Chitale Clinic,Residential and others,15,37.8,137,387
28/01/2006,Maharashtra,Solapur,Chitale Clinic,Residential and others,14.8,35,136,368
2/3/2006,Maharashtra,Solapur,Chitale Clinic,Residential and others,16,36.7,146,355
2/4/2006,Maharashtra,Solapur,Chitale Clinic,Residential and others,17.7,31.3,132,353
2/10/2006,Maharashtra,Solapur,Chitale Clinic,Residential and others,15.2,37.8,139,371
2/11/2006,Maharashtra,Solapur,Chitale Clinic,Residential and others,15.8,38.2,152,372
17/02/2006,Maharashtra,Solapur,Chitale Clinic,Residential and others,17.2,37.7,129,332
18/02/2006,Maharashtra,Solapur,Chitale Clinic,Residential and others,16.8,37.7,117,327
25/02/2006,Maharashtra,Solapur,Chitale Clinic,Residential and others,15.3,33.3,143,350
3/3/2006,Maharashtra,Solapur,Chitale Clinic,Residential and others,15,32.7,128,363
3/4/2006,Maharashtra,Solapur,Chitale Clinic,Residential and others,14.3,36,113,355
3/10/2006,Maharashtra,Solapur,Chitale Clinic,Residential and others,12.5,28.7,108,318
3/11/2006,Maharashtra,Solapur,Chitale Clinic,Residential and others,14,31.5,112,340
17/03/2006,Maharashtra,Solapur,Chitale Clinic,Residential and others,15.5,35.7,116,346
18/03/2006,Maharashtra,Solapur,Chitale Clinic,Residential and others,16.2,35.8,145,364
24/03/2006,Maharashtra,Solapur,Chitale Clinic,Residential and others,16.2,37.5,119,352
25/03/2006,Maharashtra,Solapur,Chitale Clinic,Residential and others,15.8,33.7,116,317
31/03/2006,Maharashtra,Solapur,Chitale Clinic,Residential and others,13.2,33.3,129,356
4/1/2006,Maharashtra,Solapur,Chitale Clinic,Residential and others,13.3,33.3,120,351
4/7/2006,Maharashtra,Solapur,Chitale Clinic,Residential and others,15.2,34.8,117,348
4/8/2006,Maharashtra,Solapur,Chitale Clinic,Residential and others,15.5,35.2,113,328
4/11/2006,Maharashtra,Solapur,Chitale Clinic,Residential and others,16.3,36.5,87,308
14/04/2006,Maharashtra,Solapur,Chitale Clinic,Residential and others,12,30.2,124,324
15/04/2006,Maharashtra,Solapur,Chitale Clinic,Residential and others,13.7,31.5,112,319
21/04/2006,Maharashtra,Solapur,Chitale Clinic,Residential and others,17,34.8,133,340
22/04/2006,Maharashtra,Solapur,Chitale Clinic,Residential and others,15,33.8,132,333
28/04/2006,Maharashtra,Solapur,Chitale Clinic,Residential and others,16.5,36.2,118,339
29/04/2006,Maharashtra,Solapur,Chitale Clinic,Residential and others,15.7,37,129,326
5/5/2006,Maharashtra,Solapur,Chitale Clinic,Residential and others,16.2,38.3,123,335
5/6/2006,Maharashtra,Solapur,Chitale Clinic,Residential and others,15.5,34.5,121,323
5/12/2006,Maharashtra,Solapur,Chitale Clinic,Residential and others,12.3,35.3,78,302
13/05/2006,Maharashtra,Solapur,Chitale Clinic,Residential and others,13.5,37.2,84,319
19/05/2006,Maharashtra,Solapur,Chitale Clinic,Residential and others,14.7,36.5,101,303
20/05/2006,Maharashtra,Solapur,Chitale Clinic,Residential and others,13.3,36.5,91,291
26/05/2006,Maharashtra,Solapur,Chitale Clinic,Residential and others,12,34.3,101,309
27/05/2006,Maharashtra,Solapur,Chitale Clinic,Residential and others,14.2,33.3,119,323
6/2/2006,Maharashtra,Solapur,Chitale Clinic,Residential and others,15.2,33.5,117,340
6/3/2006,Maharashtra,Solapur,Chitale Clinic,Residential and others,13.8,34.2,112,333
6/9/2006,Maharashtra,Solapur,Chitale Clinic,Residential and others,15.3,36.3,119,362
6/10/2006,Maharashtra,Solapur,Chitale Clinic,Residential and others,16,36.4,111,344
16/06/2006,Maharashtra,Solapur,Chitale Clinic,Residential and others,15,35.7,100,304
17/06/2006,Maharashtra,Solapur,Chitale Clinic,Residential and others,16.7,35.7,116,336
23/06/2006,Maharashtra,Solapur,Chitale Clinic,Residential and others,15.5,36,108,341
24/06/2006,Maharashtra,Solapur,Chitale Clinic,Residential and others,15,32.7,105,442
30/06/2006,Maharashtra,Solapur,Chitale Clinic,Residential and others,13.3,31.5,105,360
7/1/2006,Maharashtra,Solapur,Chitale Clinic,Residential and others,13,37.3,104,322
7/7/2006,Maharashtra,Solapur,Chitale Clinic,Residential and others,14.2,36.3,124,343
7/8/2006,Maharashtra,Solapur,Chitale Clinic,Residential and others,15.3,36,104,332
14/07/2006,Maharashtra,Solapur,Chitale Clinic,Residential and others,14.2,33.7,128,345
15/07/2006,Maharashtra,Solapur,Chitale Clinic,Residential and others,14.5,36.5,113,330
21/07/2006,Maharashtra,Solapur,Chitale Clinic,Residential and others,15,36.2,109,351
22/07/2006,Maharashtra,Solapur,Chitale Clinic,Residential and others,12.8,31.5,125,315
28/07/2006,Maharashtra,Solapur,Chitale Clinic,Residential and others,13.7,36,114,314
29/07/2006,Maharashtra,Solapur,Chitale Clinic,Residential and others,13.8,29.7,78,260
8/4/2006,Maharashtra,Solapur,Chitale Clinic,Residential and others,13.2,32.7,87,298
8/5/2006,Maharashtra,Solapur,Chitale Clinic,Residential and others,11.2,31,79,297
8/11/2006,Maharashtra,Solapur,Chitale Clinic,Residential and others,16.5,35.8,105,349
8/12/2006,Maharashtra,Solapur,Chitale Clinic,Residential and others,12.8,36.7,99,342
18/08/2006,Maharashtra,Solapur,Chitale Clinic,Residential and others,15.3,33,107,329
19/08/2006,Maharashtra,Solapur,Chitale Clinic,Residential and others,15,35.7,98,326
25/08/2006,Maharashtra,Solapur,Chitale Clinic,Residential and others,17.5,37.2,121,363
26/08/2006,Maharashtra,Solapur,Chitale Clinic,Residential and others,14,34.7,136,357
9/1/2006,Maharashtra,Solapur,Chitale Clinic,Residential and others,17.5,37.2,106,340
9/2/2006,Maharashtra,Solapur,Chitale Clinic,Residential and others,14.8,33.3,93,335
9/8/2006,Maharashtra,Solapur,Chitale Clinic,Residential and others,15,35.7,103,324
9/9/2006,Maharashtra,Solapur,Chitale Clinic,Residential and others,16,36.3,96,321
15/09/2006,Maharashtra,Solapur,Chitale Clinic,Residential and others,13.5,33,90,329
16/09/2006,Maharashtra,Solapur,Chitale Clinic,Residential and others,15.3,35,101,319
22/09/2006,Maharashtra,Solapur,Chitale Clinic,Residential and others,14.3,31.8,120,354
23/09/2006,Maharashtra,Solapur,Chitale Clinic,Residential and others,16.2,32.5,129,344
29/09/2006,Maharashtra,Solapur,Chitale Clinic,Residential and others,15,33.5,111,331
30/09/2006,Maharashtra,Solapur,Chitale Clinic,Residential and others,13.3,33.2,92,324
10/6/2006,Maharashtra,Solapur,Chitale Clinic,Residential and others,15,36.5,109,359
10/7/2006,Maharashtra,Solapur,Chitale Clinic,Residential and others,15.7,36.2,111,368
10/11/2006,Maharashtra,Solapur,Chitale Clinic,Residential and others,16.8,36.5,104,335
13/10/2006,Maharashtra,Solapur,Chitale Clinic,Residential and others,15.5,37.7,117,328
14/10/2006,Maharashtra,Solapur,Chitale Clinic,Residential and others,15,36.8,101,339
20/10/2006,Maharashtra,Solapur,Chitale Clinic,Residential and others,19.5,40,118,337
21/10/2006,Maharashtra,Solapur,Chitale Clinic,Residential and others,20.7,44.7,120,372
27/10/2006,Maharashtra,Solapur,Chitale Clinic,Residential and others,18.5,38.5,102,327
28/10/2006,Maharashtra,Solapur,Chitale Clinic,Residential and others,16.7,36.2,83,320
11/3/2006,Maharashtra,Solapur,Chitale Clinic,Residential and others,13.8,32.2,80,311
11/4/2006,Maharashtra,Solapur,Chitale Clinic,Residential and others,16.3,36.5,87,308
11/10/2006,Maharashtra,Solapur,Chitale Clinic,Residential and others,16.8,36.5,104,335
11/11/2006,Maharashtra,Solapur,Chitale Clinic,Residential and others,15.7,33.7,100,333
17/11/2006,Maharashtra,Solapur,Chitale Clinic,Residential and others,17.5,36.7,112,330
24/11/2006,Maharashtra,Solapur,Chitale Clinic,Residential and others,17,38,99,324
25/11/2006,Maharashtra,Solapur,Chitale Clinic,Residential and others,14.8,37.3,87,322
12/1/2006,Maharashtra,Solapur,Chitale Clinic,Residential and others,17.7,36.8,98,331
12/2/2006,Maharashtra,Solapur,Chitale Clinic,Residential and others,16,35.8,107,332
12/8/2006,Maharashtra,Solapur,Chitale Clinic,Residential and others,17,36.2,100,327
12/9/2006,Maharashtra,Solapur,Chitale Clinic,Residential and others,17.5,37.7,81,317
15/12/2006,Maharashtra,Solapur,Chitale Clinic,Residential and others,16.5,35.3,96,348
16/12/2006,Maharashtra,Solapur,Chitale Clinic,Residential and others,15.8,34.2,88,325
22/12/2006,Maharashtra,Solapur,Chitale Clinic,Residential and others,16,34.8,93,304
23/12/2006,Maharashtra,Solapur,Chitale Clinic,Residential and others,16.2,40.8,76,320
29/12/2006,Maharashtra,Solapur,Chitale Clinic,Residential and others,16.3,33.7,103,319
30/12/2006,Maharashtra,Solapur,Chitale Clinic,Residential and others,16.8,36.5,89,332
4/3/2006,Maharashtra,Tarapur,MIDC Office Compound,Industrial Areas,NA,13.5,36,356
4/4/2006,Maharashtra,Tarapur,MIDC Office Compound,Industrial Areas,5.5,8.8,59,276
4/10/2006,Maharashtra,Tarapur,MIDC Office Compound,Industrial Areas,12.8,18.9,141,195
4/11/2006,Maharashtra,Tarapur,MIDC Office Compound,Industrial Areas,13.8,23.8,138,240
17/04/2006,Maharashtra,Tarapur,MIDC Office Compound,Industrial Areas,32.5,19.9,70,179
18/04/2006,Maharashtra,Tarapur,MIDC Office Compound,Industrial Areas,12.8,31.5,69,166
5/2/2006,Maharashtra,Tarapur,MIDC Office Compound,Industrial Areas,3,8,35,128
5/8/2006,Maharashtra,Tarapur,MIDC Office Compound,Industrial Areas,60.5,27,66,128
5/9/2006,Maharashtra,Tarapur,MIDC Office Compound,Industrial Areas,23.3,15.1,45,140
5/11/2006,Maharashtra,Tarapur,MIDC Office Compound,Industrial Areas,5.5,12.3,52,97
16/05/2006,Maharashtra,Tarapur,MIDC Office Compound,Industrial Areas,29.8,13.4,40,85
20/05/2006,Maharashtra,Tarapur,MIDC Office Compound,Industrial Areas,121,99.3,70,174
21/05/2006,Maharashtra,Tarapur,MIDC Office Compound,Industrial Areas,72.3,18.5,68,219
27/05/2006,Maharashtra,Tarapur,MIDC Office Compound,Industrial Areas,56.3,17.9,45,90
28/05/2006,Maharashtra,Tarapur,MIDC Office Compound,Industrial Areas,74.2,15,41,93
6/3/2006,Maharashtra,Tarapur,MIDC Office Compound,Industrial Areas,48.3,19.5,78,225
6/4/2006,Maharashtra,Tarapur,MIDC Office Compound,Industrial Areas,38.8,17,45,108
6/5/2006,Maharashtra,Tarapur,MIDC Office Compound,Industrial Areas,21.5,10.8,58,95
6/10/2006,Maharashtra,Tarapur,MIDC Office Compound,Industrial Areas,76.2,10.6,55,111
17/06/2006,Maharashtra,Tarapur,MIDC Office Compound,Industrial Areas,9.2,35.2,52,93
18/06/2006,Maharashtra,Tarapur,MIDC Office Compound,Industrial Areas,3.2,17.5,42,64
24/06/2006,Maharashtra,Tarapur,MIDC Office Compound,Industrial Areas,14.3,NA,43,59
25/06/2006,Maharashtra,Tarapur,MIDC Office Compound,Industrial Areas,13.8,NA,30,42
29/07/2006,Maharashtra,Tarapur,MIDC Office Compound,Industrial Areas,33,19.3,87,109
30/07/2006,Maharashtra,Tarapur,MIDC Office Compound,Industrial Areas,51.3,25.5,89,113
8/6/2006,Maharashtra,Tarapur,MIDC Office Compound,Industrial Areas,30,9.3,100,131
8/12/2006,Maharashtra,Tarapur,MIDC Office Compound,Industrial Areas,4,42.8,138,171
13/08/2006,Maharashtra,Tarapur,MIDC Office Compound,Industrial Areas,4,35,155,162
19/08/2006,Maharashtra,Tarapur,MIDC Office Compound,Industrial Areas,4,20.7,60,95
20/08/2006,Maharashtra,Tarapur,MIDC Office Compound,Industrial Areas,4,16.8,79,116
26/08/2006,Maharashtra,Tarapur,MIDC Office Compound,Industrial Areas,4,18,70,105
27/08/2006,Maharashtra,Tarapur,MIDC Office Compound,Industrial Areas,4,14.5,58,96
9/2/2006,Maharashtra,Tarapur,MIDC Office Compound,Industrial Areas,NA,22.3,52,86
9/3/2006,Maharashtra,Tarapur,MIDC Office Compound,Industrial Areas,NA,14.6,45,71
9/9/2006,Maharashtra,Tarapur,MIDC Office Compound,Industrial Areas,3.5,8.3,62,95
9/10/2006,Maharashtra,Tarapur,MIDC Office Compound,Industrial Areas,4.2,11.8,62,85
16/09/2006,Maharashtra,Tarapur,MIDC Office Compound,Industrial Areas,7.5,21.4,69,117
17/09/2006,Maharashtra,Tarapur,MIDC Office Compound,Industrial Areas,6.2,18.9,45,73
23/09/2006,Maharashtra,Tarapur,MIDC Office Compound,Industrial Areas,8,18.7,61,96
24/09/2006,Maharashtra,Tarapur,MIDC Office Compound,Industrial Areas,7.7,23.7,54,77
30/09/2006,Maharashtra,Tarapur,MIDC Office Compound,Industrial Areas,10.7,24.2,42,71
10/1/2006,Maharashtra,Tarapur,MIDC Office Compound,Industrial Areas,11,33.5,51,85
10/7/2006,Maharashtra,Tarapur,MIDC Office Compound,Industrial Areas,9.5,30.8,69,104
10/8/2006,Maharashtra,Tarapur,MIDC Office Compound,Industrial Areas,11.5,38.5,45,71
14/10/2006,Maharashtra,Tarapur,MIDC Office Compound,Industrial Areas,7,19.3,68,107
15/10/2006,Maharashtra,Tarapur,MIDC Office Compound,Industrial Areas,8.3,19.7,71,105
21/10/2006,Maharashtra,Tarapur,MIDC Office Compound,Industrial Areas,22.8,22.8,141,274
22/10/2006,Maharashtra,Tarapur,MIDC Office Compound,Industrial Areas,22.3,16.4,70,145
28/10/2006,Maharashtra,Tarapur,MIDC Office Compound,Industrial Areas,8.8,21.8,52,77
29/10/2006,Maharashtra,Tarapur,MIDC Office Compound,Industrial Areas,8.8,18.7,58,93
11/5/2006,Maharashtra,Tarapur,MIDC Office Compound,Industrial Areas,5.5,12.3,52,97
11/11/2006,Maharashtra,Tarapur,MIDC Office Compound,Industrial Areas,7.5,32.5,80,108
11/12/2006,Maharashtra,Tarapur,MIDC Office Compound,Industrial Areas,6.5,39,76,98
18/11/2006,Maharashtra,Tarapur,MIDC Office Compound,Industrial Areas,12.5,30,122,156
19/11/2006,Maharashtra,Tarapur,MIDC Office Compound,Industrial Areas,7.5,29.5,65,92
25/11/2006,Maharashtra,Tarapur,MIDC Office Compound,Industrial Areas,9.2,20.3,53,89
26/11/2006,Maharashtra,Tarapur,MIDC Office Compound,Industrial Areas,9,21.2,71,107
12/2/2006,Maharashtra,Tarapur,MIDC Office Compound,Industrial Areas,11.5,33.8,104,145
12/3/2006,Maharashtra,Tarapur,MIDC Office Compound,Industrial Areas,11,33.5,99,123
12/9/2006,Maharashtra,Tarapur,MIDC Office Compound,Industrial Areas,10.8,35.3,94,121
12/10/2006,Maharashtra,Tarapur,MIDC Office Compound,Industrial Areas,9.8,30.7,82,116
16/12/2006,Maharashtra,Tarapur,MIDC Office Compound,Industrial Areas,12.2,33.2,87,114
17/12/2006,Maharashtra,Tarapur,MIDC Office Compound,Industrial Areas,11.5,30,74,97
23/12/2006,Maharashtra,Tarapur,MIDC Office Compound,Industrial Areas,11.7,32.7,86,114
24/12/2006,Maharashtra,Tarapur,MIDC Office Compound,Industrial Areas,11.5,33.7,93,117
30/12/2006,Maharashtra,Tarapur,MIDC Office Compound,Industrial Areas,10.3,30,100,125
31/12/2006,Maharashtra,Tarapur,MIDC Office Compound,Industrial Areas,10,31.2,78,116
4/2/2006,Maharashtra,Tarapur,Police Chowki,Industrial Areas,68.3,21.9,60,168
23/04/2006,Maharashtra,Tarapur,Police Chowki,Industrial Areas,38.5,18.3,98,NA
5/9/2006,Maharashtra,Tarapur,Police Chowki,Industrial Areas,10.8,34.4,74,236
29/05/2006,Maharashtra,Tarapur,Police Chowki,Industrial Areas,NA,NA,49,203
30/05/2006,Maharashtra,Tarapur,Police Chowki,Industrial Areas,5.5,NA,31,46
6/5/2006,Maharashtra,Tarapur,Police Chowki,Industrial Areas,12.7,14.9,48,86
6/6/2006,Maharashtra,Tarapur,Police Chowki,Industrial Areas,2.3,13.1,30,NA
6/12/2006,Maharashtra,Tarapur,Police Chowki,Industrial Areas,5.7,15.9,52,151
13/06/2006,Maharashtra,Tarapur,Police Chowki,Industrial Areas,34,15.1,49,90
19/06/2006,Maharashtra,Tarapur,Police Chowki,Industrial Areas,2.5,21,50,146
20/06/2006,Maharashtra,Tarapur,Police Chowki,Industrial Areas,4.5,13.8,55,108
26/06/2006,Maharashtra,Tarapur,Police Chowki,Industrial Areas,21,15.8,45,NA
25/07/2006,Maharashtra,Tarapur,Police Chowki,Industrial Areas,4,10.3,46,97
31/07/2006,Maharashtra,Tarapur,Police Chowki,Industrial Areas,22,15.3,73,113
8/1/2006,Maharashtra,Tarapur,Police Chowki,Industrial Areas,16.5,39.8,71,94
8/8/2006,Maharashtra,Tarapur,Police Chowki,Industrial Areas,9,10.5,75,NA
14/08/2006,Maharashtra,Tarapur,Police Chowki,Industrial Areas,4,14.3,64,77
15/08/2006,Maharashtra,Tarapur,Police Chowki,Industrial Areas,4,9,NA,84
21/08/2006,Maharashtra,Tarapur,Police Chowki,Industrial Areas,4,18.2,64,93
22/08/2006,Maharashtra,Tarapur,Police Chowki,Industrial Areas,4,14.3,57,96
28/08/2006,Maharashtra,Tarapur,Police Chowki,Industrial Areas,4,9,94,117
29/08/2006,Maharashtra,Tarapur,Police Chowki,Industrial Areas,NA,23.2,46,86
9/4/2006,Maharashtra,Tarapur,Police Chowki,Industrial Areas,NA,28.2,61,105
9/5/2006,Maharashtra,Tarapur,Police Chowki,Industrial Areas,50.7,14.8,52,88
9/11/2006,Maharashtra,Tarapur,Police Chowki,Industrial Areas,3.8,15.3,82,111
9/12/2006,Maharashtra,Tarapur,Police Chowki,Industrial Areas,4,20.4,56,88
18/09/2006,Maharashtra,Tarapur,Police Chowki,Industrial Areas,6.8,12.3,90,115
19/09/2006,Maharashtra,Tarapur,Police Chowki,Industrial Areas,8.3,17.3,140,175
25/09/2006,Maharashtra,Tarapur,Police Chowki,Industrial Areas,7.5,32,120,150
10/2/2006,Maharashtra,Tarapur,Police Chowki,Industrial Areas,11.8,28.3,90,120
10/3/2006,Maharashtra,Tarapur,Police Chowki,Industrial Areas,12.2,26.2,94,125
10/9/2006,Maharashtra,Tarapur,Police Chowki,Industrial Areas,12.5,35.3,81,117
10/10/2006,Maharashtra,Tarapur,Police Chowki,Industrial Areas,10.8,24.3,97,130
16/10/2006,Maharashtra,Tarapur,Police Chowki,Industrial Areas,9.2,40.2,124,148
17/10/2006,Maharashtra,Tarapur,Police Chowki,Industrial Areas,16.7,40.3,144,179
23/10/2006,Maharashtra,Tarapur,Police Chowki,Industrial Areas,22,18.1,90,189
24/10/2006,Maharashtra,Tarapur,Police Chowki,Industrial Areas,23,17.9,98,149
30/10/2006,Maharashtra,Tarapur,Police Chowki,Industrial Areas,12.3,48.3,151,181
31/10/2006,Maharashtra,Tarapur,Police Chowki,Industrial Areas,15.2,60.8,131,165
11/6/2006,Maharashtra,Tarapur,Police Chowki,Industrial Areas,29.2,48.7,102,191
11/7/2006,Maharashtra,Tarapur,Police Chowki,Industrial Areas,20.7,23.2,120,203
13/11/2006,Maharashtra,Tarapur,Police Chowki,Industrial Areas,21.8,33.8,113,148
14/11/2006,Maharashtra,Tarapur,Police Chowki,Industrial Areas,13.5,29.8,122,153
20/11/2006,Maharashtra,Tarapur,Police Chowki,Industrial Areas,15,48,97,129
21/11/2006,Maharashtra,Tarapur,Police Chowki,Industrial Areas,10.8,37.8,90,119
27/11/2006,Maharashtra,Tarapur,Police Chowki,Industrial Areas,14.2,29,117,147
28/11/2006,Maharashtra,Tarapur,Police Chowki,Industrial Areas,13.5,33.2,124,158
12/4/2006,Maharashtra,Tarapur,Police Chowki,Industrial Areas,14.8,34.5,125,165
12/5/2006,Maharashtra,Tarapur,Police Chowki,Industrial Areas,12.2,26.7,127,161
12/11/2006,Maharashtra,Tarapur,Police Chowki,Industrial Areas,10.5,32.3,102,127
12/12/2006,Maharashtra,Tarapur,Police Chowki,Industrial Areas,9.5,25,101,125
18/12/2006,Maharashtra,Tarapur,Police Chowki,Industrial Areas,12.3,34,135,171
19/12/2006,Maharashtra,Tarapur,Police Chowki,Industrial Areas,13.3,37.3,116,131
25/12/2006,Maharashtra,Tarapur,Police Chowki,Industrial Areas,10.7,34.7,126,158
26/12/2006,Maharashtra,Tarapur,Police Chowki,Industrial Areas,14.2,38.5,112,140
4/5/2006,Maharashtra,Tarapur,Sports Stadium,Industrial Areas,5,21.8,68,151
4/6/2006,Maharashtra,Tarapur,Sports Stadium,Industrial Areas,9.3,34,72,159
4/12/2006,Maharashtra,Tarapur,Sports Stadium,Industrial Areas,5.8,17.1,112,347
13/04/2006,Maharashtra,Tarapur,Sports Stadium,Industrial Areas,9,21.5,58,166
26/04/2006,Maharashtra,Tarapur,Sports Stadium,Industrial Areas,6.5,9.7,55,134
27/04/2006,Maharashtra,Tarapur,Sports Stadium,Industrial Areas,NA,NA,NA,NA
5/3/2006,Maharashtra,Tarapur,Sports Stadium,Industrial Areas,32.3,26.3,87,130
5/4/2006,Maharashtra,Tarapur,Sports Stadium,Industrial Areas,16.3,23,64,108
5/10/2006,Maharashtra,Tarapur,Sports Stadium,Industrial Areas,22.3,17.3,106,171
5/11/2006,Maharashtra,Tarapur,Sports Stadium,Industrial Areas,18.3,29.5,79,104
17/05/2006,Maharashtra,Tarapur,Sports Stadium,Industrial Areas,6,10.6,52,82
18/05/2006,Maharashtra,Tarapur,Sports Stadium,Industrial Areas,23.5,11.1,38,95
24/05/2006,Maharashtra,Tarapur,Sports Stadium,Industrial Areas,45.5,25,38,89
25/05/2006,Maharashtra,Tarapur,Sports Stadium,Industrial Areas,24.7,17.5,NA,NA
31/05/2006,Maharashtra,Tarapur,Sports Stadium,Industrial Areas,8.7,9.8,25,45
6/7/2006,Maharashtra,Tarapur,Sports Stadium,Industrial Areas,61.6,13.5,68,108
6/8/2006,Maharashtra,Tarapur,Sports Stadium,Industrial Areas,18.7,32.1,39,100
14/06/2006,Maharashtra,Tarapur,Sports Stadium,Industrial Areas,13.3,5.3,49,147
15/06/2006,Maharashtra,Tarapur,Sports Stadium,Industrial Areas,14.5,11.4,46,90
21/06/2006,Maharashtra,Tarapur,Sports Stadium,Industrial Areas,12.3,22.8,69,113
22/06/2006,Maharashtra,Tarapur,Sports Stadium,Industrial Areas,16.3,NA,79,106
26/07/2006,Maharashtra,Tarapur,Sports Stadium,Industrial Areas,66.5,16.5,86,124
27/07/2006,Maharashtra,Tarapur,Sports Stadium,Industrial Areas,15,22.8,90,122
8/2/2006,Maharashtra,Tarapur,Sports Stadium,Industrial Areas,38.5,50.3,183,NA
8/3/2006,Maharashtra,Tarapur,Sports Stadium,Industrial Areas,46.8,27.3,97,115
8/9/2006,Maharashtra,Tarapur,Sports Stadium,Industrial Areas,15.5,21,157,179
8/10/2006,Maharashtra,Tarapur,Sports Stadium,Industrial Areas,4,26,139,178
16/08/2006,Maharashtra,Tarapur,Sports Stadium,Industrial Areas,4,30,199,232
17/08/2006,Maharashtra,Tarapur,Sports Stadium,Industrial Areas,4,18.2,119,160
23/08/2006,Maharashtra,Tarapur,Sports Stadium,Industrial Areas,4,28.5,119,154
24/08/2006,Maharashtra,Tarapur,Sports Stadium,Industrial Areas,4,21.8,42,80
30/08/2006,Maharashtra,Tarapur,Sports Stadium,Industrial Areas,NA,28,63,89
31/08/2006,Maharashtra,Tarapur,Sports Stadium,Industrial Areas,NA,28.8,104,139
9/6/2006,Maharashtra,Tarapur,Sports Stadium,Industrial Areas,18.8,34.5,96,108
9/7/2006,Maharashtra,Tarapur,Sports Stadium,Industrial Areas,5.3,25.3,74,110
13/09/2006,Maharashtra,Tarapur,Sports Stadium,Industrial Areas,7.2,17.8,54,84
14/09/2006,Maharashtra,Tarapur,Sports Stadium,Industrial Areas,6.8,20.5,39,64
20/09/2006,Maharashtra,Tarapur,Sports Stadium,Industrial Areas,8.2,16.4,67,105
21/09/2006,Maharashtra,Tarapur,Sports Stadium,Industrial Areas,7.4,21,48,73
27/09/2006,Maharashtra,Tarapur,Sports Stadium,Industrial Areas,6.2,13.5,59,82
28/09/2006,Maharashtra,Tarapur,Sports Stadium,Industrial Areas,9.7,28.2,57,90
10/4/2006,Maharashtra,Tarapur,Sports Stadium,Industrial Areas,13.8,31,71,111
10/5/2006,Maharashtra,Tarapur,Sports Stadium,Industrial Areas,11.7,34.2,59,92
10/11/2006,Maharashtra,Tarapur,Sports Stadium,Industrial Areas,11.5,23.5,73,108
10/12/2006,Maharashtra,Tarapur,Sports Stadium,Industrial Areas,7.5,19.2,70,111
18/10/2006,Maharashtra,Tarapur,Sports Stadium,Industrial Areas,11.7,27,84,120
19/10/2006,Maharashtra,Tarapur,Sports Stadium,Industrial Areas,10.2,26.7,80,115
11/1/2006,Maharashtra,Tarapur,Sports Stadium,Industrial Areas,10,21,65,105
11/2/2006,Maharashtra,Tarapur,Sports Stadium,Industrial Areas,9.7,20.3,74,186
11/8/2006,Maharashtra,Tarapur,Sports Stadium,Industrial Areas,11,23,78,143
11/9/2006,Maharashtra,Tarapur,Sports Stadium,Industrial Areas,7.5,21.2,61,88
15/11/2006,Maharashtra,Tarapur,Sports Stadium,Industrial Areas,8.5,22.5,117,137
16/11/2006,Maharashtra,Tarapur,Sports Stadium,Industrial Areas,9.5,23.5,115,155
