Sampling Date,State,City/Town/Village/Area,Location of Monitoring Station,Type of Location,SO2,NO2,RSPM/PM10,SPM
22/11/2006,Maharashtra,Chandrapur,"SRO, Bapat Nagar",Residential and others,47.3,37,77,111
29/11/2006,Maharashtra,Chandrapur,"SRO, Bapat Nagar",Residential and others,41.8,42.6,131,198
12/1/2006,Maharashtra,Chandrapur,"SRO, Bapat Nagar",Residential and others,44.6,39.4,NA,NA
12/4/2006,Maharashtra,Chandrapur,"SRO, Bapat Nagar",Residential and others,34.4,37.4,153,266
12/6/2006,Maharashtra,Chandrapur,"SRO, Bapat Nagar",Residential and others,32.8,38,176,285
13/12/2006,Maharashtra,Chandrapur,"SRO, Bapat Nagar",Residential and others,38.8,42.2,314,490
16/12/2006,Maharashtra,Chandrapur,"SRO, Bapat Nagar",Residential and others,56.5,66.3,389,519
21/12/2006,Maharashtra,Chandrapur,"SRO, Bapat Nagar",Residential and others,47.6,51,126,235
1/4/2006,Maharashtra,Greater Mumbai,Dombivalli MIDC,Industrial Areas,29.7,130,116,NA
1/5/2006,Maharashtra,Greater Mumbai,Dombivalli MIDC,Industrial Areas,42.7,94.3,205,NA
1/6/2006,Maharashtra,Greater Mumbai,Dombivalli MIDC,Industrial Areas,40.5,NA,168,NA
1/7/2006,Maharashtra,Greater Mumbai,Dombivalli MIDC,Industrial Areas,71.2,NA,94,NA
1/9/2006,Maharashtra,Greater Mumbai,Dombivalli MIDC,Industrial Areas,28.2,16.2,73,NA
1/10/2006,Maharashtra,Greater Mumbai,Dombivalli MIDC,Industrial Areas,29.5,30.2,56,NA
1/11/2006,Maharashtra,Greater Mumbai,Dombivalli MIDC,Industrial Areas,66,78.7,103,NA
1/12/2006,Maharashtra,Greater Mumbai,Dombivalli MIDC,Industrial Areas,50.8,58,172,NA
16/01/2006,Maharashtra,Greater Mumbai,Dombivalli MIDC,Industrial Areas,98.2,116.5,90,NA
17/01/2006,Maharashtra,Greater Mumbai,Dombivalli MIDC,Industrial Areas,58.7,105.5,58,NA
18/01/2006,Maharashtra,Greater Mumbai,Dombivalli MIDC,Industrial Areas,52.8,44.4,142,NA
19/01/2006,Maharashtra,Greater Mumbai,Dombivalli MIDC,Industrial Areas,40.5,84.8,177,NA
23/01/2006,Maharashtra,Greater Mumbai,Dombivalli MIDC,Industrial Areas,7.8,51.8,88,NA
24/01/2006,Maharashtra,Greater Mumbai,Dombivalli MIDC,Industrial Areas,9.5,39.7,63,NA
25/01/2006,Maharashtra,Greater Mumbai,Dombivalli MIDC,Industrial Areas,16.2,26.7,65,NA
26/01/2006,Maharashtra,Greater Mumbai,Dombivalli MIDC,Industrial Areas,14.5,74,107,NA
30/01/2006,Maharashtra,Greater Mumbai,Dombivalli MIDC,Industrial Areas,9.8,40.8,107,NA
2/1/2006,Maharashtra,Greater Mumbai,Dombivalli MIDC,Industrial Areas,20.2,49.7,108,NA
2/2/2006,Maharashtra,Greater Mumbai,Dombivalli MIDC,Industrial Areas,33.5,83,122,NA
2/8/2006,Maharashtra,Greater Mumbai,Dombivalli MIDC,Industrial Areas,54.3,35.7,109,NA
15/02/2006,Maharashtra,Greater Mumbai,Dombivalli MIDC,Industrial Areas,26.5,195.5,119,NA
16/02/2006,Maharashtra,Greater Mumbai,Dombivalli MIDC,Industrial Areas,44.8,66.5,137,NA
22/02/2006,Maharashtra,Greater Mumbai,Dombivalli MIDC,Industrial Areas,71,28.2,90,NA
23/02/2006,Maharashtra,Greater Mumbai,Dombivalli MIDC,Industrial Areas,96.5,46.2,112,NA
3/1/2006,Maharashtra,Greater Mumbai,Dombivalli MIDC,Industrial Areas,30,NA,68,NA
3/2/2006,Maharashtra,Greater Mumbai,Dombivalli MIDC,Industrial Areas,13.8,53.2,67,NA
3/8/2006,Maharashtra,Greater Mumbai,Dombivalli MIDC,Industrial Areas,21.8,46,82,NA
3/9/2006,Maharashtra,Greater Mumbai,Dombivalli MIDC,Industrial Areas,8.5,53.2,76,NA
16/03/2006,Maharashtra,Greater Mumbai,Dombivalli MIDC,Industrial Areas,20.5,66,96,NA
17/03/2006,Maharashtra,Greater Mumbai,Dombivalli MIDC,Industrial Areas,41.2,166,138,NA
22/03/2006,Maharashtra,Greater Mumbai,Dombivalli MIDC,Industrial Areas,31.7,38.7,115,NA
23/03/2006,Maharashtra,Greater Mumbai,Dombivalli MIDC,Industrial Areas,18,29.5,113,NA
29/03/2006,Maharashtra,Greater Mumbai,Dombivalli MIDC,Industrial Areas,34.5,40.5,113,NA
30/03/2006,Maharashtra,Greater Mumbai,Dombivalli MIDC,Industrial Areas,8.2,38.2,117,NA
4/5/2006,Maharashtra,Greater Mumbai,Dombivalli MIDC,Industrial Areas,24.7,51.7,79,NA
4/6/2006,Maharashtra,Greater Mumbai,Dombivalli MIDC,Industrial Areas,12.7,156.3,106,NA
4/12/2006,Maharashtra,Greater Mumbai,Dombivalli MIDC,Industrial Areas,16.8,101,172,NA
13/04/2006,Maharashtra,Greater Mumbai,Dombivalli MIDC,Industrial Areas,26,26.8,92,NA
19/04/2006,Maharashtra,Greater Mumbai,Dombivalli MIDC,Industrial Areas,28.3,53.7,78,NA
20/04/2006,Maharashtra,Greater Mumbai,Dombivalli MIDC,Industrial Areas,9.2,28.7,125,NA
26/04/2006,Maharashtra,Greater Mumbai,Dombivalli MIDC,Industrial Areas,9.2,88.2,74,NA
27/04/2006,Maharashtra,Greater Mumbai,Dombivalli MIDC,Industrial Areas,8,43,90,NA
5/3/2006,Maharashtra,Greater Mumbai,Dombivalli MIDC,Industrial Areas,26.2,24.7,100,NA
5/4/2006,Maharashtra,Greater Mumbai,Dombivalli MIDC,Industrial Areas,18,26,99,NA
5/10/2006,Maharashtra,Greater Mumbai,Dombivalli MIDC,Industrial Areas,6.8,19.3,76,NA
5/11/2006,Maharashtra,Greater Mumbai,Dombivalli MIDC,Industrial Areas,6.3,16.8,55,NA
17/05/2006,Maharashtra,Greater Mumbai,Dombivalli MIDC,Industrial Areas,8.8,35.9,132,NA
18/05/2006,Maharashtra,Greater Mumbai,Dombivalli MIDC,Industrial Areas,21.5,14.3,72,NA
24/05/2006,Maharashtra,Greater Mumbai,Dombivalli MIDC,Industrial Areas,NA,39.8,76,NA
25/05/2006,Maharashtra,Greater Mumbai,Dombivalli MIDC,Industrial Areas,7.8,25,71,NA
6/1/2006,Maharashtra,Greater Mumbai,Dombivalli MIDC,Industrial Areas,79.2,37.7,47,NA
6/2/2006,Maharashtra,Greater Mumbai,Dombivalli MIDC,Industrial Areas,108.5,47,43,NA
6/7/2006,Maharashtra,Greater Mumbai,Dombivalli MIDC,Industrial Areas,15.3,43.5,69,NA
6/8/2006,Maharashtra,Greater Mumbai,Dombivalli MIDC,Industrial Areas,26.8,28.7,62,NA
14/06/2006,Maharashtra,Greater Mumbai,Dombivalli MIDC,Industrial Areas,5,39.8,71,NA
15/06/2006,Maharashtra,Greater Mumbai,Dombivalli MIDC,Industrial Areas,35,22.8,40,NA
21/06/2006,Maharashtra,Greater Mumbai,Dombivalli MIDC,Industrial Areas,42,79.5,52,NA
22/06/2006,Maharashtra,Greater Mumbai,Dombivalli MIDC,Industrial Areas,3.3,19,33,NA
28/06/2006,Maharashtra,Greater Mumbai,Dombivalli MIDC,Industrial Areas,61.2,61.2,67,NA
7/6/2006,Maharashtra,Greater Mumbai,Dombivalli MIDC,Industrial Areas,11.3,10.7,58,NA
7/12/2006,Maharashtra,Greater Mumbai,Dombivalli MIDC,Industrial Areas,6.5,49.8,56,NA
13/07/2006,Maharashtra,Greater Mumbai,Dombivalli MIDC,Industrial Areas,4,42.8,64,NA
19/07/2006,Maharashtra,Greater Mumbai,Dombivalli MIDC,Industrial Areas,77.2,9.3,72,NA
20/07/2006,Maharashtra,Greater Mumbai,Dombivalli MIDC,Industrial Areas,51.3,61.5,59,NA
26/07/2006,Maharashtra,Greater Mumbai,Dombivalli MIDC,Industrial Areas,4,9,44,NA
27/07/2006,Maharashtra,Greater Mumbai,Dombivalli MIDC,Industrial Areas,5.5,10,49,NA
8/2/2006,Maharashtra,Greater Mumbai,Dombivalli MIDC,Industrial Areas,7.5,29.7,72,NA
8/5/2006,Maharashtra,Greater Mumbai,Dombivalli MIDC,Industrial Areas,8.8,61.8,69,NA
8/9/2006,Maharashtra,Greater Mumbai,Dombivalli MIDC,Industrial Areas,6.3,18.8,93,NA
8/10/2006,Maharashtra,Greater Mumbai,Dombivalli MIDC,Industrial Areas,6.2,19.8,57,NA
16/08/2006,Maharashtra,Greater Mumbai,Dombivalli MIDC,Industrial Areas,8.3,33.5,74,NA
17/08/2006,Maharashtra,Greater Mumbai,Dombivalli MIDC,Industrial Areas,6.8,22,68,NA
23/08/2006,Maharashtra,Greater Mumbai,Dombivalli MIDC,Industrial Areas,11,41.3,39,NA
24/08/2006,Maharashtra,Greater Mumbai,Dombivalli MIDC,Industrial Areas,8.3,41.5,46,NA
30/08/2006,Maharashtra,Greater Mumbai,Dombivalli MIDC,Industrial Areas,10.2,28.8,50,NA
9/1/2006,Maharashtra,Greater Mumbai,Dombivalli MIDC,Industrial Areas,NA,NA,51,107
9/7/2006,Maharashtra,Greater Mumbai,Dombivalli MIDC,Industrial Areas,7.5,34,209,NA
9/8/2006,Maharashtra,Greater Mumbai,Dombivalli MIDC,Industrial Areas,9.3,74.8,144,NA
13/09/2006,Maharashtra,Greater Mumbai,Dombivalli MIDC,Industrial Areas,5.3,19.2,191,NA
14/09/2006,Maharashtra,Greater Mumbai,Dombivalli MIDC,Industrial Areas,8,42.3,157,NA
20/09/2006,Maharashtra,Greater Mumbai,Dombivalli MIDC,Industrial Areas,8,48,129,NA
21/09/2006,Maharashtra,Greater Mumbai,Dombivalli MIDC,Industrial Areas,8.5,53.7,136,NA
27/09/2006,Maharashtra,Greater Mumbai,Dombivalli MIDC,Industrial Areas,81.2,61.5,109,NA
28/09/2006,Maharashtra,Greater Mumbai,Dombivalli MIDC,Industrial Areas,11.5,42.7,97,NA
10/4/2006,Maharashtra,Greater Mumbai,Dombivalli MIDC,Industrial Areas,10.7,43,137,NA
10/5/2006,Maharashtra,Greater Mumbai,Dombivalli MIDC,Industrial Areas,12.2,28.7,113,NA
10/11/2006,Maharashtra,Greater Mumbai,Dombivalli MIDC,Industrial Areas,12.7,46.5,175,NA
10/12/2006,Maharashtra,Greater Mumbai,Dombivalli MIDC,Industrial Areas,10,21.3,189,NA
18/10/2006,Maharashtra,Greater Mumbai,Dombivalli MIDC,Industrial Areas,9.8,28.8,199,NA
19/10/2006,Maharashtra,Greater Mumbai,Dombivalli MIDC,Industrial Areas,12,28.3,157,NA
11/1/2006,Maharashtra,Greater Mumbai,Dombivalli MIDC,Industrial Areas,56.2,39.7,118,NA
11/2/2006,Maharashtra,Greater Mumbai,Dombivalli MIDC,Industrial Areas,66.5,35.5,207,NA
11/8/2006,Maharashtra,Greater Mumbai,Dombivalli MIDC,Industrial Areas,8.7,29.5,130,NA
11/9/2006,Maharashtra,Greater Mumbai,Dombivalli MIDC,Industrial Areas,7.3,22.3,145,NA
15/11/2006,Maharashtra,Greater Mumbai,Dombivalli MIDC,Industrial Areas,53.7,29,163,NA
16/11/2006,Maharashtra,Greater Mumbai,Dombivalli MIDC,Industrial Areas,38.7,30.2,215,NA
22/11/2006,Maharashtra,Greater Mumbai,Dombivalli MIDC,Industrial Areas,32.7,33.8,144,NA
23/11/2006,Maharashtra,Greater Mumbai,Dombivalli MIDC,Industrial Areas,16.7,27.5,131,NA
12/6/2006,Maharashtra,Greater Mumbai,Dombivalli MIDC,Industrial Areas,16.8,37,NA,NA
12/7/2006,Maharashtra,Greater Mumbai,Dombivalli MIDC,Industrial Areas,42.3,39.5,NA,NA
13/12/2006,Maharashtra,Greater Mumbai,Dombivalli MIDC,Industrial Areas,18.2,36.3,NA,NA
14/12/2006,Maharashtra,Greater Mumbai,Dombivalli MIDC,Industrial Areas,17.5,35.8,NA,NA
20/12/2006,Maharashtra,Greater Mumbai,Dombivalli MIDC,Industrial Areas,19,53.5,NA,NA
21/12/2006,Maharashtra,Greater Mumbai,Dombivalli MIDC,Industrial Areas,15.8,40.8,NA,NA
27/12/2006,Maharashtra,Greater Mumbai,Dombivalli MIDC,Industrial Areas,20.2,61,NA,NA
28/12/2006,Maharashtra,Greater Mumbai,Dombivalli MIDC,Industrial Areas,18.8,39.2,NA,NA
1/6/2006,Maharashtra,Greater Mumbai,Municipal Council,Industrial Areas,40.5,NA,168,NA
1/7/2006,Maharashtra,Greater Mumbai,Municipal Council,Industrial Areas,83,NA,94,NA
1/9/2006,Maharashtra,Greater Mumbai,Municipal Council,Industrial Areas,28.2,16.2,73,NA
1/10/2006,Maharashtra,Greater Mumbai,Municipal Council,Industrial Areas,29.5,30.2,56,NA
16/01/2006,Maharashtra,Greater Mumbai,Municipal Council,Industrial Areas,98.2,116.5,90,NA
17/01/2006,Maharashtra,Greater Mumbai,Municipal Council,Industrial Areas,58.7,105.5,58,NA
23/01/2006,Maharashtra,Greater Mumbai,Municipal Council,Industrial Areas,9.5,51.8,88,NA
24/01/2006,Maharashtra,Greater Mumbai,Municipal Council,Industrial Areas,9.5,39.7,63,NA
30/01/2006,Maharashtra,Greater Mumbai,Municipal Council,Industrial Areas,9.8,40.8,107,NA
2/6/2006,Maharashtra,Greater Mumbai,Municipal Council,Industrial Areas,20,112.2,102,NA
2/7/2006,Maharashtra,Greater Mumbai,Municipal Council,Industrial Areas,12.7,80,97,NA
13/02/2006,Maharashtra,Greater Mumbai,Municipal Council,Industrial Areas,26.8,121.2,101,NA
14/02/2006,Maharashtra,Greater Mumbai,Municipal Council,Industrial Areas,50,NA,132,NA
20/02/2006,Maharashtra,Greater Mumbai,Municipal Council,Industrial Areas,23.2,112.3,97,NA
21/02/2006,Maharashtra,Greater Mumbai,Municipal Council,Industrial Areas,51.8,134.5,154,NA
27/02/2006,Maharashtra,Greater Mumbai,Municipal Council,Industrial Areas,15.8,77.2,101,NA
3/6/2006,Maharashtra,Greater Mumbai,Municipal Council,Industrial Areas,15,61.5,94,NA
3/7/2006,Maharashtra,Greater Mumbai,Municipal Council,Industrial Areas,39.5,73.5,82,NA
13/03/2006,Maharashtra,Greater Mumbai,Municipal Council,Industrial Areas,10.3,81.2,69,NA
14/03/2006,Maharashtra,Greater Mumbai,Municipal Council,Industrial Areas,7,9,80,NA
20/03/2006,Maharashtra,Greater Mumbai,Municipal Council,Industrial Areas,14.2,106.5,109,NA
21/03/2006,Maharashtra,Greater Mumbai,Municipal Council,Industrial Areas,8,58.8,71,NA
27/03/2006,Maharashtra,Greater Mumbai,Municipal Council,Industrial Areas,9.8,67.8,82,NA
28/03/2006,Maharashtra,Greater Mumbai,Municipal Council,Industrial Areas,4,41,50,NA
4/3/2006,Maharashtra,Greater Mumbai,Municipal Council,Industrial Areas,13.2,46.2,95,NA
4/4/2006,Maharashtra,Greater Mumbai,Municipal Council,Industrial Areas,11,60,95,NA
4/10/2006,Maharashtra,Greater Mumbai,Municipal Council,Industrial Areas,19,57.2,96,NA
17/04/2006,Maharashtra,Greater Mumbai,Municipal Council,Industrial Areas,6.5,42,104,NA
18/04/2006,Maharashtra,Greater Mumbai,Municipal Council,Industrial Areas,30.7,46,81,NA
24/04/2006,Maharashtra,Greater Mumbai,Municipal Council,Industrial Areas,17.8,51,83,NA
25/04/2006,Maharashtra,Greater Mumbai,Municipal Council,Industrial Areas,54.5,40,100,NA
5/2/2006,Maharashtra,Greater Mumbai,Municipal Council,Industrial Areas,26.7,NA,109,NA
5/8/2006,Maharashtra,Greater Mumbai,Municipal Council,Industrial Areas,24.7,61.3,133,NA
5/9/2006,Maharashtra,Greater Mumbai,Municipal Council,Industrial Areas,12.2,47.3,47,NA
15/05/2006,Maharashtra,Greater Mumbai,Municipal Council,Industrial Areas,8.5,45,84,NA
16/05/2006,Maharashtra,Greater Mumbai,Municipal Council,Industrial Areas,4.3,47.8,63,NA
22/05/2006,Maharashtra,Greater Mumbai,Municipal Council,Industrial Areas,4.3,32.8,58,NA
23/05/2006,Maharashtra,Greater Mumbai,Municipal Council,Industrial Areas,11.5,32.3,53,NA
6/5/2006,Maharashtra,Greater Mumbai,Municipal Council,Industrial Areas,4.7,52.5,156,NA
6/6/2006,Maharashtra,Greater Mumbai,Municipal Council,Industrial Areas,4.5,43.3,45,NA
6/12/2006,Maharashtra,Greater Mumbai,Municipal Council,Industrial Areas,15.3,58.2,115,NA
13/06/2006,Maharashtra,Greater Mumbai,Municipal Council,Industrial Areas,6.7,42,36,NA
19/06/2006,Maharashtra,Greater Mumbai,Municipal Council,Industrial Areas,33.8,98.3,71,NA
20/06/2006,Maharashtra,Greater Mumbai,Municipal Council,Industrial Areas,12.2,23.6,39,NA
26/06/2006,Maharashtra,Greater Mumbai,Municipal Council,Industrial Areas,14.2,29.2,73,NA
27/06/2006,Maharashtra,Greater Mumbai,Municipal Council,Industrial Areas,35.3,12,44,NA
29/06/2006,Maharashtra,Greater Mumbai,Municipal Council,Industrial Areas,51.7,77.3,54,NA
7/10/2006,Maharashtra,Greater Mumbai,Municipal Council,Industrial Areas,20.8,10,165,NA
7/11/2006,Maharashtra,Greater Mumbai,Municipal Council,Industrial Areas,12.2,11.5,58,NA
17/07/2006,Maharashtra,Greater Mumbai,Municipal Council,Industrial Areas,183,63.3,84,NA
18/07/2006,Maharashtra,Greater Mumbai,Municipal Council,Industrial Areas,152.3,39.7,59,NA
24/07/2006,Maharashtra,Greater Mumbai,Municipal Council,Industrial Areas,36.7,40.2,86,NA
25/07/2006,Maharashtra,Greater Mumbai,Municipal Council,Industrial Areas,4,39.8,78,NA
8/1/2006,Maharashtra,Greater Mumbai,Municipal Council,Industrial Areas,5.8,20.3,57,NA
8/11/2006,Maharashtra,Greater Mumbai,Municipal Council,Industrial Areas,5.7,27,77,NA
8/12/2006,Maharashtra,Greater Mumbai,Municipal Council,Industrial Areas,6.7,25.2,69,NA
14/08/2006,Maharashtra,Greater Mumbai,Municipal Council,Industrial Areas,6.8,43.8,58,NA
22/08/2006,Maharashtra,Greater Mumbai,Municipal Council,Industrial Areas,10.3,52.2,57,NA
28/08/2006,Maharashtra,Greater Mumbai,Municipal Council,Industrial Areas,8.7,34.5,50,NA
29/08/2006,Maharashtra,Greater Mumbai,Municipal Council,Industrial Areas,10.7,52.8,33,NA
9/4/2006,Maharashtra,Greater Mumbai,Municipal Council,Industrial Areas,5.2,75.7,69,NA
9/5/2006,Maharashtra,Greater Mumbai,Municipal Council,Industrial Areas,5.2,135.5,33,NA
9/11/2006,Maharashtra,Greater Mumbai,Municipal Council,Industrial Areas,5.7,67.3,56,NA
9/12/2006,Maharashtra,Greater Mumbai,Municipal Council,Industrial Areas,5.2,40.3,47,NA
18/09/2006,Maharashtra,Greater Mumbai,Municipal Council,Industrial Areas,6.5,112.8,41,NA
19/09/2006,Maharashtra,Greater Mumbai,Municipal Council,Industrial Areas,5.7,87.8,41,NA
25/09/2006,Maharashtra,Greater Mumbai,Municipal Council,Industrial Areas,6.8,86.5,58,NA
26/09/2006,Maharashtra,Greater Mumbai,Municipal Council,Industrial Areas,68.3,60.5,42,NA
10/3/2006,Maharashtra,Greater Mumbai,Municipal Council,Industrial Areas,7.5,29,57,NA
10/9/2006,Maharashtra,Greater Mumbai,Municipal Council,Industrial Areas,11.7,37.3,73,NA
10/10/2006,Maharashtra,Greater Mumbai,Municipal Council,Industrial Areas,10.5,65.5,68,NA
16/10/2006,Maharashtra,Greater Mumbai,Municipal Council,Industrial Areas,13.5,51.3,79,NA
17/10/2006,Maharashtra,Greater Mumbai,Municipal Council,Industrial Areas,12.7,43.8,52,NA
11/7/2006,Maharashtra,Greater Mumbai,Municipal Council,Industrial Areas,9.5,33.5,57,NA
11/11/2006,Maharashtra,Greater Mumbai,Municipal Council,Industrial Areas,11,31.2,135,NA
13/11/2006,Maharashtra,Greater Mumbai,Municipal Council,Industrial Areas,40.5,29.7,79,NA
14/11/2006,Maharashtra,Greater Mumbai,Municipal Council,Industrial Areas,9.8,29.2,43,NA
20/11/2006,Maharashtra,Greater Mumbai,Municipal Council,Industrial Areas,47,20.2,56,NA
21/11/2006,Maharashtra,Greater Mumbai,Municipal Council,Industrial Areas,26,44.2,75,NA
27/11/2006,Maharashtra,Greater Mumbai,Municipal Council,Industrial Areas,19.2,69.8,89,NA
28/11/2006,Maharashtra,Greater Mumbai,Municipal Council,Industrial Areas,36,32.5,67,NA
12/4/2006,Maharashtra,Greater Mumbai,Municipal Council,Industrial Areas,32.5,41.7,NA,NA
12/5/2006,Maharashtra,Greater Mumbai,Municipal Council,Industrial Areas,14.8,34.2,NA,NA
12/11/2006,Maharashtra,Greater Mumbai,Municipal Council,Industrial Areas,12.3,44.2,NA,NA
12/12/2006,Maharashtra,Greater Mumbai,Municipal Council,Industrial Areas,12.5,28.8,NA,NA
19/12/2006,Maharashtra,Greater Mumbai,Municipal Council,Industrial Areas,17,36.8,NA,NA
22/12/2006,Maharashtra,Greater Mumbai,Municipal Council,Industrial Areas,13,34.3,NA,NA
25/12/2006,Maharashtra,Greater Mumbai,Municipal Council,Industrial Areas,10,20.7,NA,NA
26/12/2006,Maharashtra,Greater Mumbai,Municipal Council,Industrial Areas,17.3,34.5,NA,NA
11/7/2006,Maharashtra,Greater Mumbai,M/S Chemiequip Ltd,Residential and others,9.5,33.5,57,NA
11/11/2006,Maharashtra,Greater Mumbai,M/S Chemiequip Ltd,Residential and others,11,31.2,135,NA
13/11/2006,Maharashtra,Greater Mumbai,M/S Chemiequip Ltd,Residential and others,27.6,29.7,79,NA
14/11/2006,Maharashtra,Greater Mumbai,M/S Chemiequip Ltd,Residential and others,9.8,29.2,43,NA
20/11/2006,Maharashtra,Greater Mumbai,M/S Chemiequip Ltd,Residential and others,47,20.2,56,NA
21/11/2006,Maharashtra,Greater Mumbai,M/S Chemiequip Ltd,Residential and others,26,44.2,75,NA
27/11/2006,Maharashtra,Greater Mumbai,M/S Chemiequip Ltd,Residential and others,19.2,69.8,91,NA
28/11/2006,Maharashtra,Greater Mumbai,M/S Chemiequip Ltd,Residential and others,36,44.2,67,NA
1/4/2006,Maharashtra,Kolhapur,Mahadwar Road,Residential and others,9.7,31.7,NA,NA
1/7/2006,Maharashtra,Kolhapur,Mahadwar Road,Residential and others,7.5,34.5,NA,NA
1/11/2006,Maharashtra,Kolhapur,Mahadwar Road,Residential and others,11.2,34.8,NA,NA
14/01/2006,Maharashtra,Kolhapur,Mahadwar Road,Residential and others,8,36.8,NA,NA
18/01/2006,Maharashtra,Kolhapur,Mahadwar Road,Residential and others,9.3,30.8,NA,NA
21/01/2006,Maharashtra,Kolhapur,Mahadwar Road,Residential and others,8.8,27.7,NA,NA
25/01/2006,Maharashtra,Kolhapur,Mahadwar Road,Residential and others,9.8,33.8,NA,NA
28/01/2006,Maharashtra,Kolhapur,Mahadwar Road,Residential and others,8.8,32.5,NA,NA
2/1/2006,Maharashtra,Kolhapur,Mahadwar Road,Residential and others,11.2,36.2,NA,NA
2/4/2006,Maharashtra,Kolhapur,Mahadwar Road,Residential and others,11.2,35.3,NA,NA
2/8/2006,Maharashtra,Kolhapur,Mahadwar Road,Residential and others,11,33.3,NA,NA
2/11/2006,Maharashtra,Kolhapur,Mahadwar Road,Residential and others,10.8,34.5,NA,NA
15/02/2006,Maharashtra,Kolhapur,Mahadwar Road,Residential and others,10,34.5,NA,NA
18/02/2006,Maharashtra,Kolhapur,Mahadwar Road,Residential and others,11.7,34.8,NA,NA
22/02/2006,Maharashtra,Kolhapur,Mahadwar Road,Residential and others,9.5,35.7,NA,NA
25/02/2006,Maharashtra,Kolhapur,Mahadwar Road,Residential and others,10,34.7,NA,NA
3/1/2006,Maharashtra,Kolhapur,Mahadwar Road,Residential and others,10.8,34,NA,NA
3/4/2006,Maharashtra,Kolhapur,Mahadwar Road,Residential and others,11.5,32.3,NA,NA
3/8/2006,Maharashtra,Kolhapur,Mahadwar Road,Residential and others,11.3,36.7,NA,NA
3/11/2006,Maharashtra,Kolhapur,Mahadwar Road,Residential and others,10,34.5,NA,NA
15/03/2006,Maharashtra,Kolhapur,Mahadwar Road,Residential and others,9.5,41.5,NA,NA
18/03/2006,Maharashtra,Kolhapur,Mahadwar Road,Residential and others,11,37.8,NA,NA
22/03/2006,Maharashtra,Kolhapur,Mahadwar Road,Residential and others,11.5,42.8,NA,NA
25/03/2006,Maharashtra,Kolhapur,Mahadwar Road,Residential and others,12.7,44,NA,NA
29/03/2006,Maharashtra,Kolhapur,Mahadwar Road,Residential and others,13.3,38.3,NA,NA
4/5/2006,Maharashtra,Kolhapur,Mahadwar Road,Residential and others,11.5,39.5,NA,NA
4/8/2006,Maharashtra,Kolhapur,Mahadwar Road,Residential and others,11.3,39.5,NA,NA
4/12/2006,Maharashtra,Kolhapur,Mahadwar Road,Residential and others,11,36.5,NA,NA
15/04/2006,Maharashtra,Kolhapur,Mahadwar Road,Residential and others,10.7,37.3,NA,NA
19/04/2006,Maharashtra,Kolhapur,Mahadwar Road,Residential and others,15,34.6,NA,NA
22/04/2006,Maharashtra,Kolhapur,Mahadwar Road,Residential and others,11.8,35.8,NA,NA
26/04/2006,Maharashtra,Kolhapur,Mahadwar Road,Residential and others,13.2,36,NA,NA
29/04/2006,Maharashtra,Kolhapur,Mahadwar Road,Residential and others,11.5,40.2,NA,NA
5/3/2006,Maharashtra,Kolhapur,Mahadwar Road,Residential and others,10.2,28.7,NA,NA
5/6/2006,Maharashtra,Kolhapur,Mahadwar Road,Residential and others,11.2,30.2,NA,NA
5/10/2006,Maharashtra,Kolhapur,Mahadwar Road,Residential and others,15.3,41.3,NA,NA
13/05/2006,Maharashtra,Kolhapur,Mahadwar Road,Residential and others,11,28.5,NA,NA
17/05/2006,Maharashtra,Kolhapur,Mahadwar Road,Residential and others,10.3,27.5,NA,NA
20/05/2006,Maharashtra,Kolhapur,Mahadwar Road,Residential and others,8.7,27.8,NA,NA
24/05/2006,Maharashtra,Kolhapur,Mahadwar Road,Residential and others,9.3,27.2,NA,NA
27/05/2006,Maharashtra,Kolhapur,Mahadwar Road,Residential and others,8.7,29.2,NA,NA
31/05/2006,Maharashtra,Kolhapur,Mahadwar Road,Residential and others,8.2,24.7,NA,NA
6/3/2006,Maharashtra,Kolhapur,Mahadwar Road,Residential and others,7,18,NA,NA
6/7/2006,Maharashtra,Kolhapur,Mahadwar Road,Residential and others,7,23.2,NA,NA
6/10/2006,Maharashtra,Kolhapur,Mahadwar Road,Residential and others,7.8,26,NA,NA
14/06/2006,Maharashtra,Kolhapur,Mahadwar Road,Residential and others,8.3,25.5,NA,NA
17/06/2006,Maharashtra,Kolhapur,Mahadwar Road,Residential and others,8.2,24.3,NA,NA
21/06/2006,Maharashtra,Kolhapur,Mahadwar Road,Residential and others,8.3,25.5,NA,NA
24/06/2006,Maharashtra,Kolhapur,Mahadwar Road,Residential and others,7.2,26.3,NA,NA
28/06/2006,Maharashtra,Kolhapur,Mahadwar Road,Residential and others,7,24.5,NA,NA
7/1/2006,Maharashtra,Kolhapur,Mahadwar Road,Residential and others,5.3,22.3,NA,NA
7/5/2006,Maharashtra,Kolhapur,Mahadwar Road,Residential and others,6.3,21.5,NA,NA
7/8/2006,Maharashtra,Kolhapur,Mahadwar Road,Residential and others,6.8,23.7,NA,NA
7/12/2006,Maharashtra,Kolhapur,Mahadwar Road,Residential and others,7.3,22.2,NA,NA
15/07/2006,Maharashtra,Kolhapur,Mahadwar Road,Residential and others,8.3,21.3,NA,NA
19/07/2006,Maharashtra,Kolhapur,Mahadwar Road,Residential and others,8,16.5,NA,NA
22/07/2006,Maharashtra,Kolhapur,Mahadwar Road,Residential and others,7.5,16,NA,NA
