Sampling Date,State,City/Town/Village/Area,Location of Monitoring Station,Type of Location,SO2,NO2,RSPM/PM10,SPM
22/7/2008,Maharashtra,Nagpur,Govt. Poly. College,Residential and others,8.8,30.5,66,88
8/1/2008,Maharashtra,Nagpur,Govt. Poly. College,Residential and others,9,30.2,94,119
8/6/2008,Maharashtra,Nagpur,Govt. Poly. College,Residential and others,9,29.2,118,144
8/11/2008,Maharashtra,Nagpur,Govt. Poly. College,Residential and others,8,23.3,108,141
8/12/2008,Maharashtra,Nagpur,Govt. Poly. College,Residential and others,9.2,31.2,81,107
18/8/2008,Maharashtra,Nagpur,Govt. Poly. College,Residential and others,9.3,31.7,115,138
19/8/2008,Maharashtra,Nagpur,Govt. Poly. College,Residential and others,7.4,20.6,100,122
23/8/2008,Maharashtra,Nagpur,Govt. Poly. College,Residential and others,9.7,41,102,126
25/8/2008,Maharashtra,Nagpur,Govt. Poly. College,Residential and others,8.8,34.2,26,51
9/2/2008,Maharashtra,Nagpur,Govt. Poly. College,Residential and others,8.3,28.3,88,110
9/3/2008,Maharashtra,Nagpur,Govt. Poly. College,Residential and others,8.2,26.2,92,115
9/9/2008,Maharashtra,Nagpur,Govt. Poly. College,Residential and others,8.5,33.3,101,130
9/10/2008,Maharashtra,Nagpur,Govt. Poly. College,Residential and others,8.5,26.2,73,97
15/9/2008,Maharashtra,Nagpur,Govt. Poly. College,Residential and others,8.5,28.5,71,98
16/9/2008,Maharashtra,Nagpur,Govt. Poly. College,Residential and others,8.2,24.8,76,102
22/9/2008,Maharashtra,Nagpur,Govt. Poly. College,Residential and others,9.8,35.8,88,115
23/9/2008,Maharashtra,Nagpur,Govt. Poly. College,Residential and others,9,31.3,51,72
10/1/2008,Maharashtra,Nagpur,Govt. Poly. College,Residential and others,9,37.5,78,97
10/2/2008,Maharashtra,Nagpur,Govt. Poly. College,Residential and others,9.3,36.8,64,87
10/6/2008,Maharashtra,Nagpur,Govt. Poly. College,Residential and others,8.5,30.5,124,147
13/10/2008,Maharashtra,Nagpur,Govt. Poly. College,Residential and others,8.5,27.2,99,125
16/10/2008,Maharashtra,Nagpur,Govt. Poly. College,Residential and others,9,36.6,77,102
22/10/2008,Maharashtra,Nagpur,Govt. Poly. College,Residential and others,8.5,32.3,138,183
16/12/2008,Maharashtra,Nagpur,Govt. Poly. College,Residential and others,9.5,47.8,111,136
17/12/2008,Maharashtra,Nagpur,Govt. Poly. College,Residential and others,8.8,39,102,137
19/12/2008,Maharashtra,Nagpur,Govt. Poly. College,Residential and others,9.2,30.7,163,197
24/12/2008,Maharashtra,Nagpur,Govt. Poly. College,Residential and others,11.2,46.8,94,120
25/12/2008,Maharashtra,Nagpur,Govt. Poly. College,Residential and others,9,38.2,134,161
29/12/2008,Maharashtra,Nagpur,Govt. Poly. College,Residential and others,9.3,40,120,147
30/12/2008,Maharashtra,Nagpur,Govt. Poly. College,Residential and others,8.8,35,132,160
1/1/2008,Maharashtra,Nagpur,Institution of Eng.,Residential and others,9.5,23.8,126,203
1/3/2008,Maharashtra,Nagpur,Institution of Eng.,Residential and others,10.2,30.8,244,386
1/12/2008,Maharashtra,Nagpur,Institution of Eng.,Residential and others,8.7,28.2,160,252
16/1/2008,Maharashtra,Nagpur,Institution of Eng.,Residential and others,10.3,35,218,316
17/1/2008,Maharashtra,Nagpur,Institution of Eng.,Residential and others,11.2,32.3,275,335
22/1/2008,Maharashtra,Nagpur,Institution of Eng.,Residential and others,9.2,24.8,109,154
24/1/2008,Maharashtra,Nagpur,Institution of Eng.,Residential and others,8.2,18.8,119,168
30/1/2008,Maharashtra,Nagpur,Institution of Eng.,Residential and others,10.2,26,100,134
31/1/2008,Maharashtra,Nagpur,Institution of Eng.,Residential and others,9.5,30.5,136,205
2/5/2008,Maharashtra,Nagpur,Institution of Eng.,Residential and others,8.8,24.2,123,188
2/6/2008,Maharashtra,Nagpur,Institution of Eng.,Residential and others,8.8,21.8,153,235
15/2/2008,Maharashtra,Nagpur,Institution of Eng.,Residential and others,10.2,27.7,175,262
16/2/2008,Maharashtra,Nagpur,Institution of Eng.,Residential and others,9,24.3,117,164
20/2/2008,Maharashtra,Nagpur,Institution of Eng.,Residential and others,12.2,31.2,188,226
21/2/2008,Maharashtra,Nagpur,Institution of Eng.,Residential and others,11.5,40.3,206,277
26/2/2008,Maharashtra,Nagpur,Institution of Eng.,Residential and others,10.8,32,195,252
27/2/2008,Maharashtra,Nagpur,Institution of Eng.,Residential and others,10.2,32.4,210,292
3/5/2008,Maharashtra,Nagpur,Institution of Eng.,Residential and others,11.3,34.5,180,233
3/6/2008,Maharashtra,Nagpur,Institution of Eng.,Residential and others,10.5,27.5,157,210
3/12/2008,Maharashtra,Nagpur,Institution of Eng.,Residential and others,10,34.3,135,189
18/3/2008,Maharashtra,Nagpur,Institution of Eng.,Residential and others,9.8,22.8,94,132
24/3/2008,Maharashtra,Nagpur,Institution of Eng.,Residential and others,11,28.3,85,110
29/3/2008,Maharashtra,Nagpur,Institution of Eng.,Residential and others,9.4,21.8,64,100
30/3/2008,Maharashtra,Nagpur,Institution of Eng.,Residential and others,9,21.3,109,193
4/1/2008,Maharashtra,Nagpur,Institution of Eng.,Residential and others,8.6,23,126,163
4/3/2008,Maharashtra,Nagpur,Institution of Eng.,Residential and others,10,22.5,146,185
4/9/2008,Maharashtra,Nagpur,Institution of Eng.,Residential and others,10.5,31,101,129
4/10/2008,Maharashtra,Nagpur,Institution of Eng.,Residential and others,11.6,48.6,129,171
17/4/2008,Maharashtra,Nagpur,Institution of Eng.,Residential and others,11.6,49.6,122,152
18/4/2008,Maharashtra,Nagpur,Institution of Eng.,Residential and others,NA,NA,142,182
22/4/2008,Maharashtra,Nagpur,Institution of Eng.,Residential and others,10.8,29.8,104,130
26/4/2008,Maharashtra,Nagpur,Institution of Eng.,Residential and others,9.5,26.8,107,142
5/4/2008,Maharashtra,Nagpur,Institution of Eng.,Residential and others,8.8,24.4,141,179
5/8/2008,Maharashtra,Nagpur,Institution of Eng.,Residential and others,7.7,22,82,110
5/10/2008,Maharashtra,Nagpur,Institution of Eng.,Residential and others,8,23.7,127,170
14/5/2008,Maharashtra,Nagpur,Institution of Eng.,Residential and others,8.4,23.4,96,127
19/5/2008,Maharashtra,Nagpur,Institution of Eng.,Residential and others,8.5,22.3,91,117
22/5/2008,Maharashtra,Nagpur,Institution of Eng.,Residential and others,8,23.2,100,137
25/5/2008,Maharashtra,Nagpur,Institution of Eng.,Residential and others,8.2,21.8,155,210
26/5/2008,Maharashtra,Nagpur,Institution of Eng.,Residential and others,8.7,24.8,156,204
6/4/2008,Maharashtra,Nagpur,Institution of Eng.,Residential and others,NA,NA,NA,NA
6/5/2008,Maharashtra,Nagpur,Institution of Eng.,Residential and others,8.5,30,58,100
13/6/2008,Maharashtra,Nagpur,Institution of Eng.,Residential and others,9.6,27.4,42,65
15/6/2008,Maharashtra,Nagpur,Institution of Eng.,Residential and others,8.2,26.4,122,152
17/6/2008,Maharashtra,Nagpur,Institution of Eng.,Residential and others,11,39.5,217,263
19/6/2008,Maharashtra,Nagpur,Institution of Eng.,Residential and others,9,32.7,238,287
25/6/2008,Maharashtra,Nagpur,Institution of Eng.,Residential and others,9.5,44.3,75,105
26/6/2008,Maharashtra,Nagpur,Institution of Eng.,Residential and others,8.8,38.3,92,116
7/1/2008,Maharashtra,Nagpur,Institution of Eng.,Residential and others,8.5,27,96,118
7/5/2008,Maharashtra,Nagpur,Institution of Eng.,Residential and others,8.5,28.5,87,109
7/9/2008,Maharashtra,Nagpur,Institution of Eng.,Residential and others,8.5,27.3,81,111
7/10/2008,Maharashtra,Nagpur,Institution of Eng.,Residential and others,9.4,31,68,92
16/7/2008,Maharashtra,Nagpur,Institution of Eng.,Residential and others,8.4,29.4,65,90
19/7/2008,Maharashtra,Nagpur,Institution of Eng.,Residential and others,8.7,25.2,114,144
24/7/2008,Maharashtra,Nagpur,Institution of Eng.,Residential and others,8,24,53,76
27/7/2008,Maharashtra,Nagpur,Institution of Eng.,Residential and others,8.8,28.5,104,130
8/2/2008,Maharashtra,Nagpur,Institution of Eng.,Residential and others,8.5,26,92,117
8/7/2008,Maharashtra,Nagpur,Institution of Eng.,Residential and others,9.2,31.2,99,126
14/8/2008,Maharashtra,Nagpur,Institution of Eng.,Residential and others,8.2,30.3,43,67
20/8/2008,Maharashtra,Nagpur,Institution of Eng.,Residential and others,9.5,31.8,133,167
22/8/2008,Maharashtra,Nagpur,Institution of Eng.,Residential and others,8.5,25,72,95
27/8/2008,Maharashtra,Nagpur,Institution of Eng.,Residential and others,8.8,28,101,129
28/8/2008,Maharashtra,Nagpur,Institution of Eng.,Residential and others,9.8,33.8,53,76
9/6/2008,Maharashtra,Nagpur,Institution of Eng.,Residential and others,8.5,26.2,103,130
9/8/2008,Maharashtra,Nagpur,Institution of Eng.,Residential and others,8.8,32,77,111
13/9/2008,Maharashtra,Nagpur,Institution of Eng.,Residential and others,9.3,32.3,49,73
17/9/2008,Maharashtra,Nagpur,Institution of Eng.,Residential and others,8.8,28.6,41,64
18/9/2008,Maharashtra,Nagpur,Institution of Eng.,Residential and others,9.6,33.8,72,101
26/9/2008,Maharashtra,Nagpur,Institution of Eng.,Residential and others,9.2,28.5,96,132
29/9/2008,Maharashtra,Nagpur,Institution of Eng.,Residential and others,8.7,25.8,50,72
10/3/2008,Maharashtra,Nagpur,Institution of Eng.,Residential and others,8.7,31.3,38,61
10/7/2008,Maharashtra,Nagpur,Institution of Eng.,Residential and others,9,33,31,51
14/10/2008,Maharashtra,Nagpur,Institution of Eng.,Residential and others,9.2,33.4,55,80
15/10/2008,Maharashtra,Nagpur,Institution of Eng.,Residential and others,8.5,27.7,124,147
21/10/2008,Maharashtra,Nagpur,Institution of Eng.,Residential and others,8.8,38.2,100,130
23/10/2008,Maharashtra,Nagpur,Institution of Eng.,Residential and others,8.3,36.5,95,140
27/10/2008,Maharashtra,Nagpur,Institution of Eng.,Residential and others,8.8,51.8,174,259
28/10/2008,Maharashtra,Nagpur,Institution of Eng.,Residential and others,9.3,62.2,454,569
29/10/2008,Maharashtra,Nagpur,Institution of Eng.,Residential and others,11,56.7,194,259
11/2/2008,Maharashtra,Nagpur,Institution of Eng.,Residential and others,9.3,33.5,79,119
11/4/2008,Maharashtra,Nagpur,Institution of Eng.,Residential and others,8.3,25.2,140,174
11/5/2008,Maharashtra,Nagpur,Institution of Eng.,Residential and others,9.2,36.4,152,189
11/8/2008,Maharashtra,Nagpur,Institution of Eng.,Residential and others,8.7,31.8,111,154
18/11/2008,Maharashtra,Nagpur,Institution of Eng.,Residential and others,9,39.2,165,211
19/11/2008,Maharashtra,Nagpur,Institution of Eng.,Residential and others,NA,NA,NA,NA
24/11/2008,Maharashtra,Nagpur,Institution of Eng.,Residential and others,9.2,38.2,139,202
25/11/2008,Maharashtra,Nagpur,Institution of Eng.,Residential and others,8.8,38.3,67,100
12/4/2008,Maharashtra,Nagpur,Institution of Eng.,Residential and others,9.7,48.5,163,202
12/5/2008,Maharashtra,Nagpur,Institution of Eng.,Residential and others,9.2,47.7,56,84
12/8/2008,Maharashtra,Nagpur,Institution of Eng.,Residential and others,8.3,37.3,182,217
12/9/2008,Maharashtra,Nagpur,Institution of Eng.,Residential and others,8.8,36.3,189,223
12/12/2008,Maharashtra,Nagpur,Institution of Eng.,Residential and others,8.8,38.3,116,159
18/12/2008,Maharashtra,Nagpur,Institution of Eng.,Residential and others,9.2,37.2,175,217
20/12/2008,Maharashtra,Nagpur,Institution of Eng.,Residential and others,9.2,29.3,112,140
26/12/2008,Maharashtra,Nagpur,Institution of Eng.,Residential and others,8.8,32.3,114,161
27/12/2008,Maharashtra,Nagpur,Institution of Eng.,Residential and others,9.3,35.2,189,216
1/7/2008,Maharashtra,Nagpur,Maskasath,Residential and others,NA,78.3,100,234
1/9/2008,Maharashtra,Nagpur,Maskasath,Residential and others,3.3,44.8,59,161
14/1/2008,Maharashtra,Nagpur,Maskasath,Residential and others,3.8,13.6,NA,243
16/1/2008,Maharashtra,Nagpur,Maskasath,Residential and others,NA,31.2,NA,298
21/1/2008,Maharashtra,Nagpur,Maskasath,Residential and others,NA,11.7,111,248
23/1/2008,Maharashtra,Nagpur,Maskasath,Residential and others,NA,9.8,131,327
28/1/2008,Maharashtra,Nagpur,Maskasath,Residential and others,NA,22.1,108,367
30/1/2008,Maharashtra,Nagpur,Maskasath,Residential and others,NA,12.8,150,313
2/4/2008,Maharashtra,Nagpur,Maskasath,Residential and others,4.6,56.3,NA,351
2/6/2008,Maharashtra,Nagpur,Maskasath,Residential and others,4.4,42,82,230
2/11/2008,Maharashtra,Nagpur,Maskasath,Residential and others,5.5,27.2,105,232
13/2/2008,Maharashtra,Nagpur,Maskasath,Residential and others,NA,70.1,87,266
18/2/2008,Maharashtra,Nagpur,Maskasath,Residential and others,3.7,18,99,265
20/2/2008,Maharashtra,Nagpur,Maskasath,Residential and others,NA,14.9,131,293
25/2/2008,Maharashtra,Nagpur,Maskasath,Residential and others,2.6,16.8,151,326
27/2/2008,Maharashtra,Nagpur,Maskasath,Residential and others,NA,30.2,115,346
3/3/2008,Maharashtra,Nagpur,Maskasath,Residential and others,3.8,28.7,153,326
3/5/2008,Maharashtra,Nagpur,Maskasath,Residential and others,3.4,9.9,213,468
3/10/2008,Maharashtra,Nagpur,Maskasath,Residential and others,4.8,23.6,238,462
3/12/2008,Maharashtra,Nagpur,Maskasath,Residential and others,4.4,31,133,389
17/3/2008,Maharashtra,Nagpur,Maskasath,Residential and others,5.2,13.8,169,433
19/3/2008,Maharashtra,Nagpur,Maskasath,Residential and others,7.3,29.1,123,351
24/3/2008,Maharashtra,Nagpur,Maskasath,Residential and others,6.7,7.2,99,263
26/3/2008,Maharashtra,Nagpur,Maskasath,Residential and others,3.5,16.2,89,253
31/3/2008,Maharashtra,Nagpur,Maskasath,Residential and others,7.9,8.6,72,208
4/7/2008,Maharashtra,Nagpur,Maskasath,Residential and others,7.8,13,NA,302
4/9/2008,Maharashtra,Nagpur,Maskasath,Residential and others,7.4,47.1,NA,284
14/4/2008,Maharashtra,Nagpur,Maskasath,Residential and others,2.9,10.3,NA,331
16/4/2008,Maharashtra,Nagpur,Maskasath,Residential and others,3.5,10.7,NA,244
21/4/2008,Maharashtra,Nagpur,Maskasath,Residential and others,10.3,NA,NA,199
23/4/2008,Maharashtra,Nagpur,Maskasath,Residential and others,22.7,46.7,109,404
28/4/2008,Maharashtra,Nagpur,Maskasath,Residential and others,8,6.4,70,269
5/5/2008,Maharashtra,Nagpur,Maskasath,Residential and others,5.6,83.6,100,269
5/7/2008,Maharashtra,Nagpur,Maskasath,Residential and others,NA,NA,NA,NA
5/12/2008,Maharashtra,Nagpur,Maskasath,Residential and others,NA,NA,72,201
14/5/2008,Maharashtra,Nagpur,Maskasath,Residential and others,NA,83.1,101,267
19/5/2008,Maharashtra,Nagpur,Maskasath,Residential and others,NA,NA,NA,NA
21/5/2008,Maharashtra,Nagpur,Maskasath,Residential and others,NA,38.8,74,220
26/5/2008,Maharashtra,Nagpur,Maskasath,Residential and others,NA,34.8,87,165
28/5/2008,Maharashtra,Nagpur,Maskasath,Residential and others,NA,22.3,95,222
6/2/2008,Maharashtra,Nagpur,Maskasath,Residential and others,NA,24.6,94,238
6/4/2008,Maharashtra,Nagpur,Maskasath,Residential and others,NA,24.7,120,265
6/9/2008,Maharashtra,Nagpur,Maskasath,Residential and others,NA,24.6,38,261
6/11/2008,Maharashtra,Nagpur,Maskasath,Residential and others,NA,19.8,124,194
16/6/2008,Maharashtra,Nagpur,Maskasath,Residential and others,NA,17.8,183,281
25/6/2008,Maharashtra,Nagpur,Maskasath,Residential and others,NA,26.8,NA,182
7/2/2008,Maharashtra,Nagpur,Maskasath,Residential and others,NA,11.8,NA,209
7/9/2008,Maharashtra,Nagpur,Maskasath,Residential and others,NA,35.8,87,154
14/7/2008,Maharashtra,Nagpur,Maskasath,Residential and others,NA,NA,40,131
16/7/2008,Maharashtra,Nagpur,Maskasath,Residential and others,NA,28.3,149,305
21/7/2008,Maharashtra,Nagpur,Maskasath,Residential and others,NA,49.9,35,107
23/7/2008,Maharashtra,Nagpur,Maskasath,Residential and others,NA,23.1,35,118
28/7/2008,Maharashtra,Nagpur,Maskasath,Residential and others,NA,21.2,16,31
30/7/2008,Maharashtra,Nagpur,Maskasath,Residential and others,NA,40.7,27,72
8/1/2008,Maharashtra,Nagpur,Maskasath,Residential and others,NA,40.7,14,NA
8/4/2008,Maharashtra,Nagpur,Maskasath,Residential and others,NA,14.7,21,52
8/6/2008,Maharashtra,Nagpur,Maskasath,Residential and others,NA,9.4,20,NA
13/8/2008,Maharashtra,Nagpur,Maskasath,Residential and others,NA,30.9,15,NA
18/8/2008,Maharashtra,Nagpur,Maskasath,Residential and others,NA,32.3,15,NA
20/8/2008,Maharashtra,Nagpur,Maskasath,Residential and others,NA,NA,34,NA
25/8/2008,Maharashtra,Nagpur,Maskasath,Residential and others,NA,29.6,39,NA
27/8/2008,Maharashtra,Nagpur,Maskasath,Residential and others,NA,67.6,NA,23
9/1/2008,Maharashtra,Nagpur,Maskasath,Residential and others,NA,NA,NA,NA
9/8/2008,Maharashtra,Nagpur,Maskasath,Residential and others,36,69,39,NA
9/10/2008,Maharashtra,Nagpur,Maskasath,Residential and others,26.5,50.4,25,NA
15/9/2008,Maharashtra,Nagpur,Maskasath,Residential and others,25.4,42,19,NA
17/9/2008,Maharashtra,Nagpur,Maskasath,Residential and others,37.4,30.6,NA,164
22/9/2008,Maharashtra,Nagpur,Maskasath,Residential and others,77.2,79,24,NA
24/9/2008,Maharashtra,Nagpur,Maskasath,Residential and others,44,40.3,23,NA
29/9/2008,Maharashtra,Nagpur,Maskasath,Residential and others,85.7,73.4,30,NA
10/6/2008,Maharashtra,Nagpur,Maskasath,Residential and others,8,61.2,35,144
10/8/2008,Maharashtra,Nagpur,Maskasath,Residential and others,2.4,55.6,30,166
13/10/2008,Maharashtra,Nagpur,Maskasath,Residential and others,5.4,38,31,134
15/10/2008,Maharashtra,Nagpur,Maskasath,Residential and others,4.9,62.1,58,130
20/10/2008,Maharashtra,Nagpur,Maskasath,Residential and others,3,57.4,71,188
22/10/2008,Maharashtra,Nagpur,Maskasath,Residential and others,2.4,62.1,71,137
27/10/2008,Maharashtra,Nagpur,Maskasath,Residential and others,NA,62.5,101,165
11/3/2008,Maharashtra,Nagpur,Maskasath,Residential and others,NA,26.7,45,82
11/5/2008,Maharashtra,Nagpur,Maskasath,Residential and others,2.4,25.7,35,83
11/10/2008,Maharashtra,Nagpur,Maskasath,Residential and others,NA,57.4,29,122
11/12/2008,Maharashtra,Nagpur,Maskasath,Residential and others,2.8,38,59,112
17/11/2008,Maharashtra,Nagpur,Maskasath,Residential and others,5.9,23,60,126
19/11/2008,Maharashtra,Nagpur,Maskasath,Residential and others,NA,19.4,35,107
25/11/2008,Maharashtra,Nagpur,Maskasath,Residential and others,NA,18,53,87
26/11/2008,Maharashtra,Nagpur,Maskasath,Residential and others,NA,32.2,137,208
12/1/2008,Maharashtra,Nagpur,Maskasath,Residential and others,NA,34.6,86,215
12/3/2008,Maharashtra,Nagpur,Maskasath,Residential and others,NA,44.5,77,247
12/8/2008,Maharashtra,Nagpur,Maskasath,Residential and others,NA,25.4,131,333
12/10/2008,Maharashtra,Nagpur,Maskasath,Residential and others,4.5,64.9,72,314
15/12/2008,Maharashtra,Nagpur,Maskasath,Residential and others,NA,63.2,44,115
17/12/2008,Maharashtra,Nagpur,Maskasath,Residential and others,NA,74.7,66,196
22/12/2008,Maharashtra,Nagpur,Maskasath,Residential and others,NA,42.7,93,270
24/12/2008,Maharashtra,Nagpur,Maskasath,Residential and others,2.4,35.6,102,306
1/2/2008,Maharashtra,Nagpur,NEERI Lab,Residential and others,10.2,18.7,57,166
1/4/2008,Maharashtra,Nagpur,NEERI Lab,Residential and others,NA,54.2,92,261
1/9/2008,Maharashtra,Nagpur,NEERI Lab,Residential and others,NA,30.9,99,227
1/11/2008,Maharashtra,Nagpur,NEERI Lab,Residential and others,NA,32.1,116,213
16/1/2008,Maharashtra,Nagpur,NEERI Lab,Residential and others,6.8,38.1,34,172
18/1/2008,Maharashtra,Nagpur,NEERI Lab,Residential and others,NA,12.2,54,187
23/1/2008,Maharashtra,Nagpur,NEERI Lab,Residential and others,NA,6.8,87,202
30/1/2008,Maharashtra,Nagpur,NEERI Lab,Residential and others,4.4,12.8,56,185
2/1/2008,Maharashtra,Nagpur,NEERI Lab,Residential and others,4.6,70,93,191
2/6/2008,Maharashtra,Nagpur,NEERI Lab,Residential and others,NA,25.9,66,143
2/8/2008,Maharashtra,Nagpur,NEERI Lab,Residential and others,7.9,24.2,70,202
13/2/2008,Maharashtra,Nagpur,NEERI Lab,Residential and others,NA,26.6,78,161
15/2/2008,Maharashtra,Nagpur,NEERI Lab,Residential and others,2.6,31.1,76,176
20/2/2008,Maharashtra,Nagpur,NEERI Lab,Residential and others,NA,17.6,103,203
22/2/2008,Maharashtra,Nagpur,NEERI Lab,Residential and others,NA,33.6,107,205
27/2/2008,Maharashtra,Nagpur,NEERI Lab,Residential and others,3.6,16.3,63,214
3/1/2008,Maharashtra,Nagpur,NEERI Lab,Residential and others,NA,35.1,106,201
3/5/2008,Maharashtra,Nagpur,NEERI Lab,Residential and others,6.5,6.2,108,243
3/7/2008,Maharashtra,Nagpur,NEERI Lab,Residential and others,8,16.5,109,252
3/12/2008,Maharashtra,Nagpur,NEERI Lab,Residential and others,NA,17.8,115,213
14/3/2008,Maharashtra,Nagpur,NEERI Lab,Residential and others,6,5.3,133,206
19/3/2008,Maharashtra,Nagpur,NEERI Lab,Residential and others,2.4,23.1,89,126
21/3/2008,Maharashtra,Nagpur,NEERI Lab,Residential and others,2.6,23.4,108,241
4/2/2008,Maharashtra,Nagpur,NEERI Lab,Residential and others,10.9,13.4,145,177
4/4/2008,Maharashtra,Nagpur,NEERI Lab,Residential and others,6.1,11.1,37,132
4/9/2008,Maharashtra,Nagpur,NEERI Lab,Residential and others,6,18.8,44,147
4/11/2008,Maharashtra,Nagpur,NEERI Lab,Residential and others,4.3,11.4,84,178
16/4/2008,Maharashtra,Nagpur,NEERI Lab,Residential and others,7,7.5,79,196
18/4/2008,Maharashtra,Nagpur,NEERI Lab,Residential and others,10.2,21.1,66,173
23/4/2008,Maharashtra,Nagpur,NEERI Lab,Residential and others,2.6,122.6,115,225
30/4/2008,Maharashtra,Nagpur,NEERI Lab,Residential and others,6.8,7.2,96,231
5/2/2008,Maharashtra,Nagpur,NEERI Lab,Residential and others,5.7,NA,102,220
5/9/2008,Maharashtra,Nagpur,NEERI Lab,Residential and others,3.4,42,134,182
14/5/2008,Maharashtra,Nagpur,NEERI Lab,Residential and others,NA,32.1,119,257
16/5/2008,Maharashtra,Nagpur,NEERI Lab,Residential and others,NA,17.8,34,161
21/5/2008,Maharashtra,Nagpur,NEERI Lab,Residential and others,NA,38,54,120
23/5/2008,Maharashtra,Nagpur,NEERI Lab,Residential and others,NA,13.5,138,374
28/5/2008,Maharashtra,Nagpur,NEERI Lab,Residential and others,NA,33.9,119,297
30/5/2008,Maharashtra,Nagpur,NEERI Lab,Residential and others,NA,34.5,186,285
6/4/2008,Maharashtra,Nagpur,NEERI Lab,Residential and others,NA,22.5,42,130
6/6/2008,Maharashtra,Nagpur,NEERI Lab,Residential and others,NA,17.7,40,67
6/11/2008,Maharashtra,Nagpur,NEERI Lab,Residential and others,NA,5.9,30,68
13/6/2008,Maharashtra,Nagpur,NEERI Lab,Residential and others,NA,NA,62,279
18/6/2008,Maharashtra,Nagpur,NEERI Lab,Residential and others,NA,NA,129,416
20/6/2008,Maharashtra,Nagpur,NEERI Lab,Residential and others,NA,16.4,136,352
25/6/2008,Maharashtra,Nagpur,NEERI Lab,Residential and others,NA,NA,49,113
27/6/2008,Maharashtra,Nagpur,NEERI Lab,Residential and others,NA,19.7,49,92
7/2/2008,Maharashtra,Nagpur,NEERI Lab,Residential and others,NA,40.7,35,79
7/4/2008,Maharashtra,Nagpur,NEERI Lab,Residential and others,NA,33.7,37,79
7/9/2008,Maharashtra,Nagpur,NEERI Lab,Residential and others,NA,26.8,20,67
7/11/2008,Maharashtra,Nagpur,NEERI Lab,Residential and others,NA,11.4,17,60
16/7/2008,Maharashtra,Nagpur,NEERI Lab,Residential and others,NA,29.6,35,124
18/7/2008,Maharashtra,Nagpur,NEERI Lab,Residential and others,NA,9.3,84,138
23/7/2008,Maharashtra,Nagpur,NEERI Lab,Residential and others,NA,NA,16,48
25/7/2008,Maharashtra,Nagpur,NEERI Lab,Residential and others,13.1,40,14,37
8/1/2008,Maharashtra,Nagpur,NEERI Lab,Residential and others,NA,NA,44,100
8/6/2008,Maharashtra,Nagpur,NEERI Lab,Residential and others,7.3,17.5,15,30
8/8/2008,Maharashtra,Nagpur,NEERI Lab,Residential and others,NA,14.9,14,38
13/8/2008,Maharashtra,Nagpur,NEERI Lab,Residential and others,NA,45.6,17,23
20/8/2008,Maharashtra,Nagpur,NEERI Lab,Residential and others,NA,10.7,33,120
22/8/2008,Maharashtra,Nagpur,NEERI Lab,Residential and others,NA,19.2,42,147
27/8/2008,Maharashtra,Nagpur,NEERI Lab,Residential and others,NA,63.2,19,85
29/8/2008,Maharashtra,Nagpur,NEERI Lab,Residential and others,NA,82.8,31,64
9/5/2008,Maharashtra,Nagpur,NEERI Lab,Residential and others,37,75.9,20,65
9/10/2008,Maharashtra,Nagpur,NEERI Lab,Residential and others,26.1,88.7,15,47
9/12/2008,Maharashtra,Nagpur,NEERI Lab,Residential and others,26.2,37.8,20,43
17/9/2008,Maharashtra,Nagpur,NEERI Lab,Residential and others,38.1,50.3,25,50
19/9/2008,Maharashtra,Nagpur,NEERI Lab,Residential and others,41,35.8,24,71
24/9/2008,Maharashtra,Nagpur,NEERI Lab,Residential and others,42.2,46.5,15,93
26/9/2008,Maharashtra,Nagpur,NEERI Lab,Residential and others,42.4,42.3,26,107
28/9/2008,Maharashtra,Nagpur,NEERI Lab,Residential and others,NA,NA,NA,NA
10/3/2008,Maharashtra,Nagpur,NEERI Lab,Residential and others,NA,58,25,52
10/8/2008,Maharashtra,Nagpur,NEERI Lab,Residential and others,NA,66.1,52,171
10/10/2008,Maharashtra,Nagpur,NEERI Lab,Residential and others,2.9,56.8,25,70
15/10/2008,Maharashtra,Nagpur,NEERI Lab,Residential and others,2.5,61.8,39,124
17/10/2008,Maharashtra,Nagpur,NEERI Lab,Residential and others,2.9,33.7,38,128
22/10/2008,Maharashtra,Nagpur,NEERI Lab,Residential and others,NA,64.5,76,154
24/10/2008,Maharashtra,Nagpur,NEERI Lab,Residential and others,2.4,65.9,60,168
29/10/2008,Maharashtra,Nagpur,NEERI Lab,Residential and others,2.4,72.6,121,177
11/5/2008,Maharashtra,Nagpur,NEERI Lab,Residential and others,NA,6.6,59,136
11/7/2008,Maharashtra,Nagpur,NEERI Lab,Residential and others,NA,35.1,56,128
11/12/2008,Maharashtra,Nagpur,NEERI Lab,Residential and others,3.8,47.9,63,147
14/11/2008,Maharashtra,Nagpur,NEERI Lab,Residential and others,3.8,47.9,63,199
19/11/2008,Maharashtra,Nagpur,NEERI Lab,Residential and others,2.4,22.6,41,67
21/11/2008,Maharashtra,Nagpur,NEERI Lab,Residential and others,NA,19,51,126
26/11/2008,Maharashtra,Nagpur,NEERI Lab,Residential and others,NA,37.6,54,191
28/11/2008,Maharashtra,Nagpur,NEERI Lab,Residential and others,3,30.7,69,208
12/3/2008,Maharashtra,Nagpur,NEERI Lab,Residential and others,NA,36,80,356
12/5/2008,Maharashtra,Nagpur,NEERI Lab,Residential and others,NA,32.1,183,400
