Sampling Date,State,City/Town/Village/Area,Location of Monitoring Station,Type of Location,SO2,NO2,RSPM/PM10,SPM
13-12-05,Maharashtra,Thane,Balkum/Kolshet,Industrial Areas,4.8,11.5,NA,NA
20-12-05,Maharashtra,Thane,Balkum/Kolshet,Industrial Areas,4.7,7,NA,NA
21-12-05,Maharashtra,Thane,Balkum/Kolshet,Industrial Areas,5.8,7.8,NA,NA
28-12-05,Maharashtra,Thane,Balkum/Kolshet,Industrial Areas,5.3,10.9,NA,NA
29-12-05,Maharashtra,Thane,Balkum/Kolshet,Industrial Areas,4.3,7.5,NA,NA
1/1/2005,Maharashtra,Thane,Kopri,Residential and others,10,15,48,NA
1/2/2005,Maharashtra,Thane,Kopri,Residential and others,10,15,44,NA
13-01-05,Maharashtra,Thane,Kopri,Residential and others,7,16,51,NA
14-01-05,Maharashtra,Thane,Kopri,Residential and others,8,9,48,NA
20-01-05,Maharashtra,Thane,Kopri,Residential and others,6,18,46,NA
21-01-05,Maharashtra,Thane,Kopri,Residential and others,8,16,45,NA
2/6/2005,Maharashtra,Thane,Kopri,Residential and others,6.7,10.9,49,NA
2/7/2005,Maharashtra,Thane,Kopri,Residential and others,6.8,11.5,49,NA
13-02-05,Maharashtra,Thane,Kopri,Residential and others,7.2,12.3,49,NA
14-02-05,Maharashtra,Thane,Kopri,Residential and others,8.8,15,49,NA
20-02-05,Maharashtra,Thane,Kopri,Residential and others,7.7,15.2,44,NA
21-02-05,Maharashtra,Thane,Kopri,Residential and others,7.8,16.7,45,NA
3/1/2005,Maharashtra,Thane,Kopri,Residential and others,7.8,15.5,46,NA
3/2/2005,Maharashtra,Thane,Kopri,Residential and others,7.2,15.5,47,NA
3/8/2005,Maharashtra,Thane,Kopri,Residential and others,7.8,14.7,47,NA
3/9/2005,Maharashtra,Thane,Kopri,Residential and others,6.8,12,47,NA
18-03-05,Maharashtra,Thane,Kopri,Residential and others,9,15.2,46,NA
19-03-05,Maharashtra,Thane,Kopri,Residential and others,7.7,14,47,NA
25-03-05,Maharashtra,Thane,Kopri,Residential and others,7,12,45,NA
26-03-05,Maharashtra,Thane,Kopri,Residential and others,6.8,11.3,46,NA
4/1/2005,Maharashtra,Thane,Kopri,Residential and others,7,12.8,47,NA
4/2/2005,Maharashtra,Thane,Kopri,Residential and others,6.7,11.5,48,NA
4/8/2005,Maharashtra,Thane,Kopri,Residential and others,6.5,10.3,47,NA
4/9/2005,Maharashtra,Thane,Kopri,Residential and others,7,9.6,47,NA
15-04-05,Maharashtra,Thane,Kopri,Residential and others,7.3,9.1,51,NA
16-04-05,Maharashtra,Thane,Kopri,Residential and others,6.8,8.9,52,NA
20-04-05,Maharashtra,Thane,Kopri,Residential and others,6.5,9.2,49,NA
21-04-05,Maharashtra,Thane,Kopri,Residential and others,6.7,9.6,48,NA
27-04-05,Maharashtra,Thane,Kopri,Residential and others,6.8,9.3,49,NA
28-04-05,Maharashtra,Thane,Kopri,Residential and others,6.8,11.3,49,NA
5/6/2005,Maharashtra,Thane,Kopri,Residential and others,8,9,49,NA
5/7/2005,Maharashtra,Thane,Kopri,Residential and others,6,9.5,NA,NA
15-05-05,Maharashtra,Thane,Kopri,Residential and others,NA,11,NA,NA
16-05-05,Maharashtra,Thane,Kopri,Residential and others,2.3,11.5,NA,NA
17-05-05,Maharashtra,Thane,Kopri,Residential and others,2.3,11.2,NA,NA
23-05-05,Maharashtra,Thane,Kopri,Residential and others,3,9,NA,NA
24-05-05,Maharashtra,Thane,Kopri,Residential and others,3,9.2,NA,NA
30-05-05,Maharashtra,Thane,Kopri,Residential and others,3.3,10.3,NA,NA
31-05-05,Maharashtra,Thane,Kopri,Residential and others,3.7,8.6,NA,NA
6/4/2005,Maharashtra,Thane,Kopri,Residential and others,5.4,10.8,NA,NA
6/5/2005,Maharashtra,Thane,Kopri,Residential and others,4.8,12.5,NA,NA
6/10/2005,Maharashtra,Thane,Kopri,Residential and others,4.3,12.2,NA,NA
6/12/2005,Maharashtra,Thane,Kopri,Residential and others,4.5,9,NA,NA
17-06-05,Maharashtra,Thane,Kopri,Residential and others,4.4,10,NA,NA
18-06-05,Maharashtra,Thane,Kopri,Residential and others,5.2,13.2,NA,NA
25-06-05,Maharashtra,Thane,Kopri,Residential and others,6.2,14.2,NA,NA
26-06-05,Maharashtra,Thane,Kopri,Residential and others,5.7,12.8,NA,NA
7/2/2005,Maharashtra,Thane,Kopri,Residential and others,4.8,12.4,NA,NA
7/3/2005,Maharashtra,Thane,Kopri,Residential and others,5,11.4,NA,NA
7/9/2005,Maharashtra,Thane,Kopri,Residential and others,4,9.2,NA,NA
7/10/2005,Maharashtra,Thane,Kopri,Residential and others,4.5,10.8,NA,NA
7/11/2005,Maharashtra,Thane,Kopri,Residential and others,4.8,9.2,NA,NA
17-07-05,Maharashtra,Thane,Kopri,Residential and others,5.7,9,NA,NA
18-07-05,Maharashtra,Thane,Kopri,Residential and others,6.8,11.2,NA,NA
24-07-05,Maharashtra,Thane,Kopri,Residential and others,3.7,9,NA,NA
25-07-05,Maharashtra,Thane,Kopri,Residential and others,4,10,NA,NA
8/1/2005,Maharashtra,Thane,Kopri,Residential and others,3,8.8,NA,NA
8/7/2005,Maharashtra,Thane,Kopri,Residential and others,2.7,8.1,NA,NA
8/8/2005,Maharashtra,Thane,Kopri,Residential and others,3,5.4,NA,NA
14-08-05,Maharashtra,Thane,Kopri,Residential and others,4.3,8.3,NA,NA
16-08-05,Maharashtra,Thane,Kopri,Residential and others,4.5,6.9,NA,NA
21-08-05,Maharashtra,Thane,Kopri,Residential and others,4.5,8,NA,NA
23-08-05,Maharashtra,Thane,Kopri,Residential and others,4,7.1,NA,NA
28-08-05,Maharashtra,Thane,Kopri,Residential and others,4.3,11.6,NA,NA
29-08-05,Maharashtra,Thane,Kopri,Residential and others,4.2,8,NA,NA
9/2/2005,Maharashtra,Thane,Kopri,Residential and others,5.8,13.2,NA,NA
9/3/2005,Maharashtra,Thane,Kopri,Residential and others,5,11.1,NA,NA
9/4/2005,Maharashtra,Thane,Kopri,Residential and others,4.8,11.2,NA,NA
9/10/2005,Maharashtra,Thane,Kopri,Residential and others,6.2,8.7,NA,NA
9/11/2005,Maharashtra,Thane,Kopri,Residential and others,6.2,6,NA,NA
17-09-05,Maharashtra,Thane,Kopri,Residential and others,4.8,5.6,NA,NA
18-09-05,Maharashtra,Thane,Kopri,Residential and others,5.5,7.9,NA,NA
24-09-05,Maharashtra,Thane,Kopri,Residential and others,4.5,8.7,NA,NA
25-09-05,Maharashtra,Thane,Kopri,Residential and others,6.2,10.3,NA,NA
10/1/2005,Maharashtra,Thane,Kopri,Residential and others,4.3,12.2,NA,NA
10/2/2005,Maharashtra,Thane,Kopri,Residential and others,4.3,10.3,NA,NA
10/8/2005,Maharashtra,Thane,Kopri,Residential and others,4.2,9.6,NA,NA
10/9/2005,Maharashtra,Thane,Kopri,Residential and others,4.7,8.9,NA,NA
22-10-05,Maharashtra,Thane,Kopri,Residential and others,4.8,6.8,NA,NA
23-10-05,Maharashtra,Thane,Kopri,Residential and others,4.5,6.8,NA,NA
28-10-05,Maharashtra,Thane,Kopri,Residential and others,5.8,8.1,NA,NA
30-10-05,Maharashtra,Thane,Kopri,Residential and others,4.5,7.3,NA,NA
11/2/2005,Maharashtra,Thane,Kopri,Residential and others,5,11.5,NA,NA
11/4/2005,Maharashtra,Thane,Kopri,Residential and others,7.8,15.3,NA,NA
11/10/2005,Maharashtra,Thane,Kopri,Residential and others,5.7,9.5,NA,NA
11/11/2005,Maharashtra,Thane,Kopri,Residential and others,5.3,10,NA,NA
16-11-05,Maharashtra,Thane,Kopri,Residential and others,4.7,9.8,NA,NA
17-11-05,Maharashtra,Thane,Kopri,Residential and others,6,10.3,NA,NA
23-11-05,Maharashtra,Thane,Kopri,Residential and others,4.8,10.2,NA,NA
24-11-05,Maharashtra,Thane,Kopri,Residential and others,5,9.8,NA,NA
30-11-05,Maharashtra,Thane,Kopri,Residential and others,6.3,10.7,NA,NA
12/1/2005,Maharashtra,Thane,Kopri,Residential and others,6,10.7,NA,NA
12/7/2005,Maharashtra,Thane,Kopri,Residential and others,4.8,10.8,NA,NA
12/8/2005,Maharashtra,Thane,Kopri,Residential and others,4.2,9,NA,NA
22-12-05,Maharashtra,Thane,Kopri,Residential and others,4.7,8.4,NA,NA
23-12-05,Maharashtra,Thane,Kopri,Residential and others,4.8,10.8,NA,NA
24-12-05,Maharashtra,Thane,Kopri,Residential and others,5.5,9.5,NA,NA
1/5/2005,Maharashtra,Thane,Naupada,Residential and others,6,18,49,NA
1/7/2005,Maharashtra,Thane,Naupada,Residential and others,8,14,47,NA
1/8/2005,Maharashtra,Thane,Naupada,Residential and others,6,15,46,NA
1/9/2005,Maharashtra,Thane,Naupada,Residential and others,7,14,46,NA
22-01-05,Maharashtra,Thane,Naupada,Residential and others,8,14,42,NA
23-01-05,Maharashtra,Thane,Naupada,Residential and others,7,14,45,NA
2/1/2005,Maharashtra,Thane,Naupada,Residential and others,9.3,15.7,47,NA
2/2/2005,Maharashtra,Thane,Naupada,Residential and others,9.3,18.7,47,NA
2/10/2005,Maharashtra,Thane,Naupada,Residential and others,6.3,15.5,47,NA
2/11/2005,Maharashtra,Thane,Naupada,Residential and others,9,16,47,NA
18-02-05,Maharashtra,Thane,Naupada,Residential and others,7,15,47,NA
19-02-05,Maharashtra,Thane,Naupada,Residential and others,7.5,14.2,47,NA
25-02-05,Maharashtra,Thane,Naupada,Residential and others,10.3,20.7,49,NA
26-02-05,Maharashtra,Thane,Naupada,Residential and others,7.7,21.2,50,NA
3/6/2005,Maharashtra,Thane,Naupada,Residential and others,9.5,17.3,48,NA
3/7/2005,Maharashtra,Thane,Naupada,Residential and others,7.7,16.3,47,NA
13-03-05,Maharashtra,Thane,Naupada,Residential and others,9.8,15.2,48,NA
15-03-05,Maharashtra,Thane,Naupada,Residential and others,8.8,17.2,49,NA
23-03-05,Maharashtra,Thane,Naupada,Residential and others,9.2,16.8,48,NA
24-03-05,Maharashtra,Thane,Naupada,Residential and others,8.3,14.5,47,NA
30-03-05,Maharashtra,Thane,Naupada,Residential and others,7.7,16.8,48,NA
31-03-05,Maharashtra,Thane,Naupada,Residential and others,7.8,16,47,NA
4/4/2005,Maharashtra,Thane,Naupada,Residential and others,7.7,12.7,49,NA
4/5/2005,Maharashtra,Thane,Naupada,Residential and others,7.7,14.3,48,NA
4/10/2005,Maharashtra,Thane,Naupada,Residential and others,7.3,12.5,50,NA
4/12/2005,Maharashtra,Thane,Naupada,Residential and others,7.7,14.7,49,NA
22-04-05,Maharashtra,Thane,Naupada,Residential and others,6.8,11.7,48,NA
24-04-05,Maharashtra,Thane,Naupada,Residential and others,6.7,12,53,NA
5/2/2005,Maharashtra,Thane,Naupada,Residential and others,7.2,18.3,NA,NA
5/8/2005,Maharashtra,Thane,Naupada,Residential and others,4.5,12.3,NA,NA
5/9/2005,Maharashtra,Thane,Naupada,Residential and others,4.2,10.8,NA,NA
21-05-05,Maharashtra,Thane,Naupada,Residential and others,4.3,9,NA,NA
28-05-05,Maharashtra,Thane,Naupada,Residential and others,5,9,NA,NA
29-05-05,Maharashtra,Thane,Naupada,Residential and others,5,10.3,NA,NA
6/1/2005,Maharashtra,Thane,Naupada,Residential and others,6.5,12.5,NA,NA
6/2/2005,Maharashtra,Thane,Naupada,Residential and others,7.2,13.5,NA,NA
6/8/2005,Maharashtra,Thane,Naupada,Residential and others,5.8,11.2,NA,NA
6/9/2005,Maharashtra,Thane,Naupada,Residential and others,5,10.5,NA,NA
15-06-05,Maharashtra,Thane,Naupada,Residential and others,5,14,NA,NA
16-06-05,Maharashtra,Thane,Naupada,Residential and others,5.6,16.3,NA,NA
23-06-05,Maharashtra,Thane,Naupada,Residential and others,4.8,15.3,NA,NA
24-06-05,Maharashtra,Thane,Naupada,Residential and others,4.7,15,NA,NA
30-06-05,Maharashtra,Thane,Naupada,Residential and others,4.7,12.4,NA,NA
7/1/2005,Maharashtra,Thane,Naupada,Residential and others,6,11.8,NA,NA
7/7/2005,Maharashtra,Thane,Naupada,Residential and others,4.8,11.8,NA,NA
7/8/2005,Maharashtra,Thane,Naupada,Residential and others,4.2,9.3,NA,NA
15-07-05,Maharashtra,Thane,Naupada,Residential and others,5.5,9.3,NA,NA
16-07-05,Maharashtra,Thane,Naupada,Residential and others,7.7,9.7,NA,NA
22-07-05,Maharashtra,Thane,Naupada,Residential and others,3.6,9,NA,NA
23-07-05,Maharashtra,Thane,Naupada,Residential and others,4.2,10.4,NA,NA
29-07-05,Maharashtra,Thane,Naupada,Residential and others,4.2,11,NA,NA
30-07-05,Maharashtra,Thane,Naupada,Residential and others,4.3,10.5,NA,NA
8/4/2005,Maharashtra,Thane,Naupada,Residential and others,3.3,11.3,NA,NA
8/6/2005,Maharashtra,Thane,Naupada,Residential and others,4.2,7.4,NA,NA
8/11/2005,Maharashtra,Thane,Naupada,Residential and others,2.4,8.8,NA,NA
8/12/2005,Maharashtra,Thane,Naupada,Residential and others,3.5,6.3,NA,NA
19-08-05,Maharashtra,Thane,Naupada,Residential and others,3,8,NA,NA
20-08-05,Maharashtra,Thane,Naupada,Residential and others,3.7,8.3,NA,NA
26-08-05,Maharashtra,Thane,Naupada,Residential and others,5.2,11.6,NA,NA
27-08-05,Maharashtra,Thane,Naupada,Residential and others,4.2,13.7,NA,NA
31-08-05,Maharashtra,Thane,Naupada,Residential and others,5,11.3,NA,NA
9/1/2005,Maharashtra,Thane,Naupada,Residential and others,3.8,9.8,NA,NA
9/8/2005,Maharashtra,Thane,Naupada,Residential and others,5.2,8,NA,NA
9/9/2005,Maharashtra,Thane,Naupada,Residential and others,5.8,10.2,NA,NA
14-09-05,Maharashtra,Thane,Naupada,Residential and others,3.5,11,NA,NA
16-09-05,Maharashtra,Thane,Naupada,Residential and others,5.3,7.3,NA,NA
21-09-05,Maharashtra,Thane,Naupada,Residential and others,5.2,10.8,NA,NA
22-09-05,Maharashtra,Thane,Naupada,Residential and others,5.8,12.7,NA,NA
28-09-05,Maharashtra,Thane,Naupada,Residential and others,5.2,10.3,NA,NA
30-09-05,Maharashtra,Thane,Naupada,Residential and others,3.8,10.1,NA,NA
10/3/2005,Maharashtra,Thane,Naupada,Residential and others,4.3,10.8,NA,NA
10/4/2005,Maharashtra,Thane,Naupada,Residential and others,4.3,9.3,NA,NA
20-10-05,Maharashtra,Thane,Naupada,Residential and others,4.8,7,NA,NA
27-10-05,Maharashtra,Thane,Naupada,Residential and others,4.8,6.8,NA,NA
11/1/2005,Maharashtra,Thane,Naupada,Residential and others,4.8,14.3,NA,NA
11/5/2005,Maharashtra,Thane,Naupada,Residential and others,8.5,16.5,NA,NA
11/12/2005,Maharashtra,Thane,Naupada,Residential and others,5.5,9.3,NA,NA
13-11-05,Maharashtra,Thane,Naupada,Residential and others,6.5,10.2,NA,NA
19-11-05,Maharashtra,Thane,Naupada,Residential and others,5,9.3,NA,NA
20-11-05,Maharashtra,Thane,Naupada,Residential and others,3.7,9,NA,NA
26-11-05,Maharashtra,Thane,Naupada,Residential and others,5.3,10.7,NA,NA
27-11-05,Maharashtra,Thane,Naupada,Residential and others,5,9.5,NA,NA
12/2/2005,Maharashtra,Thane,Naupada,Residential and others,4.8,10,NA,NA
12/4/2005,Maharashtra,Thane,Naupada,Residential and others,5.5,10.8,NA,NA
12/9/2005,Maharashtra,Thane,Naupada,Residential and others,5.2,11,NA,NA
12/10/2005,Maharashtra,Thane,Naupada,Residential and others,4.3,6.9,NA,NA
16-12-05,Maharashtra,Thane,Naupada,Residential and others,4.6,7.6,NA,NA
17-12-05,Maharashtra,Thane,Naupada,Residential and others,4.8,12.3,NA,NA
18-12-05,Maharashtra,Thane,Naupada,Residential and others,4.4,7.2,NA,NA
25-12-05,Maharashtra,Thane,Naupada,Residential and others,4.8,9.8,NA,NA
26-12-05,Maharashtra,Thane,Naupada,Residential and others,4.4,10.2,NA,NA
