Sampling Date,State,City/Town/Village/Area,Location of Monitoring Station,Type of Location,SO2,NO2,RSPM/PM10,SPM
14-07-05,Maharashtra,Nashik,NMC Building,Residential and others,46,32,131,337
18-07-05,Maharashtra,Nashik,NMC Building,Residential and others,43,35,138,360
21-07-05,Maharashtra,Nashik,NMC Building,Residential and others,40,33,151,384
25-07-05,Maharashtra,Nashik,NMC Building,Residential and others,44,33,135,341
28-07-05,Maharashtra,Nashik,NMC Building,Residential and others,31,25,102,279
8/1/2005,Maharashtra,Nashik,NMC Building,Residential and others,31,25,110,233
8/4/2005,Maharashtra,Nashik,NMC Building,Residential and others,37,29,122,284
8/8/2005,Maharashtra,Nashik,NMC Building,Residential and others,38,30,116,256
8/11/2005,Maharashtra,Nashik,NMC Building,Residential and others,43,33,113,250
18-08-05,Maharashtra,Nashik,NMC Building,Residential and others,38,29,122,259
22-08-05,Maharashtra,Nashik,NMC Building,Residential and others,46,40,122,246
25-08-05,Maharashtra,Nashik,NMC Building,Residential and others,47,34,132,283
29-08-05,Maharashtra,Nashik,NMC Building,Residential and others,49,39,141,277
9/1/2005,Maharashtra,Nashik,NMC Building,Residential and others,42,31,102,260
9/5/2005,Maharashtra,Nashik,NMC Building,Residential and others,39,33,118,261
9/8/2005,Maharashtra,Nashik,NMC Building,Residential and others,35,30,121,265
9/12/2005,Maharashtra,Nashik,NMC Building,Residential and others,43,33,130,278
15-09-05,Maharashtra,Nashik,NMC Building,Residential and others,48,39,137,295
19-09-05,Maharashtra,Nashik,NMC Building,Residential and others,42,31,130,269
22-09-05,Maharashtra,Nashik,NMC Building,Residential and others,30,26,105,230
26-09-05,Maharashtra,Nashik,NMC Building,Residential and others,34,29,110,238
29-09-05,Maharashtra,Nashik,NMC Building,Residential and others,39,31,132,274
10/3/2005,Maharashtra,Nashik,NMC Building,Residential and others,37,30,118,251
10/6/2005,Maharashtra,Nashik,NMC Building,Residential and others,44,33,131,273
10/10/2005,Maharashtra,Nashik,NMC Building,Residential and others,38,32,127,264
13-10-05,Maharashtra,Nashik,NMC Building,Residential and others,38,30,115,250
17-10-05,Maharashtra,Nashik,NMC Building,Residential and others,33,27,102,217
20-10-05,Maharashtra,Nashik,NMC Building,Residential and others,42,33,112,245
24-10-05,Maharashtra,Nashik,NMC Building,Residential and others,36,28,123,233
27-10-05,Maharashtra,Nashik,NMC Building,Residential and others,32,27,112,232
31-10-05,Maharashtra,Nashik,NMC Building,Residential and others,43,30,120,243
11/3/2005,Maharashtra,Nashik,NMC Building,Residential and others,45,34,121,256
11/7/2005,Maharashtra,Nashik,NMC Building,Residential and others,38,31,112,235
11/10/2005,Maharashtra,Nashik,NMC Building,Residential and others,39,30,116,242
14-11-05,Maharashtra,Nashik,NMC Building,Residential and others,40,33,112,232
17-11-05,Maharashtra,Nashik,NMC Building,Residential and others,39,34,114,237
21-11-05,Maharashtra,Nashik,NMC Building,Residential and others,42,32,117,238
24-11-05,Maharashtra,Nashik,NMC Building,Residential and others,35,32,110,228
28-11-05,Maharashtra,Nashik,NMC Building,Residential and others,41,31,113,233
12/1/2005,Maharashtra,Nashik,NMC Building,Residential and others,39,29,110,231
12/5/2005,Maharashtra,Nashik,NMC Building,Residential and others,37,31,108,224
12/8/2005,Maharashtra,Nashik,NMC Building,Residential and others,40,34,104,223
12/12/2005,Maharashtra,Nashik,NMC Building,Residential and others,42,32,105,215
15-12-05,Maharashtra,Nashik,NMC Building,Residential and others,39,35,110,226
19-12-05,Maharashtra,Nashik,NMC Building,Residential and others,42,35,109,217
22-12-05,Maharashtra,Nashik,NMC Building,Residential and others,37,34,106,218
26-12-05,Maharashtra,Nashik,NMC Building,Residential and others,42,31,108,220
29-12-05,Maharashtra,Nashik,NMC Building,Residential and others,37,27,113,219
1/4/2005,Maharashtra,Nashik,RTO Colony Tank,Residential and others,27.2,17.8,73,115
1/7/2005,Maharashtra,Nashik,RTO Colony Tank,Residential and others,33.5,22.2,68,132
1/11/2005,Maharashtra,Nashik,RTO Colony Tank,Residential and others,23.8,27.3,68,132
14-01-05,Maharashtra,Nashik,RTO Colony Tank,Residential and others,26.5,23.8,NA,NA
18-01-05,Maharashtra,Nashik,RTO Colony Tank,Residential and others,22.3,21.3,61,87
21-01-05,Maharashtra,Nashik,RTO Colony Tank,Residential and others,34.2,24.3,67,75
25-01-05,Maharashtra,Nashik,RTO Colony Tank,Residential and others,32.2,24,67,100
28-01-05,Maharashtra,Nashik,RTO Colony Tank,Residential and others,28.7,19.2,85,122
2/1/2005,Maharashtra,Nashik,RTO Colony Tank,Residential and others,33.2,20,80,110
2/4/2005,Maharashtra,Nashik,RTO Colony Tank,Residential and others,39.8,28.8,77,122
2/8/2005,Maharashtra,Nashik,RTO Colony Tank,Residential and others,33,30.5,103,131
2/11/2005,Maharashtra,Nashik,RTO Colony Tank,Residential and others,45.2,27,123,NA
15-02-05,Maharashtra,Nashik,RTO Colony Tank,Residential and others,36.5,35.2,82,126
18-02-05,Maharashtra,Nashik,RTO Colony Tank,Residential and others,39,20.5,98,103
22-02-05,Maharashtra,Nashik,RTO Colony Tank,Residential and others,28.3,20.8,73,119
25-02-05,Maharashtra,Nashik,RTO Colony Tank,Residential and others,21.3,20,78,93
3/1/2005,Maharashtra,Nashik,RTO Colony Tank,Residential and others,43.3,22.7,64,110
3/4/2005,Maharashtra,Nashik,RTO Colony Tank,Residential and others,48,28.5,83,104
3/8/2005,Maharashtra,Nashik,RTO Colony Tank,Residential and others,29.7,25.1,100,110
3/11/2005,Maharashtra,Nashik,RTO Colony Tank,Residential and others,33.8,32.3,75,NA
15-03-05,Maharashtra,Nashik,RTO Colony Tank,Residential and others,48.3,23.2,62,83
18-03-05,Maharashtra,Nashik,RTO Colony Tank,Residential and others,35,21.2,62,83
22-03-05,Maharashtra,Nashik,RTO Colony Tank,Residential and others,27.7,26.5,76,83
25-03-05,Maharashtra,Nashik,RTO Colony Tank,Residential and others,30.8,30.3,62,NA
29-03-05,Maharashtra,Nashik,RTO Colony Tank,Residential and others,32,22.2,39,53
4/1/2005,Maharashtra,Nashik,RTO Colony Tank,Residential and others,25.5,28.3,80,127
4/5/2005,Maharashtra,Nashik,RTO Colony Tank,Residential and others,29.5,27.5,100,115
4/8/2005,Maharashtra,Nashik,RTO Colony Tank,Residential and others,26.5,31.5,83,115
4/12/2005,Maharashtra,Nashik,RTO Colony Tank,Residential and others,30.5,29.5,83,115
15-04-05,Maharashtra,Nashik,RTO Colony Tank,Residential and others,29.8,27.2,78,110
5/3/2005,Maharashtra,Nashik,RTO Colony Tank,Residential and others,42,33.7,147,212
5/6/2005,Maharashtra,Nashik,RTO Colony Tank,Residential and others,39.2,42,121,207
5/10/2005,Maharashtra,Nashik,RTO Colony Tank,Residential and others,49.7,28.3,121,207
13-05-05,Maharashtra,Nashik,RTO Colony Tank,Residential and others,30.3,35,127,230
17-05-05,Maharashtra,Nashik,RTO Colony Tank,Residential and others,41.7,32,125,202
20-05-05,Maharashtra,Nashik,RTO Colony Tank,Residential and others,36.3,34.8,123,220
24-05-05,Maharashtra,Nashik,RTO Colony Tank,Residential and others,35.7,40.8,123,207
27-05-05,Maharashtra,Nashik,RTO Colony Tank,Residential and others,45.3,30.2,90,153
31-05-05,Maharashtra,Nashik,RTO Colony Tank,Residential and others,47.3,37.3,112,183
6/3/2005,Maharashtra,Nashik,RTO Colony Tank,Residential and others,19.7,16.2,26,77
6/7/2005,Maharashtra,Nashik,RTO Colony Tank,Residential and others,22.8,19.2,55,80
6/10/2005,Maharashtra,Nashik,RTO Colony Tank,Residential and others,16.5,18.3,69,73
14-06-05,Maharashtra,Nashik,RTO Colony Tank,Residential and others,24.5,17.7,NA,NA
17-06-05,Maharashtra,Nashik,RTO Colony Tank,Residential and others,26.5,17.5,54,75
21-06-05,Maharashtra,Nashik,RTO Colony Tank,Residential and others,19.7,23.8,55,83
24-06-05,Maharashtra,Nashik,RTO Colony Tank,Residential and others,21.3,16.7,58,102
28-06-05,Maharashtra,Nashik,RTO Colony Tank,Residential and others,19.8,16.3,72,98
7/1/2005,Maharashtra,Nashik,RTO Colony Tank,Residential and others,24,18,72,167
7/5/2005,Maharashtra,Nashik,RTO Colony Tank,Residential and others,28,27,83,188
7/8/2005,Maharashtra,Nashik,RTO Colony Tank,Residential and others,36,26,100,228
7/12/2005,Maharashtra,Nashik,RTO Colony Tank,Residential and others,37,25,112,272
15-07-05,Maharashtra,Nashik,RTO Colony Tank,Residential and others,35,28,119,252
19-07-05,Maharashtra,Nashik,RTO Colony Tank,Residential and others,44,31,127,278
22-07-05,Maharashtra,Nashik,RTO Colony Tank,Residential and others,36,28,120,260
26-07-05,Maharashtra,Nashik,RTO Colony Tank,Residential and others,27,22,116,217
29-07-05,Maharashtra,Nashik,RTO Colony Tank,Residential and others,29,23,94,207
8/2/2005,Maharashtra,Nashik,RTO Colony Tank,Residential and others,40,35,93,213
8/5/2005,Maharashtra,Nashik,RTO Colony Tank,Residential and others,31,24,88,188
8/9/2005,Maharashtra,Nashik,RTO Colony Tank,Residential and others,26,21,77,169
8/12/2005,Maharashtra,Nashik,RTO Colony Tank,Residential and others,38,30,107,232
16-08-05,Maharashtra,Nashik,RTO Colony Tank,Residential and others,30,26,72,162
19-08-05,Maharashtra,Nashik,RTO Colony Tank,Residential and others,36,32,93,213
23-08-05,Maharashtra,Nashik,RTO Colony Tank,Residential and others,34,30,100,219
26-08-05,Maharashtra,Nashik,RTO Colony Tank,Residential and others,34,30,105,230
30-08-05,Maharashtra,Nashik,RTO Colony Tank,Residential and others,37,34,114,248
9/2/2005,Maharashtra,Nashik,RTO Colony Tank,Residential and others,37,30,110,246
9/6/2005,Maharashtra,Nashik,RTO Colony Tank,Residential and others,39,34,123,270
9/9/2005,Maharashtra,Nashik,RTO Colony Tank,Residential and others,32,29,110,245
13-09-05,Maharashtra,Nashik,RTO Colony Tank,Residential and others,40,34,130,275
16-09-05,Maharashtra,Nashik,RTO Colony Tank,Residential and others,34,30,108,228
20-09-05,Maharashtra,Nashik,RTO Colony Tank,Residential and others,29,27,107,234
23-09-05,Maharashtra,Nashik,RTO Colony Tank,Residential and others,27,21,93,203
27-09-05,Maharashtra,Nashik,RTO Colony Tank,Residential and others,32,27,108,235
30-09-05,Maharashtra,Nashik,RTO Colony Tank,Residential and others,31,26,101,229
10/4/2005,Maharashtra,Nashik,RTO Colony Tank,Residential and others,33,28,102,214
10/7/2005,Maharashtra,Nashik,RTO Colony Tank,Residential and others,33,28,95,212
10/11/2005,Maharashtra,Nashik,RTO Colony Tank,Residential and others,34,26,100,212
14-10-05,Maharashtra,Nashik,RTO Colony Tank,Residential and others,29,23,99,207
18-10-05,Maharashtra,Nashik,RTO Colony Tank,Residential and others,32,27,102,220
21-10-05,Maharashtra,Nashik,RTO Colony Tank,Residential and others,34,29,106,226
25-10-05,Maharashtra,Nashik,RTO Colony Tank,Residential and others,30,28,100,215
28-10-05,Maharashtra,Nashik,RTO Colony Tank,Residential and others,32,26,108,228
11/4/2005,Maharashtra,Nashik,RTO Colony Tank,Residential and others,34,28,112,225
11/8/2005,Maharashtra,Nashik,RTO Colony Tank,Residential and others,33,26,108,226
11/11/2005,Maharashtra,Nashik,RTO Colony Tank,Residential and others,32,24,113,208
15-11-05,Maharashtra,Nashik,RTO Colony Tank,Residential and others,34,26,105,220
18-11-05,Maharashtra,Nashik,RTO Colony Tank,Residential and others,37,33,110,223
22-11-05,Maharashtra,Nashik,RTO Colony Tank,Residential and others,33,27,105,216
25-11-05,Maharashtra,Nashik,RTO Colony Tank,Residential and others,37,28,102,215
29-11-05,Maharashtra,Nashik,RTO Colony Tank,Residential and others,34,29,105,220
12/2/2005,Maharashtra,Nashik,RTO Colony Tank,Residential and others,33,28,103,213
12/6/2005,Maharashtra,Nashik,RTO Colony Tank,Residential and others,34,30,103,214
12/9/2005,Maharashtra,Nashik,RTO Colony Tank,Residential and others,33,28,95,203
13-12-05,Maharashtra,Nashik,RTO Colony Tank,Residential and others,34,29,100,207
16-12-05,Maharashtra,Nashik,RTO Colony Tank,Residential and others,35,26,91,196
20-12-05,Maharashtra,Nashik,RTO Colony Tank,Residential and others,36,30,88,193
23-12-05,Maharashtra,Nashik,RTO Colony Tank,Residential and others,35,28,83,187
27-12-05,Maharashtra,Nashik,RTO Colony Tank,Residential and others,34,29,95,201
30-12-05,Maharashtra,Nashik,RTO Colony Tank,Residential and others,36,29,75,182
3/2/2005,Maharashtra,Pune,Bhosari,Industrial Areas,21,27,110,181
3/5/2005,Maharashtra,Pune,Bhosari,Industrial Areas,23,26,100,203
3/9/2005,Maharashtra,Pune,Bhosari,Industrial Areas,21,27,110,171
3/12/2005,Maharashtra,Pune,Bhosari,Industrial Areas,23,32,165,233
16-03-05,Maharashtra,Pune,Bhosari,Industrial Areas,22,33,98,155
19-03-05,Maharashtra,Pune,Bhosari,Industrial Areas,21,33,139,210
23-03-05,Maharashtra,Pune,Bhosari,Industrial Areas,22,27,172,217
26-03-05,Maharashtra,Pune,Bhosari,Industrial Areas,27,30,117,211
30-03-05,Maharashtra,Pune,Bhosari,Industrial Areas,21,36,120,206
4/2/2005,Maharashtra,Pune,Bhosari,Industrial Areas,22,27,81,207
4/9/2005,Maharashtra,Pune,Bhosari,Industrial Areas,26,27,77,136
13-04-05,Maharashtra,Pune,Bhosari,Industrial Areas,26,28,157,246
16-04-05,Maharashtra,Pune,Bhosari,Industrial Areas,25,28,106,279
20-04-05,Maharashtra,Pune,Bhosari,Industrial Areas,26,31,102,213
23-04-05,Maharashtra,Pune,Bhosari,Industrial Areas,26,32,99,163
27-04-05,Maharashtra,Pune,Bhosari,Industrial Areas,21,30,100,190
30-04-05,Maharashtra,Pune,Bhosari,Industrial Areas,25,28,55,150
5/4/2005,Maharashtra,Pune,Bhosari,Industrial Areas,23,28,96,189
5/7/2005,Maharashtra,Pune,Bhosari,Industrial Areas,21,23,91,243
5/11/2005,Maharashtra,Pune,Bhosari,Industrial Areas,22,29,49,188
14-05-05,Maharashtra,Pune,Bhosari,Industrial Areas,20,26,53,130
21-05-05,Maharashtra,Pune,Bhosari,Industrial Areas,24,32,50,113
25-05-05,Maharashtra,Pune,Bhosari,Industrial Areas,23,30,81,291
28-05-05,Maharashtra,Pune,Bhosari,Industrial Areas,23,28,86,188
6/1/2005,Maharashtra,Pune,Bhosari,Industrial Areas,23,26.7,76,118
6/4/2005,Maharashtra,Pune,Bhosari,Industrial Areas,21.8,25.8,74,167
6/8/2005,Maharashtra,Pune,Bhosari,Industrial Areas,19.2,24.5,54,112
6/11/2005,Maharashtra,Pune,Bhosari,Industrial Areas,18.8,22.5,58,141
15-06-05,Maharashtra,Pune,Bhosari,Industrial Areas,16.8,23.5,80,165
18-06-05,Maharashtra,Pune,Bhosari,Industrial Areas,16.8,22.2,65,111
22-06-05,Maharashtra,Pune,Bhosari,Industrial Areas,17.7,25,58,102
25-06-05,Maharashtra,Pune,Bhosari,Industrial Areas,19.8,23.8,38,81
29-06-05,Maharashtra,Pune,Bhosari,Industrial Areas,18.7,21.7,28,56
7/2/2005,Maharashtra,Pune,Bhosari,Industrial Areas,17.3,23.5,23,54
7/6/2005,Maharashtra,Pune,Bhosari,Industrial Areas,24.2,27.5,98,129
7/9/2005,Maharashtra,Pune,Bhosari,Industrial Areas,21,19.7,84,117
13-07-05,Maharashtra,Pune,Bhosari,Industrial Areas,20.5,25.2,63,96
16-07-05,Maharashtra,Pune,Bhosari,Industrial Areas,20.5,27,57,82
27-07-05,Maharashtra,Pune,Bhosari,Industrial Areas,17.5,26.5,27,59
8/3/2005,Maharashtra,Pune,Bhosari,Industrial Areas,18.3,26.3,76,209
8/6/2005,Maharashtra,Pune,Bhosari,Industrial Areas,23.3,32,121,230
8/10/2005,Maharashtra,Pune,Bhosari,Industrial Areas,20,27.5,34,89
13-08-05,Maharashtra,Pune,Bhosari,Industrial Areas,22,31.5,123,190
17-08-05,Maharashtra,Pune,Bhosari,Industrial Areas,22.2,25.8,50,92
24-08-05,Maharashtra,Pune,Bhosari,Industrial Areas,22.8,25.5,61,143
27-08-05,Maharashtra,Pune,Bhosari,Industrial Areas,23.5,27,69,106
31-08-05,Maharashtra,Pune,Bhosari,Industrial Areas,21.7,25.8,51,106
9/3/2005,Maharashtra,Pune,Bhosari,Industrial Areas,20.5,27.7,43,87
9/7/2005,Maharashtra,Pune,Bhosari,Industrial Areas,23.5,25.8,39,184
9/10/2005,Maharashtra,Pune,Bhosari,Industrial Areas,24.3,26.5,50,103
14-09-05,Maharashtra,Pune,Bhosari,Industrial Areas,21.5,27,49,95
11/9/2005,Maharashtra,Pune,Bhosari,Industrial Areas,20.4,36.9,155,333
11/12/2005,Maharashtra,Pune,Bhosari,Industrial Areas,23.4,37.8,156,317
16-11-05,Maharashtra,Pune,Bhosari,Industrial Areas,24.8,39.8,158,356
19-11-05,Maharashtra,Pune,Bhosari,Industrial Areas,19.5,36.7,129,269
26-11-05,Maharashtra,Pune,Bhosari,Industrial Areas,24.2,39,147,297
12/3/2005,Maharashtra,Pune,Bhosari,Industrial Areas,28.4,40.4,163,332
12/7/2005,Maharashtra,Pune,Bhosari,Industrial Areas,16.4,29.2,92,185
12/10/2005,Maharashtra,Pune,Bhosari,Industrial Areas,24.8,34.5,122,250
14-12-05,Maharashtra,Pune,Bhosari,Industrial Areas,27.9,38.8,168,337
17-12-05,Maharashtra,Pune,Bhosari,Industrial Areas,29.9,37.3,154,319
21-12-05,Maharashtra,Pune,Bhosari,Industrial Areas,27.3,39.4,145,195
24-12-05,Maharashtra,Pune,Bhosari,Industrial Areas,24.3,36.9,123,254
28-12-05,Maharashtra,Pune,Bhosari,Industrial Areas,29.4,47.9,138,273
3/1/2005,Maharashtra,Pune,Nalstop,Residential and others,28,40,182,358
3/4/2005,Maharashtra,Pune,Nalstop,Residential and others,26,38,91,258
3/8/2005,Maharashtra,Pune,Nalstop,Residential and others,30,36,109,228
3/11/2005,Maharashtra,Pune,Nalstop,Residential and others,30,37,92,219
15-03-05,Maharashtra,Pune,Nalstop,Residential and others,27,47,139,240
18-03-05,Maharashtra,Pune,Nalstop,Residential and others,23,39,132,332
22-03-05,Maharashtra,Pune,Nalstop,Residential and others,28,37,100,266
25-03-05,Maharashtra,Pune,Nalstop,Residential and others,29,41,88,228
29-03-05,Maharashtra,Pune,Nalstop,Residential and others,30,41,115,315
4/1/2005,Maharashtra,Pune,Nalstop,Residential and others,27,47,132,289
4/5/2005,Maharashtra,Pune,Nalstop,Residential and others,27,43,165,439
4/8/2005,Maharashtra,Pune,Nalstop,Residential and others,27,45,110,309
4/12/2005,Maharashtra,Pune,Nalstop,Residential and others,29,44,145,480
15-04-05,Maharashtra,Pune,Nalstop,Residential and others,29,37,86,322
19-04-05,Maharashtra,Pune,Nalstop,Residential and others,31,42,111,243
22-04-05,Maharashtra,Pune,Nalstop,Residential and others,28,39,89,228
26-04-05,Maharashtra,Pune,Nalstop,Residential and others,26,39,98,261
29-04-05,Maharashtra,Pune,Nalstop,Residential and others,25,39,90,297
5/3/2005,Maharashtra,Pune,Nalstop,Residential and others,21,36,117,284
5/6/2005,Maharashtra,Pune,Nalstop,Residential and others,22,42,73,175
5/10/2005,Maharashtra,Pune,Nalstop,Residential and others,25,38,63,200
13-05-05,Maharashtra,Pune,Nalstop,Residential and others,25,39,82,262
17-05-05,Maharashtra,Pune,Nalstop,Residential and others,22,38,91,208
20-05-05,Maharashtra,Pune,Nalstop,Residential and others,19,43,76,218
24-05-05,Maharashtra,Pune,Nalstop,Residential and others,24,42,81,200
27-05-05,Maharashtra,Pune,Nalstop,Residential and others,23,29,70,271
31-05-05,Maharashtra,Pune,Nalstop,Residential and others,24,38,77,257
6/3/2005,Maharashtra,Pune,Nalstop,Residential and others,18.3,39.5,51,171
6/7/2005,Maharashtra,Pune,Nalstop,Residential and others,23,36.7,45,166
6/10/2005,Maharashtra,Pune,Nalstop,Residential and others,21.7,38.3,97,208
14-06-05,Maharashtra,Pune,Nalstop,Residential and others,19.4,32.2,63,172
17-06-05,Maharashtra,Pune,Nalstop,Residential and others,19.2,28,59,179
21-06-05,Maharashtra,Pune,Nalstop,Residential and others,23.2,30.7,45,155
24-06-05,Maharashtra,Pune,Nalstop,Residential and others,14.5,30.2,53,117
28-06-05,Maharashtra,Pune,Nalstop,Residential and others,20.7,29.7,37,91
7/1/2005,Maharashtra,Pune,Nalstop,Residential and others,19.6,38.2,51,127
7/5/2005,Maharashtra,Pune,Nalstop,Residential and others,16.8,24.4,41,109
7/8/2005,Maharashtra,Pune,Nalstop,Residential and others,22.2,33.6,59,116
7/12/2005,Maharashtra,Pune,Nalstop,Residential and others,18.8,27.8,88,136
15-07-05,Maharashtra,Pune,Nalstop,Residential and others,21.8,35.3,74,97
19-07-05,Maharashtra,Pune,Nalstop,Residential and others,25.2,30.2,54,85
22-07-05,Maharashtra,Pune,Nalstop,Residential and others,27.6,28,34,99
29-07-05,Maharashtra,Pune,Nalstop,Residential and others,19.8,28.3,53,113
8/2/2005,Maharashtra,Pune,Nalstop,Residential and others,21.3,39,37,149
8/9/2005,Maharashtra,Pune,Nalstop,Residential and others,26,32,71,221
8/12/2005,Maharashtra,Pune,Nalstop,Residential and others,22.8,30.7,94,177
16-08-05,Maharashtra,Pune,Nalstop,Residential and others,24.2,33,69,129
19-08-05,Maharashtra,Pune,Nalstop,Residential and others,21.7,31.5,31,74
23-08-05,Maharashtra,Pune,Nalstop,Residential and others,19.7,31.7,50,209
26-08-05,Maharashtra,Pune,Nalstop,Residential and others,23.3,32,60,122
30-08-05,Maharashtra,Pune,Nalstop,Residential and others,27.2,29.2,66,196
9/2/2005,Maharashtra,Pune,Nalstop,Residential and others,23,35,67,207
9/6/2005,Maharashtra,Pune,Nalstop,Residential and others,22.8,32.8,66,184
9/9/2005,Maharashtra,Pune,Nalstop,Residential and others,21.3,34.5,50,117
13-09-05,Maharashtra,Pune,Nalstop,Residential and others,24.8,32.7,72,130
16-09-05,Maharashtra,Pune,Nalstop,Residential and others,19.5,28,41,90
11/8/2005,Maharashtra,Pune,Nalstop,Residential and others,26.2,38.7,174,360
11/11/2005,Maharashtra,Pune,Nalstop,Residential and others,22.2,40.7,146,295
15-11-05,Maharashtra,Pune,Nalstop,Residential and others,21.2,37.4,164,323
18-11-05,Maharashtra,Pune,Nalstop,Residential and others,23,40.2,146,319
22-11-05,Maharashtra,Pune,Nalstop,Residential and others,22,37.5,124,254
25-11-05,Maharashtra,Pune,Nalstop,Residential and others,26.2,36.5,125,256
29-11-05,Maharashtra,Pune,Nalstop,Residential and others,23,32.5,113,232
12/2/2005,Maharashtra,Pune,Nalstop,Residential and others,22.6,38.3,137,281
12/6/2005,Maharashtra,Pune,Nalstop,Residential and others,27.9,42.7,155,315
12/9/2005,Maharashtra,Pune,Nalstop,Residential and others,30.2,39.3,139,294
13-12-05,Maharashtra,Pune,Nalstop,Residential and others,36.1,45.9,166,330
16-12-05,Maharashtra,Pune,Nalstop,Residential and others,27.8,33.3,144,290
20-12-05,Maharashtra,Pune,Nalstop,Residential and others,30.6,41.2,154,315
23-12-05,Maharashtra,Pune,Nalstop,Residential and others,26.4,38.8,140,287
27-12-05,Maharashtra,Pune,Nalstop,Residential and others,33.3,50.1,170,350
30-12-05,Maharashtra,Pune,Nalstop,Residential and others,36.4,54,173,353
3/3/2005,Maharashtra,Pune,Swargate,Residential and others,23,44,126,249
3/7/2005,Maharashtra,Pune,Swargate,Residential and others,26,38,75,180
3/10/2005,Maharashtra,Pune,Swargate,Residential and others,25,34,103,240
14-03-05,Maharashtra,Pune,Swargate,Residential and others,24,44,153,335
17-03-05,Maharashtra,Pune,Swargate,Residential and others,25,35,138,348
21-03-05,Maharashtra,Pune,Swargate,Residential and others,25,42,114,322
24-03-05,Maharashtra,Pune,Swargate,Residential and others,28,35,99,371
28-03-05,Maharashtra,Pune,Swargate,Residential and others,30,33,117,286
31-03-05,Maharashtra,Pune,Swargate,Residential and others,24,44,150,405
4/4/2005,Maharashtra,Pune,Swargate,Residential and others,27,39,159,419
4/7/2005,Maharashtra,Pune,Swargate,Residential and others,24,40,84,283
4/11/2005,Maharashtra,Pune,Swargate,Residential and others,27,42,225,545
14-04-05,Maharashtra,Pune,Swargate,Residential and others,25,37,130,425
18-04-05,Maharashtra,Pune,Swargate,Residential and others,28,43,150,558
21-04-05,Maharashtra,Pune,Swargate,Residential and others,28,43,75,284
25-04-05,Maharashtra,Pune,Swargate,Residential and others,23,42,115,281
28-04-05,Maharashtra,Pune,Swargate,Residential and others,23,38,81,178
5/2/2005,Maharashtra,Pune,Swargate,Residential and others,22,37,90,199
5/5/2005,Maharashtra,Pune,Swargate,Residential and others,22,35,66,159
5/9/2005,Maharashtra,Pune,Swargate,Residential and others,20,39,77,199
5/12/2005,Maharashtra,Pune,Swargate,Residential and others,21,39,96,331
16-05-05,Maharashtra,Pune,Swargate,Residential and others,23,41,114,274
19-05-05,Maharashtra,Pune,Swargate,Residential and others,20,38,77,266
23-05-05,Maharashtra,Pune,Swargate,Residential and others,24,38,83,331
26-05-05,Maharashtra,Pune,Swargate,Residential and others,22,38,73,171
30-05-05,Maharashtra,Pune,Swargate,Residential and others,22,38,99,377
6/2/2005,Maharashtra,Pune,Swargate,Residential and others,17.7,36,99,180
6/6/2005,Maharashtra,Pune,Swargate,Residential and others,16.5,31.7,99,180
6/9/2005,Maharashtra,Pune,Swargate,Residential and others,23.2,36,55,162
13-06-05,Maharashtra,Pune,Swargate,Residential and others,21.3,33.3,64,178
16-06-05,Maharashtra,Pune,Swargate,Residential and others,21.3,24.8,60,135
20-06-05,Maharashtra,Pune,Swargate,Residential and others,21.4,32.8,22,78
23-06-05,Maharashtra,Pune,Swargate,Residential and others,16.2,30.5,59,169
27-06-05,Maharashtra,Pune,Swargate,Residential and others,16.5,27.8,50,121
30-06-05,Maharashtra,Pune,Swargate,Residential and others,18.7,30.2,70,124
7/4/2005,Maharashtra,Pune,Swargate,Residential and others,19,32.7,35,77
7/7/2005,Maharashtra,Pune,Swargate,Residential and others,24.5,35.8,41,87
7/11/2005,Maharashtra,Pune,Swargate,Residential and others,23.2,38.5,54,91
14-07-05,Maharashtra,Pune,Swargate,Residential and others,23.3,40.5,46,96
18-07-05,Maharashtra,Pune,Swargate,Residential and others,21,29,48,114
21-07-05,Maharashtra,Pune,Swargate,Residential and others,28,27.5,52,99
25-07-05,Maharashtra,Pune,Swargate,Residential and others,21.5,24.7,60,91
28-07-05,Maharashtra,Pune,Swargate,Residential and others,18.2,27.2,25,62
8/1/2005,Maharashtra,Pune,Swargate,Residential and others,21,29,36,66
8/4/2005,Maharashtra,Pune,Swargate,Residential and others,22.5,29.5,57,115
8/8/2005,Maharashtra,Pune,Swargate,Residential and others,20.2,31.8,54,114
8/11/2005,Maharashtra,Pune,Swargate,Residential and others,23.7,32.2,86,176
18-08-05,Maharashtra,Pune,Swargate,Residential and others,22.6,30,64,163
22-08-05,Maharashtra,Pune,Swargate,Residential and others,24.3,32,58,162
29-08-05,Maharashtra,Pune,Swargate,Residential and others,20.2,37,72,129
9/1/2005,Maharashtra,Pune,Swargate,Residential and others,27.3,35.7,60,86
9/5/2005,Maharashtra,Pune,Swargate,Residential and others,23,29.2,64,136
9/8/2005,Maharashtra,Pune,Swargate,Residential and others,21.7,32.7,90,168
9/12/2005,Maharashtra,Pune,Swargate,Residential and others,23,31,20,73
15-09-05,Maharashtra,Pune,Swargate,Residential and others,25,36,46,121
11/4/2005,Maharashtra,Pune,Swargate,Residential and others,23.1,35.6,168,341
11/5/2005,Maharashtra,Pune,Swargate,Residential and others,22.3,35.8,155,319
11/7/2005,Maharashtra,Pune,Swargate,Residential and others,24.9,40.5,162,345
