Stn Code,Sampling Date,State,City/Town/Village/Area,Location of Monitoring Station,Agency,Type of Location,SO2,NO2,RSPM/PM10,SPM
381,23-12-04,Maharashtra,Pune,"Swargate, Pune",University of Pune,"Residential, Rural and other Areas",26,49,310,156
381,27-12-04,Maharashtra,Pune,"Swargate, Pune",University of Pune,"Residential, Rural and other Areas",31,49,433,159
381,30-12-04,Maharashtra,Pune,"Swargate, Pune",University of Pune,"Residential, Rural and other Areas",25,55,477,162
379,1/2/2004,Maharashtra,Pune,"Nal Stop, Pune",University of Pune,"Residential, Rural and other Areas",34,93,588,238
379,1/6/2004,Maharashtra,Pune,"Nal Stop, Pune",University of Pune,"Residential, Rural and other Areas",39,97,555,230
379,1/9/2004,Maharashtra,Pune,"Nal Stop, Pune",University of Pune,"Residential, Rural and other Areas",48,87,652,262
379,13-01-04,Maharashtra,Pune,"Nal Stop, Pune",University of Pune,"Residential, Rural and other Areas",43,89,709,281
379,16-01-04,Maharashtra,Pune,"Nal Stop, Pune",University of Pune,"Residential, Rural and other Areas",41,80,580,234
379,20-01-04,Maharashtra,Pune,"Nal Stop, Pune",University of Pune,"Residential, Rural and other Areas",43,84,513,213
379,23-01-04,Maharashtra,Pune,"Nal Stop, Pune",University of Pune,"Residential, Rural and other Areas",38,84,484,202
379,27-01-04,Maharashtra,Pune,"Nal Stop, Pune",University of Pune,"Residential, Rural and other Areas",35,77,717,276
379,30-01-04,Maharashtra,Pune,"Nal Stop, Pune",University of Pune,"Residential, Rural and other Areas",40,80,565,229
379,2/3/2004,Maharashtra,Pune,"Nal Stop, Pune",University of Pune,"Residential, Rural and other Areas",30,79,280,130
379,2/6/2004,Maharashtra,Pune,"Nal Stop, Pune",University of Pune,"Residential, Rural and other Areas",37,88,619,248
379,2/10/2004,Maharashtra,Pune,"Nal Stop, Pune",University of Pune,"Residential, Rural and other Areas",48,94,548,230
379,13-02-04,Maharashtra,Pune,"Nal Stop, Pune",University of Pune,"Residential, Rural and other Areas",34,79,350,154
379,17-02-04,Maharashtra,Pune,"Nal Stop, Pune",University of Pune,"Residential, Rural and other Areas",32,75,386,164
379,20-02-04,Maharashtra,Pune,"Nal Stop, Pune",University of Pune,"Residential, Rural and other Areas",34,76,433,181
379,24-02-04,Maharashtra,Pune,"Nal Stop, Pune",University of Pune,"Residential, Rural and other Areas",35,86,697,273
379,27-02-04,Maharashtra,Pune,"Nal Stop, Pune",University of Pune,"Residential, Rural and other Areas",41,93,838,324
379,3/2/2004,Maharashtra,Pune,"Nal Stop, Pune",University of Pune,"Residential, Rural and other Areas",40,93,775,303
379,3/5/2004,Maharashtra,Pune,"Nal Stop, Pune",University of Pune,"Residential, Rural and other Areas",45,89,897,343
379,3/9/2004,Maharashtra,Pune,"Nal Stop, Pune",University of Pune,"Residential, Rural and other Areas",36,94,541,224
379,3/12/2004,Maharashtra,Pune,"Nal Stop, Pune",University of Pune,"Residential, Rural and other Areas",47,79,946,357
379,16-03-04,Maharashtra,Pune,"Nal Stop, Pune",University of Pune,"Residential, Rural and other Areas",36,69,841,315
379,19-03-04,Maharashtra,Pune,"Nal Stop, Pune",University of Pune,"Residential, Rural and other Areas",45,81,819,315
379,23-03-04,Maharashtra,Pune,"Nal Stop, Pune",University of Pune,"Residential, Rural and other Areas",38,80,595,238
379,26-03-04,Maharashtra,Pune,"Nal Stop, Pune",University of Pune,"Residential, Rural and other Areas",41,76,702,273
379,30-03-04,Maharashtra,Pune,"Nal Stop, Pune",University of Pune,"Residential, Rural and other Areas",48,76,466,197
379,4/2/2004,Maharashtra,Pune,"Nal Stop, Pune",University of Pune,"Residential, Rural and other Areas",33,82,507,207
379,4/6/2004,Maharashtra,Pune,"Nal Stop, Pune",University of Pune,"Residential, Rural and other Areas",29,64,509,201
379,13-04-04,Maharashtra,Pune,"Nal Stop, Pune",University of Pune,"Residential, Rural and other Areas",26,33,532,197
379,16-04-04,Maharashtra,Pune,"Nal Stop, Pune",University of Pune,"Residential, Rural and other Areas",34,74,606,238
379,20-04-04,Maharashtra,Pune,"Nal Stop, Pune",University of Pune,"Residential, Rural and other Areas",26,49,358,144
379,23-04-04,Maharashtra,Pune,"Nal Stop, Pune",University of Pune,"Residential, Rural and other Areas",23,48,382,151
379,27-04-04,Maharashtra,Pune,"Nal Stop, Pune",University of Pune,"Residential, Rural and other Areas",24,48,387,153
379,30-04-04,Maharashtra,Pune,"Nal Stop, Pune",University of Pune,"Residential, Rural and other Areas",27,40,224,97
379,5/4/2004,Maharashtra,Pune,"Nal Stop, Pune",University of Pune,"Residential, Rural and other Areas",30,30,369,143
379,5/7/2004,Maharashtra,Pune,"Nal Stop, Pune",University of Pune,"Residential, Rural and other Areas",35,35,369,146
379,5/11/2004,Maharashtra,Pune,"Nal Stop, Pune",University of Pune,"Residential, Rural and other Areas",33,35,331,133
379,14-05-04,Maharashtra,Pune,"Nal Stop, Pune",University of Pune,"Residential, Rural and other Areas",32,43,420,165
379,18-05-04,Maharashtra,Pune,"Nal Stop, Pune",University of Pune,"Residential, Rural and other Areas",32,38,266,112
379,21-05-04,Maharashtra,Pune,"Nal Stop, Pune",University of Pune,"Residential, Rural and other Areas",31,44,311,129
379,25-05-04,Maharashtra,Pune,"Nal Stop, Pune",University of Pune,"Residential, Rural and other Areas",29,42,232,101
379,28-05-04,Maharashtra,Pune,"Nal Stop, Pune",University of Pune,"Residential, Rural and other Areas",29,53,230,104
379,6/1/2004,Maharashtra,Pune,"Nal Stop, Pune",University of Pune,"Residential, Rural and other Areas",25,47,138,70
379,6/4/2004,Maharashtra,Pune,"Nal Stop, Pune",University of Pune,"Residential, Rural and other Areas",30,29,124,61
379,6/8/2004,Maharashtra,Pune,"Nal Stop, Pune",University of Pune,"Residential, Rural and other Areas",31,42,148,74
379,6/11/2004,Maharashtra,Pune,"Nal Stop, Pune",University of Pune,"Residential, Rural and other Areas",24,44,167,78
379,15-06-04,Maharashtra,Pune,"Nal Stop, Pune",University of Pune,"Residential, Rural and other Areas",37,43,117,66
379,18-06-04,Maharashtra,Pune,"Nal Stop, Pune",University of Pune,"Residential, Rural and other Areas",32,40,124,65
379,22-06-04,Maharashtra,Pune,"Nal Stop, Pune",University of Pune,"Residential, Rural and other Areas",25,37,166,76
379,25-06-04,Maharashtra,Pune,"Nal Stop, Pune",University of Pune,"Residential, Rural and other Areas",26,52,139,72
379,29-06-04,Maharashtra,Pune,"Nal Stop, Pune",University of Pune,"Residential, Rural and other Areas",30,54,165,83
379,7/2/2004,Maharashtra,Pune,"Nal Stop, Pune",University of Pune,"Residential, Rural and other Areas",28,46,73,49
379,7/6/2004,Maharashtra,Pune,"Nal Stop, Pune",University of Pune,"Residential, Rural and other Areas",24,40,59,41
379,7/9/2004,Maharashtra,Pune,"Nal Stop, Pune",University of Pune,"Residential, Rural and other Areas",30,42,92,55
379,13-07-04,Maharashtra,Pune,"Nal Stop, Pune",University of Pune,"Residential, Rural and other Areas",24,33,126,61
379,16-07-04,Maharashtra,Pune,"Nal Stop, Pune",University of Pune,"Residential, Rural and other Areas",22,37,140,66
379,20-07-04,Maharashtra,Pune,"Nal Stop, Pune",University of Pune,"Residential, Rural and other Areas",25,42,101,56
379,23-07-04,Maharashtra,Pune,"Nal Stop, Pune",University of Pune,"Residential, Rural and other Areas",22,37,141,67
379,27-07-04,Maharashtra,Pune,"Nal Stop, Pune",University of Pune,"Residential, Rural and other Areas",23,37,101,54
379,30-07-04,Maharashtra,Pune,"Nal Stop, Pune",University of Pune,"Residential, Rural and other Areas",19,32,122,58
379,8/3/2004,Maharashtra,Pune,"Nal Stop, Pune",University of Pune,"Residential, Rural and other Areas",27,38,98,54
379,8/6/2004,Maharashtra,Pune,"Nal Stop, Pune",University of Pune,"Residential, Rural and other Areas",22,35,115,57
379,8/10/2004,Maharashtra,Pune,"Nal Stop, Pune",University of Pune,"Residential, Rural and other Areas",26,37,116,60
379,13-08-04,Maharashtra,Pune,"Nal Stop, Pune",University of Pune,"Residential, Rural and other Areas",26,39,84,49
379,17-08-04,Maharashtra,Pune,"Nal Stop, Pune",University of Pune,"Residential, Rural and other Areas",31,40,83,51
379,20-08-04,Maharashtra,Pune,"Nal Stop, Pune",University of Pune,"Residential, Rural and other Areas",24,36,104,55
379,24-08-04,Maharashtra,Pune,"Nal Stop, Pune",University of Pune,"Residential, Rural and other Areas",25,34,137,65
379,27-08-04,Maharashtra,Pune,"Nal Stop, Pune",University of Pune,"Residential, Rural and other Areas",26,36,119,60
379,31-08-04,Maharashtra,Pune,"Nal Stop, Pune",University of Pune,"Residential, Rural and other Areas",26,42,155,74
379,9/3/2004,Maharashtra,Pune,"Nal Stop, Pune",University of Pune,"Residential, Rural and other Areas",33,59,163,85
379,9/7/2004,Maharashtra,Pune,"Nal Stop, Pune",University of Pune,"Residential, Rural and other Areas",32,47,123,67
379,9/10/2004,Maharashtra,Pune,"Nal Stop, Pune",University of Pune,"Residential, Rural and other Areas",30,52,135,72
379,14-09-04,Maharashtra,Pune,"Nal Stop, Pune",University of Pune,"Residential, Rural and other Areas",26,48,119,64
379,17-09-04,Maharashtra,Pune,"Nal Stop, Pune",University of Pune,"Residential, Rural and other Areas",27,44,165,79
379,24-09-04,Maharashtra,Pune,"Nal Stop, Pune",University of Pune,"Residential, Rural and other Areas",28,46,213,95
379,28-09-04,Maharashtra,Pune,"Nal Stop, Pune",University of Pune,"Residential, Rural and other Areas",32,50,175,86
379,10/1/2004,Maharashtra,Pune,"Nal Stop, Pune",University of Pune,"Residential, Rural and other Areas",26,50,149,75
379,10/5/2004,Maharashtra,Pune,"Nal Stop, Pune",University of Pune,"Residential, Rural and other Areas",20,52,95,56
379,10/8/2004,Maharashtra,Pune,"Nal Stop, Pune",University of Pune,"Residential, Rural and other Areas",27,48,92,56
379,10/12/2004,Maharashtra,Pune,"Nal Stop, Pune",University of Pune,"Residential, Rural and other Areas",31,50,112,64
379,15-10-04,Maharashtra,Pune,"Nal Stop, Pune",University of Pune,"Residential, Rural and other Areas",27,54,196,92
379,19-10-04,Maharashtra,Pune,"Nal Stop, Pune",University of Pune,"Residential, Rural and other Areas",28,49,282,120
379,22-10-04,Maharashtra,Pune,"Nal Stop, Pune",University of Pune,"Residential, Rural and other Areas",28,46,291,122
379,26-10-04,Maharashtra,Pune,"Nal Stop, Pune",University of Pune,"Residential, Rural and other Areas",29,49,255,111
379,29-10-04,Maharashtra,Pune,"Nal Stop, Pune",University of Pune,"Residential, Rural and other Areas",30,52,325,136
379,11/2/2004,Maharashtra,Pune,"Nal Stop, Pune",University of Pune,"Residential, Rural and other Areas",35,57,267,119
379,11/5/2004,Maharashtra,Pune,"Nal Stop, Pune",University of Pune,"Residential, Rural and other Areas",28,51,208,95
379,11/9/2004,Maharashtra,Pune,"Nal Stop, Pune",University of Pune,"Residential, Rural and other Areas",30,54,231,105
379,11/12/2004,Maharashtra,Pune,"Nal Stop, Pune",University of Pune,"Residential, Rural and other Areas",56,69,724,283
379,13-11-04,Maharashtra,Pune,"Nal Stop, Pune",University of Pune,"Residential, Rural and other Areas",33,53,265,117
379,19-11-04,Maharashtra,Pune,"Nal Stop, Pune",University of Pune,"Residential, Rural and other Areas",34,50,342,142
379,23-11-04,Maharashtra,Pune,"Nal Stop, Pune",University of Pune,"Residential, Rural and other Areas",35,48,472,185
379,26-11-04,Maharashtra,Pune,"Nal Stop, Pune",University of Pune,"Residential, Rural and other Areas",28,49,323,133
379,30-11-04,Maharashtra,Pune,"Nal Stop, Pune",University of Pune,"Residential, Rural and other Areas",28,45,377,150
379,12/3/2004,Maharashtra,Pune,"Nal Stop, Pune",University of Pune,"Residential, Rural and other Areas",28,28,369,142
379,12/7/2004,Maharashtra,Pune,"Nal Stop, Pune",University of Pune,"Residential, Rural and other Areas",32,32,289,118
379,12/10/2004,Maharashtra,Pune,"Nal Stop, Pune",University of Pune,"Residential, Rural and other Areas",26,26,330,128
379,14-12-04,Maharashtra,Pune,"Nal Stop, Pune",University of Pune,"Residential, Rural and other Areas",32,32,506,190
379,17-12-04,Maharashtra,Pune,"Nal Stop, Pune",University of Pune,"Residential, Rural and other Areas",28,28,481,179
379,21-12-04,Maharashtra,Pune,"Nal Stop, Pune",University of Pune,"Residential, Rural and other Areas",36,36,359,143
379,24-12-04,Maharashtra,Pune,"Nal Stop, Pune",University of Pune,"Residential, Rural and other Areas",33,33,389,152
379,28-12-04,Maharashtra,Pune,"Nal Stop, Pune",University of Pune,"Residential, Rural and other Areas",33,33,414,160
379,31-12-04,Maharashtra,Pune,"Nal Stop, Pune",University of Pune,"Residential, Rural and other Areas",29,29,346,135
312,1/3/2004,Maharashtra,Pune,"Bhosari, Pune",University of Pune,Industrial Area,29,48,161,276
312,1/7/2004,Maharashtra,Pune,"Bhosari, Pune",University of Pune,Industrial Area,43,40,88,264
312,1/10/2004,Maharashtra,Pune,"Bhosari, Pune",University of Pune,Industrial Area,41,40,97,190
312,14-01-04,Maharashtra,Pune,"Bhosari, Pune",University of Pune,Industrial Area,39,47,58,168
312,17-01-04,Maharashtra,Pune,"Bhosari, Pune",University of Pune,Industrial Area,31,35,67,131
312,21-01-04,Maharashtra,Pune,"Bhosari, Pune",University of Pune,Industrial Area,47,53,47,201
312,24-01-04,Maharashtra,Pune,"Bhosari, Pune",University of Pune,Industrial Area,27,42,74,124
312,28-01-04,Maharashtra,Pune,"Bhosari, Pune",University of Pune,Industrial Area,39,36,120,288
312,31-01-04,Maharashtra,Pune,"Bhosari, Pune",University of Pune,Industrial Area,34,42,62,141
312,2/4/2004,Maharashtra,Pune,"Bhosari, Pune",University of Pune,Industrial Area,32,49,140,224
312,2/7/2004,Maharashtra,Pune,"Bhosari, Pune",University of Pune,Industrial Area,30,42,91,174
312,2/11/2004,Maharashtra,Pune,"Bhosari, Pune",University of Pune,Industrial Area,34,35,98,216
312,14-02-04,Maharashtra,Pune,"Bhosari, Pune",University of Pune,Industrial Area,32,40,123,260
312,18-02-04,Maharashtra,Pune,"Bhosari, Pune",University of Pune,Industrial Area,35,41,98,208
312,21-02-04,Maharashtra,Pune,"Bhosari, Pune",University of Pune,Industrial Area,30,45,93,182
312,25-02-04,Maharashtra,Pune,"Bhosari, Pune",University of Pune,Industrial Area,30,40,101,296
312,28-02-04,Maharashtra,Pune,"Bhosari, Pune",University of Pune,Industrial Area,36,41,98,201
312,3/3/2004,Maharashtra,Pune,"Bhosari, Pune",University of Pune,Industrial Area,42,43,69,163
312,3/6/2004,Maharashtra,Pune,"Bhosari, Pune",University of Pune,Industrial Area,42,47,128,219
312,3/10/2004,Maharashtra,Pune,"Bhosari, Pune",University of Pune,Industrial Area,44,41,78,274
312,13-03-04,Maharashtra,Pune,"Bhosari, Pune",University of Pune,Industrial Area,43,38,126,206
312,17-03-04,Maharashtra,Pune,"Bhosari, Pune",University of Pune,Industrial Area,35,45,115,265
312,20-03-04,Maharashtra,Pune,"Bhosari, Pune",University of Pune,Industrial Area,36,33,106,217
312,24-03-04,Maharashtra,Pune,"Bhosari, Pune",University of Pune,Industrial Area,31,41,85,227
312,27-03-04,Maharashtra,Pune,"Bhosari, Pune",University of Pune,Industrial Area,32,41,67,177
312,31-03-04,Maharashtra,Pune,"Bhosari, Pune",University of Pune,Industrial Area,39,39,86,201
312,4/3/2004,Maharashtra,Pune,"Bhosari, Pune",University of Pune,Industrial Area,29,39,67,124
312,4/7/2004,Maharashtra,Pune,"Bhosari, Pune",University of Pune,Industrial Area,33,39,92,229
312,4/10/2004,Maharashtra,Pune,"Bhosari, Pune",University of Pune,Industrial Area,30,31,51,120
312,14-04-04,Maharashtra,Pune,"Bhosari, Pune",University of Pune,Industrial Area,29,34,69,128
312,16-04-04,Maharashtra,Pune,"Bhosari, Pune",University of Pune,Industrial Area,33,47,66,148
312,21-04-04,Maharashtra,Pune,"Bhosari, Pune",University of Pune,Industrial Area,33,42,62,155
312,24-04-04,Maharashtra,Pune,"Bhosari, Pune",University of Pune,Industrial Area,34,45,106,248
312,28-04-04,Maharashtra,Pune,"Bhosari, Pune",University of Pune,Industrial Area,30,41,103,227
312,5/1/2004,Maharashtra,Pune,"Bhosari, Pune",University of Pune,Industrial Area,27,33,104,215
312,5/5/2004,Maharashtra,Pune,"Bhosari, Pune",University of Pune,Industrial Area,26,35,87,217
312,5/8/2004,Maharashtra,Pune,"Bhosari, Pune",University of Pune,Industrial Area,34,36,60,142
312,5/12/2004,Maharashtra,Pune,"Bhosari, Pune",University of Pune,Industrial Area,27,33,76,149
312,15-05-04,Maharashtra,Pune,"Bhosari, Pune",University of Pune,Industrial Area,31,34,50,100
312,19-05-04,Maharashtra,Pune,"Bhosari, Pune",University of Pune,Industrial Area,26,36,32,81
312,22-05-04,Maharashtra,Pune,"Bhosari, Pune",University of Pune,Industrial Area,23,33,58,166
312,26-05-04,Maharashtra,Pune,"Bhosari, Pune",University of Pune,Industrial Area,25,41,75,162
312,29-05-04,Maharashtra,Pune,"Bhosari, Pune",University of Pune,Industrial Area,22,35,37,152
312,6/2/2004,Maharashtra,Pune,"Bhosari, Pune",University of Pune,Industrial Area,30,29,49,110
312,6/5/2004,Maharashtra,Pune,"Bhosari, Pune",University of Pune,Industrial Area,30,33,42,125
312,6/9/2004,Maharashtra,Pune,"Bhosari, Pune",University of Pune,Industrial Area,28,34,36,79
312,6/12/2004,Maharashtra,Pune,"Bhosari, Pune",University of Pune,Industrial Area,25,39,27,47
312,16-06-04,Maharashtra,Pune,"Bhosari, Pune",University of Pune,Industrial Area,31,37,28,68
312,19-06-04,Maharashtra,Pune,"Bhosari, Pune",University of Pune,Industrial Area,32,34,33,62
312,23-06-04,Maharashtra,Pune,"Bhosari, Pune",University of Pune,Industrial Area,30,39,34,81
312,26-06-04,Maharashtra,Pune,"Bhosari, Pune",University of Pune,Industrial Area,28,38,31,57
312,30-06-04,Maharashtra,Pune,"Bhosari, Pune",University of Pune,Industrial Area,28,36,24,49
312,7/3/2004,Maharashtra,Pune,"Bhosari, Pune",University of Pune,Industrial Area,20,37,30,66
312,7/7/2004,Maharashtra,Pune,"Bhosari, Pune",University of Pune,Industrial Area,26,35,24,66
312,7/10/2004,Maharashtra,Pune,"Bhosari, Pune",University of Pune,Industrial Area,25,30,27,61
312,14-07-04,Maharashtra,Pune,"Bhosari, Pune",University of Pune,Industrial Area,25,28,36,71
312,17-07-04,Maharashtra,Pune,"Bhosari, Pune",University of Pune,Industrial Area,18,21,32,62
312,21-07-04,Maharashtra,Pune,"Bhosari, Pune",University of Pune,Industrial Area,17,22,35,93
312,24-07-04,Maharashtra,Pune,"Bhosari, Pune",University of Pune,Industrial Area,15,22,22,49
312,28-07-04,Maharashtra,Pune,"Bhosari, Pune",University of Pune,Industrial Area,17,23,17,37
312,31-07-04,Maharashtra,Pune,"Bhosari, Pune",University of Pune,Industrial Area,19,21,18,56
312,8/4/2004,Maharashtra,Pune,"Bhosari, Pune",University of Pune,Industrial Area,22,26,17,49
312,8/7/2004,Maharashtra,Pune,"Bhosari, Pune",University of Pune,Industrial Area,21,26,19,53
312,8/11/2004,Maharashtra,Pune,"Bhosari, Pune",University of Pune,Industrial Area,21,26,30,52
312,14-08-04,Maharashtra,Pune,"Bhosari, Pune",University of Pune,Industrial Area,26,25,20,54
312,18-08-04,Maharashtra,Pune,"Bhosari, Pune",University of Pune,Industrial Area,22,29,33,62
312,21-08-04,Maharashtra,Pune,"Bhosari, Pune",University of Pune,Industrial Area,25,29,30,62
312,25-08-04,Maharashtra,Pune,"Bhosari, Pune",University of Pune,Industrial Area,25,31,47,80
312,28-08-04,Maharashtra,Pune,"Bhosari, Pune",University of Pune,Industrial Area,25,36,46,89
312,9/1/2004,Maharashtra,Pune,"Bhosari, Pune",University of Pune,Industrial Area,24,34,58,112
312,9/4/2004,Maharashtra,Pune,"Bhosari, Pune",University of Pune,Industrial Area,25,36,46,91
312,9/8/2004,Maharashtra,Pune,"Bhosari, Pune",University of Pune,Industrial Area,27,34,53,101
312,9/11/2004,Maharashtra,Pune,"Bhosari, Pune",University of Pune,Industrial Area,25,34,47,79
312,15-09-04,Maharashtra,Pune,"Bhosari, Pune",University of Pune,Industrial Area,28,33,49,80
312,18-09-04,Maharashtra,Pune,"Bhosari, Pune",University of Pune,Industrial Area,24,34,19,56
312,25-09-04,Maharashtra,Pune,"Bhosari, Pune",University of Pune,Industrial Area,26,35,20,50
312,10/2/2004,Maharashtra,Pune,"Bhosari, Pune",University of Pune,Industrial Area,25,33,60,119
312,10/6/2004,Maharashtra,Pune,"Bhosari, Pune",University of Pune,Industrial Area,25,30,45,103
312,10/9/2004,Maharashtra,Pune,"Bhosari, Pune",University of Pune,Industrial Area,24,36,72,144
312,13-10-04,Maharashtra,Pune,"Bhosari, Pune",University of Pune,Industrial Area,24,31,75,147
312,16-10-04,Maharashtra,Pune,"Bhosari, Pune",University of Pune,Industrial Area,25,28,47,96
312,20-10-04,Maharashtra,Pune,"Bhosari, Pune",University of Pune,Industrial Area,26,31,88,157
312,23-10-04,Maharashtra,Pune,"Bhosari, Pune",University of Pune,Industrial Area,24,36,115,157
312,27-10-04,Maharashtra,Pune,"Bhosari, Pune",University of Pune,Industrial Area,26,31,105,164
312,30-10-04,Maharashtra,Pune,"Bhosari, Pune",University of Pune,Industrial Area,27,31,87,132
312,11/3/2004,Maharashtra,Pune,"Bhosari, Pune",University of Pune,Industrial Area,29,31,94,198
312,11/6/2004,Maharashtra,Pune,"Bhosari, Pune",University of Pune,Industrial Area,31,31,132,213
312,11/12/2004,Maharashtra,Pune,"Bhosari, Pune",University of Pune,Industrial Area,27,27,129,211
312,17-11-04,Maharashtra,Pune,"Bhosari, Pune",University of Pune,Industrial Area,31,37,27,75
312,20-11-04,Maharashtra,Pune,"Bhosari, Pune",University of Pune,Industrial Area,28,24,113,150
312,24-11-04,Maharashtra,Pune,"Bhosari, Pune",University of Pune,Industrial Area,23,31,121,168
312,27-11-04,Maharashtra,Pune,"Bhosari, Pune",University of Pune,Industrial Area,23,29,93,169
312,12/1/2004,Maharashtra,Pune,"Bhosari, Pune",University of Pune,Industrial Area,27,31,144,216
312,12/4/2004,Maharashtra,Pune,"Bhosari, Pune",University of Pune,Industrial Area,28,29,66,145
312,12/8/2004,Maharashtra,Pune,"Bhosari, Pune",University of Pune,Industrial Area,24,32,151,205
312,12/11/2004,Maharashtra,Pune,"Bhosari, Pune",University of Pune,Industrial Area,20,34,89,170
312,15-12-04,Maharashtra,Pune,"Bhosari, Pune",University of Pune,Industrial Area,24,35,121,153
312,18-12-04,Maharashtra,Pune,"Bhosari, Pune",University of Pune,Industrial Area,21,33,180,271
312,22-12-04,Maharashtra,Pune,"Bhosari, Pune",University of Pune,Industrial Area,29,27,183,288
312,25-12-04,Maharashtra,Pune,"Bhosari, Pune",University of Pune,Industrial Area,26,31,221,405
312,29-12-04,Maharashtra,Pune,"Bhosari, Pune",University of Pune,Industrial Area,25,33,199,301
349,1/1/2004,Maharashtra,Mumbai,"Worli, Mumbai",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",NA,NA,NA,106.7
349,1/5/2004,Maharashtra,Mumbai,"Worli, Mumbai",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",NA,NA,NA,160.7
349,1/7/2004,Maharashtra,Mumbai,"Worli, Mumbai",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",NA,NA,NA,109.7
349,1/12/2004,Maharashtra,Mumbai,"Worli, Mumbai",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",NA,NA,NA,185.3
349,14-01-04,Maharashtra,Mumbai,"Worli, Mumbai",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",NA,NA,NA,149
349,19-01-04,Maharashtra,Mumbai,"Worli, Mumbai",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",NA,NA,NA,87
349,21-01-04,Maharashtra,Mumbai,"Worli, Mumbai",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",NA,NA,NA,41.3
349,28-01-04,Maharashtra,Mumbai,"Worli, Mumbai",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",NA,NA,NA,92.7
349,2/3/2004,Maharashtra,Mumbai,"Worli, Mumbai",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",NA,NA,NA,118.3
349,2/5/2004,Maharashtra,Mumbai,"Worli, Mumbai",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",NA,NA,NA,117.3
349,2/9/2004,Maharashtra,Mumbai,"Worli, Mumbai",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",NA,NA,NA,91.3
349,2/11/2004,Maharashtra,Mumbai,"Worli, Mumbai",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",NA,NA,NA,89
349,16-02-04,Maharashtra,Mumbai,"Worli, Mumbai",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",NA,NA,NA,126
349,18-02-04,Maharashtra,Mumbai,"Worli, Mumbai",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",NA,NA,NA,51
349,23-02-04,Maharashtra,Mumbai,"Worli, Mumbai",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",NA,NA,NA,123
349,25-02-04,Maharashtra,Mumbai,"Worli, Mumbai",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",NA,NA,NA,102.7
349,3/3/2004,Maharashtra,Mumbai,"Worli, Mumbai",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",NA,NA,NA,111.7
349,3/8/2004,Maharashtra,Mumbai,"Worli, Mumbai",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",NA,NA,NA,141.7
349,3/10/2004,Maharashtra,Mumbai,"Worli, Mumbai",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",NA,NA,NA,90
349,15-03-04,Maharashtra,Mumbai,"Worli, Mumbai",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",NA,NA,NA,138
349,17-03-04,Maharashtra,Mumbai,"Worli, Mumbai",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",NA,NA,NA,43.3
349,22-03-04,Maharashtra,Mumbai,"Worli, Mumbai",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",NA,NA,NA,58
349,24-03-04,Maharashtra,Mumbai,"Worli, Mumbai",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",NA,NA,NA,139
349,29-03-04,Maharashtra,Mumbai,"Worli, Mumbai",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",NA,NA,NA,41.3
349,4/1/2004,Maharashtra,Mumbai,"Worli, Mumbai",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",NA,NA,NA,81.3
349,4/6/2004,Maharashtra,Mumbai,"Worli, Mumbai",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",NA,NA,NA,50
349,4/12/2004,Maharashtra,Mumbai,"Worli, Mumbai",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",NA,NA,NA,63
349,14-04-04,Maharashtra,Mumbai,"Worli, Mumbai",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",NA,NA,NA,37
349,19-04-04,Maharashtra,Mumbai,"Worli, Mumbai",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",NA,NA,NA,65
349,21-04-04,Maharashtra,Mumbai,"Worli, Mumbai",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",NA,NA,NA,73.3
349,26-04-04,Maharashtra,Mumbai,"Worli, Mumbai",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",NA,NA,NA,74.3
349,28-04-04,Maharashtra,Mumbai,"Worli, Mumbai",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",NA,NA,NA,67
349,5/3/2004,Maharashtra,Mumbai,"Worli, Mumbai",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",NA,NA,NA,119.3
