Stn Code,Sampling Date,State,City/Town/Village/Area,Location of Monitoring Station,Agency,Type of Location,SO2,NO2,RSPM/PM10,SPM
300,26-11-04,Maharashtra,Solapur,"Chitale Clinic, Solapur","Walchand Institute of Technology, Solapur","Residential, Rural and other Areas",18.17,38.33,124.67,360.33
300,27-11-04,Maharashtra,Solapur,"Chitale Clinic, Solapur","Walchand Institute of Technology, Solapur","Residential, Rural and other Areas",18.83,39.5,126,323
300,12/3/2004,Maharashtra,Solapur,"Chitale Clinic, Solapur","Walchand Institute of Technology, Solapur","Residential, Rural and other Areas",18,39.83,133.67,357.33
300,12/4/2004,Maharashtra,Solapur,"Chitale Clinic, Solapur","Walchand Institute of Technology, Solapur","Residential, Rural and other Areas",17,37.25,132,353.5
300,12/10/2004,Maharashtra,Solapur,"Chitale Clinic, Solapur","Walchand Institute of Technology, Solapur","Residential, Rural and other Areas",18.17,40.17,145,362.67
300,12/11/2004,Maharashtra,Solapur,"Chitale Clinic, Solapur","Walchand Institute of Technology, Solapur","Residential, Rural and other Areas",19.5,39,148.5,368.5
300,17-12-04,Maharashtra,Solapur,"Chitale Clinic, Solapur","Walchand Institute of Technology, Solapur","Residential, Rural and other Areas",19.5,40,134.5,366
300,18-12-04,Maharashtra,Solapur,"Chitale Clinic, Solapur","Walchand Institute of Technology, Solapur","Residential, Rural and other Areas",18.67,39.5,129.67,357.33
300,24-12-04,Maharashtra,Solapur,"Chitale Clinic, Solapur","Walchand Institute of Technology, Solapur","Residential, Rural and other Areas",18.83,39.5,142,360
300,25-12-04,Maharashtra,Solapur,"Chitale Clinic, Solapur","Walchand Institute of Technology, Solapur","Residential, Rural and other Areas",18.5,39.33,132.33,332.67
300,31-12-04,Maharashtra,Solapur,"Chitale Clinic, Solapur","Walchand Institute of Technology, Solapur","Residential, Rural and other Areas",20.5,41.83,161,385
287,1/2/2004,Maharashtra,Nagpur,Institution of Engineers.,Visveshwaraya National Institute Of Technology,"Residential, Rural and other Areas",10.7,20.3,114,295
287,1/6/2004,Maharashtra,Nagpur,Institution of Engineers.,Visveshwaraya National Institute Of Technology,"Residential, Rural and other Areas",10.1,19.8,70,238.5
287,1/9/2004,Maharashtra,Nagpur,Institution of Engineers.,Visveshwaraya National Institute Of Technology,"Residential, Rural and other Areas",9,15.8,82.3,261.3
287,14-01-04,Maharashtra,Nagpur,Institution of Engineers.,Visveshwaraya National Institute Of Technology,"Residential, Rural and other Areas",13.6,21,113,277.3
287,15-01-04,Maharashtra,Nagpur,Institution of Engineers.,Visveshwaraya National Institute Of Technology,"Residential, Rural and other Areas",10.5,18.2,115.3,288.7
287,20-01-04,Maharashtra,Nagpur,Institution of Engineers.,Visveshwaraya National Institute Of Technology,"Residential, Rural and other Areas",9.9,17.1,85.3,270.7
287,23-01-04,Maharashtra,Nagpur,Institution of Engineers.,Visveshwaraya National Institute Of Technology,"Residential, Rural and other Areas",9,15.9,61.7,221.7
287,28-01-04,Maharashtra,Nagpur,Institution of Engineers.,Visveshwaraya National Institute Of Technology,"Residential, Rural and other Areas",9.1,16.2,33.7,160.3
287,30-01-04,Maharashtra,Nagpur,Institution of Engineers.,Visveshwaraya National Institute Of Technology,"Residential, Rural and other Areas",10.2,16.1,79.7,233
287,2/2/2004,Maharashtra,Nagpur,Institution of Engineers.,Visveshwaraya National Institute Of Technology,"Residential, Rural and other Areas",8.8,17,57.7,211.3
287,2/6/2004,Maharashtra,Nagpur,Institution of Engineers.,Visveshwaraya National Institute Of Technology,"Residential, Rural and other Areas",9.9,17,70,240
287,2/11/2004,Maharashtra,Nagpur,Institution of Engineers.,Visveshwaraya National Institute Of Technology,"Residential, Rural and other Areas",8.3,15.5,72,228
287,2/12/2004,Maharashtra,Nagpur,Institution of Engineers.,Visveshwaraya National Institute Of Technology,"Residential, Rural and other Areas",8.3,16.2,92,265.3
287,17-02-04,Maharashtra,Nagpur,Institution of Engineers.,Visveshwaraya National Institute Of Technology,"Residential, Rural and other Areas",9.3,16,76,229
287,21-02-04,Maharashtra,Nagpur,Institution of Engineers.,Visveshwaraya National Institute Of Technology,"Residential, Rural and other Areas",9.3,17,48,193
287,25-02-04,Maharashtra,Nagpur,Institution of Engineers.,Visveshwaraya National Institute Of Technology,"Residential, Rural and other Areas",10.1,16.8,75.3,274.3
287,28-02-04,Maharashtra,Nagpur,Institution of Engineers.,Visveshwaraya National Institute Of Technology,"Residential, Rural and other Areas",8.7,16.1,66,250.5
287,3/10/2004,Maharashtra,Nagpur,Institution of Engineers.,Visveshwaraya National Institute Of Technology,"Residential, Rural and other Areas",10.1,16.8,76.5,250
287,13-03-04,Maharashtra,Nagpur,Institution of Engineers.,Visveshwaraya National Institute Of Technology,"Residential, Rural and other Areas",9.1,16.8,78.3,283
287,17-03-04,Maharashtra,Nagpur,Institution of Engineers.,Visveshwaraya National Institute Of Technology,"Residential, Rural and other Areas",9.3,15.5,53,191.3
287,20-03-04,Maharashtra,Nagpur,Institution of Engineers.,Visveshwaraya National Institute Of Technology,"Residential, Rural and other Areas",11.6,18.6,77.7,245.3
287,24-03-04,Maharashtra,Nagpur,Institution of Engineers.,Visveshwaraya National Institute Of Technology,"Residential, Rural and other Areas",8.9,16.6,57.3,207
287,27-03-04,Maharashtra,Nagpur,Institution of Engineers.,Visveshwaraya National Institute Of Technology,"Residential, Rural and other Areas",11.4,19.7,48,277.3
287,29-03-04,Maharashtra,Nagpur,Institution of Engineers.,Visveshwaraya National Institute Of Technology,"Residential, Rural and other Areas",8.6,15.9,73.7,249.3
287,4/1/2004,Maharashtra,Nagpur,Institution of Engineers.,Visveshwaraya National Institute Of Technology,"Residential, Rural and other Areas",9,15.8,44.3,181
287,4/3/2004,Maharashtra,Nagpur,Institution of Engineers.,Visveshwaraya National Institute Of Technology,"Residential, Rural and other Areas",10,17.1,52.7,206.3
287,4/6/2004,Maharashtra,Nagpur,Institution of Engineers.,Visveshwaraya National Institute Of Technology,"Residential, Rural and other Areas",10.5,16.4,49.3,191
287,4/8/2004,Maharashtra,Nagpur,Institution of Engineers.,Visveshwaraya National Institute Of Technology,"Residential, Rural and other Areas",8.4,15.2,49.7,203.3
287,13-04-04,Maharashtra,Nagpur,Institution of Engineers.,Visveshwaraya National Institute Of Technology,"Residential, Rural and other Areas",8.3,15.1,34.7,164.7
287,16-04-04,Maharashtra,Nagpur,Institution of Engineers.,Visveshwaraya National Institute Of Technology,"Residential, Rural and other Areas",8.9,15.5,47.3,185.7
287,21-04-04,Maharashtra,Nagpur,Institution of Engineers.,Visveshwaraya National Institute Of Technology,"Residential, Rural and other Areas",9.1,15.6,46.7,187.3
287,22-04-04,Maharashtra,Nagpur,Institution of Engineers.,Visveshwaraya National Institute Of Technology,"Residential, Rural and other Areas",7.3,14.5,41.7,172.7
287,27-04-04,Maharashtra,Nagpur,Institution of Engineers.,Visveshwaraya National Institute Of Technology,"Residential, Rural and other Areas",8.6,14.6,61.7,212.7
287,5/1/2004,Maharashtra,Nagpur,Institution of Engineers.,Visveshwaraya National Institute Of Technology,"Residential, Rural and other Areas",8.4,15.2,51.7,166.7
287,5/4/2004,Maharashtra,Nagpur,Institution of Engineers.,Visveshwaraya National Institute Of Technology,"Residential, Rural and other Areas",9.6,16.7,39,160.3
287,5/7/2004,Maharashtra,Nagpur,Institution of Engineers.,Visveshwaraya National Institute Of Technology,"Residential, Rural and other Areas",8.9,16.8,44.7,180
287,5/11/2004,Maharashtra,Nagpur,Institution of Engineers.,Visveshwaraya National Institute Of Technology,"Residential, Rural and other Areas",9,16.2,57,201
287,5/12/2004,Maharashtra,Nagpur,Institution of Engineers.,Visveshwaraya National Institute Of Technology,"Residential, Rural and other Areas",8,13.7,21.7,115.3
287,17-05-04,Maharashtra,Nagpur,Institution of Engineers.,Visveshwaraya National Institute Of Technology,"Residential, Rural and other Areas",8.7,15.7,39.7,154.3
287,21-05-04,Maharashtra,Nagpur,Institution of Engineers.,Visveshwaraya National Institute Of Technology,"Residential, Rural and other Areas",8.6,15.3,40.3,181.7
287,25-05-04,Maharashtra,Nagpur,Institution of Engineers.,Visveshwaraya National Institute Of Technology,"Residential, Rural and other Areas",8.1,15.1,55.7,192.7
287,28-05-04,Maharashtra,Nagpur,Institution of Engineers.,Visveshwaraya National Institute Of Technology,"Residential, Rural and other Areas",9.2,16.8,45.3,185.7
287,6/2/2004,Maharashtra,Nagpur,Institution of Engineers.,Visveshwaraya National Institute Of Technology,"Residential, Rural and other Areas",8.3,15.3,36,180.3
287,6/4/2004,Maharashtra,Nagpur,Institution of Engineers.,Visveshwaraya National Institute Of Technology,"Residential, Rural and other Areas",8.2,15,39.3,177.7
287,6/7/2004,Maharashtra,Nagpur,Institution of Engineers.,Visveshwaraya National Institute Of Technology,"Residential, Rural and other Areas",7.8,15,34,169
287,6/11/2004,Maharashtra,Nagpur,Institution of Engineers.,Visveshwaraya National Institute Of Technology,"Residential, Rural and other Areas",8.3,14.7,41.3,176.3
287,22-06-04,Maharashtra,Nagpur,Institution of Engineers.,Visveshwaraya National Institute Of Technology,"Residential, Rural and other Areas",8.8,14.8,36.3,176.3
287,24-06-04,Maharashtra,Nagpur,Institution of Engineers.,Visveshwaraya National Institute Of Technology,"Residential, Rural and other Areas",8.4,15.5,34.7,146.7
287,28-06-04,Maharashtra,Nagpur,Institution of Engineers.,Visveshwaraya National Institute Of Technology,"Residential, Rural and other Areas",7.7,14.2,42.7,171.3
287,30-06-04,Maharashtra,Nagpur,Institution of Engineers.,Visveshwaraya National Institute Of Technology,"Residential, Rural and other Areas",8.2,13.6,27,152
287,7/2/2004,Maharashtra,Nagpur,Institution of Engineers.,Visveshwaraya National Institute Of Technology,"Residential, Rural and other Areas",9,15.6,34.7,177.7
287,7/6/2004,Maharashtra,Nagpur,Institution of Engineers.,Visveshwaraya National Institute Of Technology,"Residential, Rural and other Areas",8.9,16.3,20,119
287,7/9/2004,Maharashtra,Nagpur,Institution of Engineers.,Visveshwaraya National Institute Of Technology,"Residential, Rural and other Areas",8.5,15.6,36.3,173.3
287,13-07-04,Maharashtra,Nagpur,Institution of Engineers.,Visveshwaraya National Institute Of Technology,"Residential, Rural and other Areas",8.8,15.8,36.3,161.3
287,20-07-04,Maharashtra,Nagpur,Institution of Engineers.,Visveshwaraya National Institute Of Technology,"Residential, Rural and other Areas",8.4,15.8,41.7,187.3
287,23-07-04,Maharashtra,Nagpur,Institution of Engineers.,Visveshwaraya National Institute Of Technology,"Residential, Rural and other Areas",7.9,13.8,35,147.5
287,27-07-04,Maharashtra,Nagpur,Institution of Engineers.,Visveshwaraya National Institute Of Technology,"Residential, Rural and other Areas",8.1,14.4,36,149
287,30-07-04,Maharashtra,Nagpur,Institution of Engineers.,Visveshwaraya National Institute Of Technology,"Residential, Rural and other Areas",7.7,12.2,20,80
287,8/3/2004,Maharashtra,Nagpur,Institution of Engineers.,Visveshwaraya National Institute Of Technology,"Residential, Rural and other Areas",8.4,14.7,33,140.7
287,8/6/2004,Maharashtra,Nagpur,Institution of Engineers.,Visveshwaraya National Institute Of Technology,"Residential, Rural and other Areas",7.2,13.5,39.7,167.7
287,8/10/2004,Maharashtra,Nagpur,Institution of Engineers.,Visveshwaraya National Institute Of Technology,"Residential, Rural and other Areas",10.8,24.7,15,80
287,14-08-04,Maharashtra,Nagpur,Institution of Engineers.,Visveshwaraya National Institute Of Technology,"Residential, Rural and other Areas",8.4,16.3,40,164.5
287,17-08-04,Maharashtra,Nagpur,Institution of Engineers.,Visveshwaraya National Institute Of Technology,"Residential, Rural and other Areas",8.2,14.5,43.3,188.3
287,20-08-04,Maharashtra,Nagpur,Institution of Engineers.,Visveshwaraya National Institute Of Technology,"Residential, Rural and other Areas",7.8,16.9,33.3,166.3
287,24-08-04,Maharashtra,Nagpur,Institution of Engineers.,Visveshwaraya National Institute Of Technology,"Residential, Rural and other Areas",8.9,18.7,49.3,193.3
287,27-08-04,Maharashtra,Nagpur,Institution of Engineers.,Visveshwaraya National Institute Of Technology,"Residential, Rural and other Areas",11.3,19.6,55.5,238
287,9/1/2004,Maharashtra,Nagpur,Institution of Engineers.,Visveshwaraya National Institute Of Technology,"Residential, Rural and other Areas",9.7,16.8,67.3,224.3
287,9/3/2004,Maharashtra,Nagpur,Institution of Engineers.,Visveshwaraya National Institute Of Technology,"Residential, Rural and other Areas",7.7,16.9,40.3,184.7
287,9/10/2004,Maharashtra,Nagpur,Institution of Engineers.,Visveshwaraya National Institute Of Technology,"Residential, Rural and other Areas",8.8,18.5,58.7,205.7
287,9/11/2004,Maharashtra,Nagpur,Institution of Engineers.,Visveshwaraya National Institute Of Technology,"Residential, Rural and other Areas",7.1,16.7,59.7,207.3
287,17-09-04,Maharashtra,Nagpur,Institution of Engineers.,Visveshwaraya National Institute Of Technology,"Residential, Rural and other Areas",8.4,17.9,47,187.7
287,20-09-04,Maharashtra,Nagpur,Institution of Engineers.,Visveshwaraya National Institute Of Technology,"Residential, Rural and other Areas",12,23.5,39,161
287,24-09-04,Maharashtra,Nagpur,Institution of Engineers.,Visveshwaraya National Institute Of Technology,"Residential, Rural and other Areas",8,19.7,41.7,152.7
287,28-09-04,Maharashtra,Nagpur,Institution of Engineers.,Visveshwaraya National Institute Of Technology,"Residential, Rural and other Areas",8.3,14.7,53,202
287,10/1/2004,Maharashtra,Nagpur,Institution of Engineers.,Visveshwaraya National Institute Of Technology,"Residential, Rural and other Areas",12.1,21.5,41.7,185
287,10/5/2004,Maharashtra,Nagpur,Institution of Engineers.,Visveshwaraya National Institute Of Technology,"Residential, Rural and other Areas",9.7,22.6,49.7,202.7
287,10/8/2004,Maharashtra,Nagpur,Institution of Engineers.,Visveshwaraya National Institute Of Technology,"Residential, Rural and other Areas",8.5,21.3,60.7,217
287,10/12/2004,Maharashtra,Nagpur,Institution of Engineers.,Visveshwaraya National Institute Of Technology,"Residential, Rural and other Areas",8.8,19.7,41,177.7
287,15-10-04,Maharashtra,Nagpur,Institution of Engineers.,Visveshwaraya National Institute Of Technology,"Residential, Rural and other Areas",8.8,18.7,50,195
287,19-10-04,Maharashtra,Nagpur,Institution of Engineers.,Visveshwaraya National Institute Of Technology,"Residential, Rural and other Areas",8,24.1,66.7,211.7
287,26-10-04,Maharashtra,Nagpur,Institution of Engineers.,Visveshwaraya National Institute Of Technology,"Residential, Rural and other Areas",9.3,23.5,57.7,227.3
287,29-10-04,Maharashtra,Nagpur,Institution of Engineers.,Visveshwaraya National Institute Of Technology,"Residential, Rural and other Areas",7.2,23.4,55.7,205.7
287,30-10-04,Maharashtra,Nagpur,Institution of Engineers.,Visveshwaraya National Institute Of Technology,"Residential, Rural and other Areas",7.6,17,62,222
287,11/2/2004,Maharashtra,Nagpur,Institution of Engineers.,Visveshwaraya National Institute Of Technology,"Residential, Rural and other Areas",7.6,20.2,58.3,208.3
287,11/5/2004,Maharashtra,Nagpur,Institution of Engineers.,Visveshwaraya National Institute Of Technology,"Residential, Rural and other Areas",8.5,24.5,66.7,230.7
287,11/9/2004,Maharashtra,Nagpur,Institution of Engineers.,Visveshwaraya National Institute Of Technology,"Residential, Rural and other Areas",11.1,33.3,77.7,253.3
287,11/11/2004,Maharashtra,Nagpur,Institution of Engineers.,Visveshwaraya National Institute Of Technology,"Residential, Rural and other Areas",8.7,22.6,71.3,243
287,14-11-04,Maharashtra,Nagpur,Institution of Engineers.,Visveshwaraya National Institute Of Technology,"Residential, Rural and other Areas",9.2,25.1,84.3,266.7
287,16-11-04,Maharashtra,Nagpur,Institution of Engineers.,Visveshwaraya National Institute Of Technology,"Residential, Rural and other Areas",9.2,35.8,99.7,298
287,19-11-04,Maharashtra,Nagpur,Institution of Engineers.,Visveshwaraya National Institute Of Technology,"Residential, Rural and other Areas",8.9,19.7,68.7,228.3
287,23-11-04,Maharashtra,Nagpur,Institution of Engineers.,Visveshwaraya National Institute Of Technology,"Residential, Rural and other Areas",9.9,37.8,67.3,228.7
287,25-11-04,Maharashtra,Nagpur,Institution of Engineers.,Visveshwaraya National Institute Of Technology,"Residential, Rural and other Areas",9.8,32.1,95,272.3
287,12/1/2004,Maharashtra,Nagpur,Institution of Engineers.,Visveshwaraya National Institute Of Technology,"Residential, Rural and other Areas",8.4,36.7,80,260
287,12/3/2004,Maharashtra,Nagpur,Institution of Engineers.,Visveshwaraya National Institute Of Technology,"Residential, Rural and other Areas",7.9,20.7,80.3,258.3
287,12/7/2004,Maharashtra,Nagpur,Institution of Engineers.,Visveshwaraya National Institute Of Technology,"Residential, Rural and other Areas",9.8,33.9,94.3,271
287,12/10/2004,Maharashtra,Nagpur,Institution of Engineers.,Visveshwaraya National Institute Of Technology,"Residential, Rural and other Areas",9.6,46.4,85,267.7
287,14-12-04,Maharashtra,Nagpur,Institution of Engineers.,Visveshwaraya National Institute Of Technology,"Residential, Rural and other Areas",9.3,36.5,86,270.3
287,17-12-04,Maharashtra,Nagpur,Institution of Engineers.,Visveshwaraya National Institute Of Technology,"Residential, Rural and other Areas",8.9,40,100,298
287,21-12-04,Maharashtra,Nagpur,Institution of Engineers.,Visveshwaraya National Institute Of Technology,"Residential, Rural and other Areas",9.7,59.9,77.3,262
287,23-12-04,Maharashtra,Nagpur,Institution of Engineers.,Visveshwaraya National Institute Of Technology,"Residential, Rural and other Areas",9.5,51.2,60.7,212
287,28-12-04,Maharashtra,Nagpur,Institution of Engineers.,Visveshwaraya National Institute Of Technology,"Residential, Rural and other Areas",10,61.9,87,280.3
288,1/3/2004,Maharashtra,Nagpur,"MIDC Office,Hingna Road,Nagpur",Visveshwaraya National Institute Of Technology,Industrial Area,10.3,17.7,74.7,254
288,1/7/2004,Maharashtra,Nagpur,"MIDC Office,Hingna Road,Nagpur",Visveshwaraya National Institute Of Technology,Industrial Area,10.8,17.2,50.7,180
288,1/10/2004,Maharashtra,Nagpur,"MIDC Office,Hingna Road,Nagpur",Visveshwaraya National Institute Of Technology,Industrial Area,9.2,17.4,55,203
288,16-01-04,Maharashtra,Nagpur,"MIDC Office,Hingna Road,Nagpur",Visveshwaraya National Institute Of Technology,Industrial Area,11.2,17.8,98.7,253.7
288,17-01-04,Maharashtra,Nagpur,"MIDC Office,Hingna Road,Nagpur",Visveshwaraya National Institute Of Technology,Industrial Area,9.3,16.2,82.7,276
288,21-01-04,Maharashtra,Nagpur,"MIDC Office,Hingna Road,Nagpur",Visveshwaraya National Institute Of Technology,Industrial Area,8.9,17.9,51,207.3
288,24-01-04,Maharashtra,Nagpur,"MIDC Office,Hingna Road,Nagpur",Visveshwaraya National Institute Of Technology,Industrial Area,9.2,15.5,58,190.3
288,29-01-04,Maharashtra,Nagpur,"MIDC Office,Hingna Road,Nagpur",Visveshwaraya National Institute Of Technology,Industrial Area,9.8,16.1,91,248.3
288,31-01-04,Maharashtra,Nagpur,"MIDC Office,Hingna Road,Nagpur",Visveshwaraya National Institute Of Technology,Industrial Area,8.2,14.8,70,236.3
288,2/3/2004,Maharashtra,Nagpur,"MIDC Office,Hingna Road,Nagpur",Visveshwaraya National Institute Of Technology,Industrial Area,8.7,15.4,59.3,221.7
288,2/7/2004,Maharashtra,Nagpur,"MIDC Office,Hingna Road,Nagpur",Visveshwaraya National Institute Of Technology,Industrial Area,9.7,16.4,58.7,185.7
288,13-02-04,Maharashtra,Nagpur,"MIDC Office,Hingna Road,Nagpur",Visveshwaraya National Institute Of Technology,Industrial Area,10.4,18.2,94.7,263.3
288,14-02-04,Maharashtra,Nagpur,"MIDC Office,Hingna Road,Nagpur",Visveshwaraya National Institute Of Technology,Industrial Area,9.9,17.5,95,294
288,18-02-04,Maharashtra,Nagpur,"MIDC Office,Hingna Road,Nagpur",Visveshwaraya National Institute Of Technology,Industrial Area,10.5,17.4,50,198.7
288,19-02-04,Maharashtra,Nagpur,"MIDC Office,Hingna Road,Nagpur",Visveshwaraya National Institute Of Technology,Industrial Area,10.6,17.5,75,264.7
288,24-02-04,Maharashtra,Nagpur,"MIDC Office,Hingna Road,Nagpur",Visveshwaraya National Institute Of Technology,Industrial Area,10.9,18.1,72,243.3
288,27-02-04,Maharashtra,Nagpur,"MIDC Office,Hingna Road,Nagpur",Visveshwaraya National Institute Of Technology,Industrial Area,9.2,15.8,78.7,258
288,3/1/2004,Maharashtra,Nagpur,"MIDC Office,Hingna Road,Nagpur",Visveshwaraya National Institute Of Technology,Industrial Area,11.4,18.9,60,260.7
288,3/2/2004,Maharashtra,Nagpur,"MIDC Office,Hingna Road,Nagpur",Visveshwaraya National Institute Of Technology,Industrial Area,10.2,17.2,84,264
288,3/5/2004,Maharashtra,Nagpur,"MIDC Office,Hingna Road,Nagpur",Visveshwaraya National Institute Of Technology,Industrial Area,10.8,18,77.3,278.7
288,3/9/2004,Maharashtra,Nagpur,"MIDC Office,Hingna Road,Nagpur",Visveshwaraya National Institute Of Technology,Industrial Area,9.4,15.6,70.7,227
288,3/12/2004,Maharashtra,Nagpur,"MIDC Office,Hingna Road,Nagpur",Visveshwaraya National Institute Of Technology,Industrial Area,9.8,16.6,77.7,262.7
288,16-03-04,Maharashtra,Nagpur,"MIDC Office,Hingna Road,Nagpur",Visveshwaraya National Institute Of Technology,Industrial Area,12.8,19.3,64,240
288,19-03-04,Maharashtra,Nagpur,"MIDC Office,Hingna Road,Nagpur",Visveshwaraya National Institute Of Technology,Industrial Area,9.6,17.5,74,276
288,23-03-04,Maharashtra,Nagpur,"MIDC Office,Hingna Road,Nagpur",Visveshwaraya National Institute Of Technology,Industrial Area,11,20.2,68,231.7
288,26-03-04,Maharashtra,Nagpur,"MIDC Office,Hingna Road,Nagpur",Visveshwaraya National Institute Of Technology,Industrial Area,12.6,20.1,44.7,202.7
288,30-03-04,Maharashtra,Nagpur,"MIDC Office,Hingna Road,Nagpur",Visveshwaraya National Institute Of Technology,Industrial Area,8.6,14.9,25.3,162.3
288,4/2/2004,Maharashtra,Nagpur,"MIDC Office,Hingna Road,Nagpur",Visveshwaraya National Institute Of Technology,Industrial Area,8.4,15.5,59.7,216.3
288,4/9/2004,Maharashtra,Nagpur,"MIDC Office,Hingna Road,Nagpur",Visveshwaraya National Institute Of Technology,Industrial Area,8.5,15,46.3,192.3
288,4/10/2004,Maharashtra,Nagpur,"MIDC Office,Hingna Road,Nagpur",Visveshwaraya National Institute Of Technology,Industrial Area,9.8,16,56.3,214.3
288,14-04-04,Maharashtra,Nagpur,"MIDC Office,Hingna Road,Nagpur",Visveshwaraya National Institute Of Technology,Industrial Area,8.1,14.7,47.7,189
288,17-04-04,Maharashtra,Nagpur,"MIDC Office,Hingna Road,Nagpur",Visveshwaraya National Institute Of Technology,Industrial Area,9.6,16.1,45.7,217.7
288,23-04-04,Maharashtra,Nagpur,"MIDC Office,Hingna Road,Nagpur",Visveshwaraya National Institute Of Technology,Industrial Area,9.1,14.9,58.3,211.7
288,24-04-04,Maharashtra,Nagpur,"MIDC Office,Hingna Road,Nagpur",Visveshwaraya National Institute Of Technology,Industrial Area,8.1,14.8,50.7,192
288,29-04-04,Maharashtra,Nagpur,"MIDC Office,Hingna Road,Nagpur",Visveshwaraya National Institute Of Technology,Industrial Area,9.7,16.4,47.7,207.3
288,30-04-04,Maharashtra,Nagpur,"MIDC Office,Hingna Road,Nagpur",Visveshwaraya National Institute Of Technology,Industrial Area,8.2,16.7,47.7,200.3
288,5/3/2004,Maharashtra,Nagpur,"MIDC Office,Hingna Road,Nagpur",Visveshwaraya National Institute Of Technology,Industrial Area,9.9,16.2,57,219
288,5/8/2004,Maharashtra,Nagpur,"MIDC Office,Hingna Road,Nagpur",Visveshwaraya National Institute Of Technology,Industrial Area,9.1,15.4,36,148.3
288,14-05-04,Maharashtra,Nagpur,"MIDC Office,Hingna Road,Nagpur",Visveshwaraya National Institute Of Technology,Industrial Area,8.8,15.9,37.3,196.3
288,15-05-04,Maharashtra,Nagpur,"MIDC Office,Hingna Road,Nagpur",Visveshwaraya National Institute Of Technology,Industrial Area,9.3,15.3,44.5,191.5
288,19-05-04,Maharashtra,Nagpur,"MIDC Office,Hingna Road,Nagpur",Visveshwaraya National Institute Of Technology,Industrial Area,9.2,16.8,56.7,206.7
288,22-05-04,Maharashtra,Nagpur,"MIDC Office,Hingna Road,Nagpur",Visveshwaraya National Institute Of Technology,Industrial Area,9.4,16.2,50,195.7
288,26-05-04,Maharashtra,Nagpur,"MIDC Office,Hingna Road,Nagpur",Visveshwaraya National Institute Of Technology,Industrial Area,7.8,14.8,46,177.7
288,29-05-04,Maharashtra,Nagpur,"MIDC Office,Hingna Road,Nagpur",Visveshwaraya National Institute Of Technology,Industrial Area,9.1,17,45.3,177
288,31-05-04,Maharashtra,Nagpur,"MIDC Office,Hingna Road,Nagpur",Visveshwaraya National Institute Of Technology,Industrial Area,9.2,16.5,33.5,144
288,6/5/2004,Maharashtra,Nagpur,"MIDC Office,Hingna Road,Nagpur",Visveshwaraya National Institute Of Technology,Industrial Area,9,15,35.7,160.3
288,6/12/2004,Maharashtra,Nagpur,"MIDC Office,Hingna Road,Nagpur",Visveshwaraya National Institute Of Technology,Industrial Area,8.8,14.4,59.7,212.3
288,16-06-04,Maharashtra,Nagpur,"MIDC Office,Hingna Road,Nagpur",Visveshwaraya National Institute Of Technology,Industrial Area,8.1,15,21,145.7
288,18-06-04,Maharashtra,Nagpur,"MIDC Office,Hingna Road,Nagpur",Visveshwaraya National Institute Of Technology,Industrial Area,9.1,16.3,34,157.7
288,19-06-04,Maharashtra,Nagpur,"MIDC Office,Hingna Road,Nagpur",Visveshwaraya National Institute Of Technology,Industrial Area,8.8,15.4,25.3,140
288,25-06-04,Maharashtra,Nagpur,"MIDC Office,Hingna Road,Nagpur",Visveshwaraya National Institute Of Technology,Industrial Area,9.2,15.4,43.7,185
288,26-06-04,Maharashtra,Nagpur,"MIDC Office,Hingna Road,Nagpur",Visveshwaraya National Institute Of Technology,Industrial Area,8.6,16.3,14,94.5
288,29-06-04,Maharashtra,Nagpur,"MIDC Office,Hingna Road,Nagpur",Visveshwaraya National Institute Of Technology,Industrial Area,8.7,15.3,45.3,181.7
288,7/3/2004,Maharashtra,Nagpur,"MIDC Office,Hingna Road,Nagpur",Visveshwaraya National Institute Of Technology,Industrial Area,8.7,16,40.3,175.7
288,7/7/2004,Maharashtra,Nagpur,"MIDC Office,Hingna Road,Nagpur",Visveshwaraya National Institute Of Technology,Industrial Area,8.7,14.3,36.7,178.3
288,7/10/2004,Maharashtra,Nagpur,"MIDC Office,Hingna Road,Nagpur",Visveshwaraya National Institute Of Technology,Industrial Area,9.2,15.3,44,173.3
288,14-07-04,Maharashtra,Nagpur,"MIDC Office,Hingna Road,Nagpur",Visveshwaraya National Institute Of Technology,Industrial Area,8.5,15.1,41.3,166.7
288,17-07-04,Maharashtra,Nagpur,"MIDC Office,Hingna Road,Nagpur",Visveshwaraya National Institute Of Technology,Industrial Area,10.2,16.5,28.5,141.5
288,21-07-04,Maharashtra,Nagpur,"MIDC Office,Hingna Road,Nagpur",Visveshwaraya National Institute Of Technology,Industrial Area,7.5,12.6,31,148.3
288,24-07-04,Maharashtra,Nagpur,"MIDC Office,Hingna Road,Nagpur",Visveshwaraya National Institute Of Technology,Industrial Area,8.8,18.1,25.3,127.3
288,28-07-04,Maharashtra,Nagpur,"MIDC Office,Hingna Road,Nagpur",Visveshwaraya National Institute Of Technology,Industrial Area,7.2,14.2,13.5,90.5
288,8/4/2004,Maharashtra,Nagpur,"MIDC Office,Hingna Road,Nagpur",Visveshwaraya National Institute Of Technology,Industrial Area,8.2,16.5,28,124
288,8/7/2004,Maharashtra,Nagpur,"MIDC Office,Hingna Road,Nagpur",Visveshwaraya National Institute Of Technology,Industrial Area,8.9,15.7,44,171
